gene_name,TCGA-09-2044-01,TCGA-13-1505-01,TCGA-25-1319-01,TCGA-25-2397-01
KCNJ2,-0.6643,-2.6349,-1.1172,0.3907
KCNJ3,-6.5064,-9.9658,-9.9658,-9.9658
KCNJ4,-9.9658,-2.9324,-4.6082,0.9493
KCNJ5,-0.9686,0.9862,0.0718,2.1734
KCNJ6,-9.9658,-9.9658,-9.9658,-9.9658
KCNJ8,2.685,2.4934,1.1117,-0.9971
KCNJ9,-9.9658,-4.6082,-4.035,-3.3076
KCNMA1,4.7919,4.6916,0.4657,1.0222
KCNMB1,-0.5973,-1.2142,-1.6394,-1.685
KCNMB2,0.1388,1.2455,1.3901,-3.3076
KCNMB3,-0.7346,1.0222,-1.1488,-0.9971
KCNMB4,-1.3183,1.9601,-0.1187,-2.3147
KCNU1,-9.9658,-6.5064,-9.9658,-6.5064
KDR,0.9343,0.6517,1.6234,1.2209
KIDINS220,1.736,3.4843,4.1458,1.9749
KIF3A,1.0983,0.7407,1.6045,0.7999
KIF7,1.3051,2.2237,0.3907,0.7493
KIT,-2.8262,-1.5105,-3.458,-2.8262
KITLG,0.3907,0.9343,0.1519,-0.7588
KLF2,3.0393,3.8421,3.1765,0.6969
KLF4,0.5763,1.5563,1.7229,0.9493
KNG1,-9.9658,-9.9658,-9.9658,-9.9658
KRAS,3.4075,3.9166,2.8014,2.6828
KRIT1,3.3047,3.7486,3.2707,4.0109
KRT10,4.7345,3.8157,3.8411,3.8521
KRT12,-6.5064,-1.7809,-4.6082,-9.9658
KRT13,0.8647,-4.2934,-1.8314,0.3907
KRT14,0.9935,5.0584,-0.0877,2.8502
KRT15,2.1114,2.0289,1.5165,3.38
KRT16,5.1946,0.3231,-1.2142,0.9115
KRT17,6.0184,5.8992,1.9895,3.074
KRT18,8.2555,8.7799,8.3097,8.5987
KRT19,9.4276,7.1017,7.8357,9.9839
KRT20,-2.8262,-6.5064,-6.5064,-9.9658
KRT23,3.5486,3.7496,3.8105,2.9205
KRT24,-6.5064,-9.9658,-9.9658,-9.9658
KRT25,-9.9658,-9.9658,-9.9658,-9.9658
KRT26,-9.9658,-9.9658,-9.9658,-9.9658
KRT27,-9.9658,-9.9658,-9.9658,-9.9658
KRT28,-9.9658,-9.9658,-9.9658,-9.9658
KRT31,-5.0116,-5.0116,-3.1714,-4.035
KRT32,-9.9658,-9.9658,-6.5064,-9.9658
KRT33A,-4.6082,-9.9658,-9.9658,-4.2934
KRT33B,-9.9658,-9.9658,-9.9658,-9.9658
KRT34,-6.5064,-6.5064,-5.0116,-6.5064
KRT35,-9.9658,-9.9658,-9.9658,-9.9658
