gene_name,TCGA-P8-A5KC-01,TCGA-P8-A5KD-01,TCGA-P8-A6RX-01,TCGA-P8-A6RY-01,TCGA-PR-A5PF-01,TCGA-PR-A5PG-01,TCGA-PR-A5PH-01,TCGA-QR-A6GO-01,TCGA-QR-A6GT-01,TCGA-QR-A6GU-01,TCGA-QR-A6GZ-01,TCGA-QR-A6H2-01,TCGA-QR-A70W-01,TCGA-QT-A5XJ-01,TCGA-QT-A5XK-01,TCGA-QT-A5XL-01,TCGA-QT-A5XM-01,TCGA-QT-A5XN-01,TCGA-QT-A5XO-01,TCGA-QT-A5XP-01,TCGA-QT-A69Q-01,TCGA-QT-A7U0-01,TCGA-RT-A6Y9-01,TCGA-RT-A6YA-01,TCGA-RT-A6YC-01,TCGA-RW-A67V-01,TCGA-RW-A67X-01,TCGA-RW-A680-01,TCGA-RW-A681-01,TCGA-RW-A685-01,TCGA-RW-A688-01,TCGA-RW-A689-01,TCGA-RW-A68A-01,TCGA-RW-A68B-01,TCGA-RW-A68C-01,TCGA-RW-A68D-01,TCGA-RW-A68F-01,TCGA-RW-A68G-01,TCGA-RW-A8AZ-01,TCGA-RX-A8JQ-01,TCGA-S7-A7WL-01,TCGA-S7-A7WM-01,TCGA-S7-A7WN-01,TCGA-S7-A7WP-01,TCGA-S7-A7WQ-01,TCGA-S7-A7WR-01,TCGA-S7-A7WU-01,TCGA-S7-A7WV-01,TCGA-S7-A7WW-01,TCGA-S7-A7WX-01,TCGA-S7-A7X0-01,TCGA-S7-A7X1-01,TCGA-S7-A7X2-01,TCGA-SA-A6C2-01,TCGA-SP-A6QH-01,TCGA-SP-A6QJ-01,TCGA-SR-A6MQ-01,TCGA-SR-A6MX-01,TCGA-SR-A6MY-01,TCGA-SR-A6MZ-01,TCGA-TT-A6YN-01,TCGA-W2-A7HC-01,TCGA-W2-A7HF-01,TCGA-WB-A80Q-01,TCGA-WB-A814-01,TCGA-WB-A815-01,TCGA-WB-A817-01,TCGA-WB-A818-01,TCGA-WB-A819-01,TCGA-WB-A81G-01,TCGA-WB-A81M-01,TCGA-WB-A81P-01,TCGA-WB-A81S-01,TCGA-WB-A81T-01,TCGA-WB-A81V-01,TCGA-WB-A81W-01
LAMC2,-1.6394,0.3231,0.24,-4.2934,-0.8863,-1.5105,-6.5064,-5.5735,-1.5951,-1.7809,0.4233,-4.035,-5.5735,3.3689,-0.0425,-3.3076,-1.5522,-0.3752,-5.0116,-4.6082,-5.0116,-5.0116,-4.2934,-0.9971,-3.816,-6.5064,-3.816,-2.9324,-5.0116,-1.5951,-9.9658,-4.2934,-3.1714,-5.5735,-3.3076,-5.0116,-6.5064,-5.0116,2.8158,-5.0116,-1.9942,1.7744,2.1247,-3.816,-5.0116,-2.3147,-4.6082,-1.2828,-5.5735,-4.6082,-3.6259,-2.3147,-1.1488,-6.5064,-4.6082,0.3115,-0.9686,-5.5735,0.6425,-4.6082,-3.816,-0.1993,-5.5735,-6.5064,-3.458,-3.0469,-2.0529,0.3346,1.8036,-3.6259,-5.5735,-6.5064,-2.7274,-0.394,-5.5735,-5.5735
LAMC3,3.8896,0.6239,-0.9132,4.2072,2.5852,-2.5479,2.8819,3.0961,0.679,-0.1828,4.0082,0.434,0.7832,2.128,1.1512,0.1388,0.9268,-1.0262,2.0076,1.8564,0.9343,-3.816,0.9191,1.1706,-0.7346,-0.9686,-0.2498,-3.3076,-2.0529,3.421,-2.3884,-1.1811,0.8246,1.9302,1.5165,-1.9942,-3.816,2.9432,2.0218,-1.3921,-5.0116,1.1117,-1.3548,0.9935,0.4552,-0.4521,1.8957,3.6782,5.8284,0.8568,-3.6259,4.3883,0.4016,-4.035,-0.7588,1.595,-0.7834,-1.1488,0.099,3.3731,0.7579,1.2875,1.3167,2.826,-0.5543,1.2992,3.2811,1.6875,-0.3201,0.1124,-1.1172,0.0718,1.6512,1.6512,2.9052,-0.1187
LAMTOR1,6.721,7.1646,5.7222,5.2153,6.8328,6.5549,6.7268,6.69,6.6008,5.5233,6.2802,6.8368,6.4338,7.0677,6.7104,5.888,6.5715,7.2089,6.3555,6.4655,5.8659,6.2839,6.3282,5.6907,5.3688,5.4627,6.0698,6.6155,5.748,6.4637,6.5889,6.3867,7.1394,6.6722,5.9439,6.5835,5.7071,6.0917,5.5383,6.3904,6.4567,6.3228,6.6171,5.2246,5.8443,6.6875,5.6622,6.3359,5.5753,6.9622,5.8672,5.998,7.1198,6.4529,6.1248,6.5361,6.597,6.5999,6.6531,6.811,6.4898,6.5833,6.8905,5.7602,6.8367,5.8615,6.2899,6.7079,7.0447,6.729,6.3273,5.546,5.4758,6.6251,5.7929,6.3502
LAMTOR2,5.5075,6.0157,5.9935,5.1843,6.0242,5.9122,5.6619,6.1687,6.2308,5.1165,6.516,6.5647,6.4113,5.6508,5.9175,5.8306,5.9723,5.2308,5.3723,5.5693,4.7415,5.1388,5.7002,5.623,4.6439,6.3113,6.3764,6.8257,5.9736,6.044,5.6517,6.3087,6.1029,5.9222,6.0934,6.3036,5.5081,6.1301,5.9491,5.9614,6.2015,5.8314,5.7165,5.8669,6.0398,5.9324,5.6439,6.3911,5.9289,6.2369,5.7066,5.8314,6.6984,5.0575,6.152,6.5099,5.7469,5.6077,6.0637,6.7602,5.2961,5.9329,6.2346,6.0945,6.1272,6.2802,5.6442,5.9222,6.4539,6.2252,5.5308,5.4283,5.4542,5.9734,7.0675,6.0637
LAMTOR3,4.588,4.9289,4.4243,4.8827,5.0352,4.5553,4.889,4.8704,4.6265,4.8968,4.1708,4.2766,4.741,5.5865,4.5904,4.5946,4.8182,4.6083,4.6747,4.8304,4.8645,4.8182,4.8973,3.8177,4.7176,3.9947,3.8218,4.4848,5.4327,4.9732,5.608,4.9251,5.2242,5.1453,4.1652,4.8768,4.9151,4.6195,4.523,4.5154,4.6462,4.2661,4.4784,4.3082,4.652,5.0175,4.9718,4.096,4.3097,4.6742,4.6798,4.3313,4.594,5.1056,4.3169,4.9626,4.9041,4.4919,4.6491,4.4149,4.853,4.8161,4.856,4.7913,4.6657,5.0875,4.5994,4.8684,5.061,4.9156,5.2289,5.1676,4.9407,4.7066,5.1314,5.0584
LAMTOR4,6.9807,6.9264,7.669,7.0961,7.0282,6.9312,7.1906,7.4845,6.9488,6.6723,8.3786,8.3567,7.7905,7.5938,6.0492,7.2978,5.9926,6.8199,7.004,7.2372,7.4034,7.1432,7.3105,7.4472,6.7644,7.2686,8.0822,7.5794,8.0827,7.4652,6.9383,7.4101,7.0194,7.2687,7.6416,6.8181,7.3821,7.5758,6.8768,7.8178,8.0466,6.7428,6.4715,6.776,7.2813,7.0809,7.6688,7.5307,7.88,7.4834,7.0749,7.696,7.8528,7.1414,7.8257,7.1552,6.4775,6.831,7.1532,7.3145,6.74,7.2755,6.4428,7.5853,7.6162,7.6726,7.1187,7.0908,7.3085,6.9143,7.1499,6.9452,6.9412,6.9024,7.0832,7.0013
LAMTOR5,6.8337,6.2976,6.3533,7.2934,6.4058,6.4421,6.4951,6.885,6.6595,7.1961,7.3868,6.7978,6.5633,6.2612,6.2945,6.4454,6.4461,7.2831,6.4733,6.5699,6.7586,7.0609,7.2013,6.872,6.0642,6.2911,7.3844,6.4678,6.9324,6.8061,6.5571,6.8026,6.6334,6.3777,7.2999,6.2048,7.4621,7.0969,6.4189,6.2375,6.5347,6.2776,6.3954,6.921,6.9688,6.5283,7.3566,6.5977,7.0867,6.7942,6.85,7.1699,7.0695,7.1821,6.9426,6.5495,6.0723,6.2361,6.3288,6.4019,6.2893,6.5889,6.1266,7.0032,7.5069,7.8498,7.0237,6.6254,6.6102,6.5234,6.3756,6.3674,5.5116,6.3413,6.8946,6.6339
LAT,1.2815,2.1213,0.9789,0.4233,-0.7346,-0.7834,-0.1031,0.8647,1.0711,0.4233,0.9568,0.346,2.5876,0.8568,0.8246,0.4125,-0.4131,0.1903,0.9716,0.058,0.4967,1.3283,2.4701,2.7868,1.0711,3.0995,1.7446,1.9415,1.2992,2.7784,0.3796,1.5854,1.105,1.2085,1.0573,0.9038,1.4704,1.5902,0.1648,0.6332,1.0711,1.2394,0.1648,0.1124,1.787,1.7995,2.5462,2.3816,1.5115,2.0147,1.105,1.2271,1.7995,1.0363,2.9071,2.7763,1.3225,1.6045,1.0915,2.4985,1.0079,2.004,3.2282,2.3788,1.4911,1.9302,0.2762,1.0433,1.7744,1.4011,0.5955,1.2209,2.0289,1.5316,1.7489,1.2875
LATS1,2.299,1.7617,1.7009,1.5465,1.8801,1.3397,2.2842,1.5013,2.128,2.2603,1.3901,0.6517,1.3454,3.1955,2.3048,1.9564,2.004,1.5013,2.3251,1.5366,2.3222,2.2872,2.4857,1.736,2.3193,1.6512,1.0433,1.5216,2.3308,2.0183,2.1247,1.6466,2.2633,2.5338,1.674,2.651,2.2872,1.7141,1.412,2.2391,1.4652,1.2209,0.6145,1.949,1.9111,1.3735,2.233,1.2023,1.4388,1.884,1.8918,1.7185,1.3454,2.2872,1.8282,1.8242,2.6255,1.5465,2.0289,2.0254,2.4544,1.1641,2.9356,1.5709,1.6649,1.3956,1.949,2.128,1.1833,2.2082,3.0181,2.4985,2.0638,1.2696,1.9712,2.2723
LATS2,2.4518,-0.1345,1.8643,0.2642,0.2522,-0.5125,1.7954,0.5069,2.6232,1.0915,1.1577,-1.4305,-1.6394,-0.0725,0.5069,2.2206,0.8883,0.4967,1.5854,1.5661,0.4447,0.2277,0.5568,0.434,1.9264,-3.1714,1.683,-0.1504,-3.0469,0.5069,-0.6873,0.0718,-0.7588,-0.0574,1.9264,0.03,-0.7588,1.5612,0.9789,0.9568,-0.6193,1.2516,0.4552,0.7999,1.7185,0.1903,0.7146,3.5009,1.1512,0.1124,1.8762,1.6281,-0.7588,0.5069,2.4623,0.1776,0.2881,0.5568,0.7579,1.2455,0.4967,0.4657,0.24,0.03,0.547,0.7146,2.236,-0.3566,-0.0277,1.0779,-1.1811,0.3796,1.2394,0.688,-0.1345,-0.8599
LCK,0.5568,1.0847,0.9419,-1.1488,-1.2481,-1.5951,-1.1811,0.679,0.6969,-1.7322,-0.6643,-0.7588,-2.6349,-1.8836,0.547,0.5069,-0.2159,-1.3548,-1.6394,-0.4521,0.2277,0.4125,-1.1172,-0.3566,0.7233,-2.3147,0.9642,-1.9942,-3.458,0.0718,-3.458,-0.9971,-1.8314,-1.3921,-1.3548,-1.2828,-0.6193,-2.3884,-1.7322,-0.3201,0.4865,0.517,-0.4719,-1.3183,1.5661,0.7579,-1.5522,1.7532,-0.0425,0.9493,-2.8262,-0.2671,0.2881,-1.0262,-2.2447,0.2277,0.099,-2.6349,0.688,2.1574,-1.3183,0.5568,-2.3147,-3.1714,-0.6643,-0.1345,-1.2828,-0.4325,1.9564,-0.7346,-3.816,-0.8599,0.1257,0.6425,-1.1811,-1.1811
LCN2,-0.9971,-3.1714,-4.035,-5.0116,-3.6259,-4.035,-9.9658,-3.6259,-2.7274,-4.6082,-3.3076,-4.035,-9.9658,-0.8084,-9.9658,-4.035,-2.3884,-9.9658,-1.0862,-1.3183,-5.0116,-2.0529,-5.0116,-5.0116,-9.9658,-3.6259,-4.035,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-5.0116,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-0.9406,-3.1714,-9.9658,-3.0469,-2.5479,-9.9658,-5.0116,-4.035,-9.9658,-0.5332,-4.2934,-2.8262,-2.5479,-4.2934,-9.9658,-4.2934,-9.9658,-9.9658,-3.6259,-4.035,-4.035,-3.0469,-3.3076,1.2023,-9.9658,-4.6082,-9.9658,-9.9658,-1.6394,-9.9658,-4.6082,-4.2934,-2.2447,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658
LCP2,4.5844,3.0074,3.0961,1.2455,1.9859,1.3901,2.2082,3.4648,3.867,1.3397,2.6255,1.674,0.6145,1.8363,2.6325,4.2103,2.8661,3.1228,1.5854,2.7487,1.9786,1.9638,3.4791,2.7615,4.0833,-0.1345,3.0774,1.0642,-1.9379,1.8957,0.4125,2.3732,0.6969,1.105,3.5411,1.1316,1.1382,1.3225,3.6335,1.9931,1.7185,3.287,2.9637,2.081,3.6928,1.9968,1.7273,4.4562,2.4597,2.6647,3.0757,2.3222,2.2144,1.3791,2.7615,2.5288,1.6466,0.6517,3.345,3.1876,1.6875,3.1955,1.105,1.0642,2.7615,2.0946,1.1117,1.6093,3.4183,1.7786,0.099,1.5563,2.651,2.3308,0.8961,1.6466
LDHA,7.4816,7.5485,9.2429,5.4896,6.5541,7.7974,6.3934,7.4231,9.2933,7.9886,8.3933,6.3607,5.6688,7.9128,7.186,7.91,7.183,7.6837,6.8425,7.4053,6.1508,7.8927,7.0212,6.3832,7.866,5.174,8.7249,8.7277,6.3187,6.2515,6.4527,7.0641,6.1322,7.1752,8.1669,8.7259,7.3816,6.5688,8.1925,7.312,7.1224,6.8162,8.3185,8.5242,8.7866,7.0475,5.2215,8.5421,6.7056,7.2874,7.9351,9.1129,7.0479,5.8763,7.5377,6.7104,6.7307,8.6951,7.6995,7.1769,7.5249,7.0758,5.9887,5.4496,8.9001,7.1459,8.1645,7.3734,7.0997,8.832,5.3438,6.3216,6.6219,7.267,5.6843,6.8858
LDHAL6A,-1.5105,-4.035,-6.5064,-6.5064,-9.9658,-6.5064,-4.6082,-9.9658,-4.6082,-5.5735,-9.9658,-9.9658,-6.5064,-6.5064,-0.7346,-6.5064,0.9493,-5.0116,-1.2481,1.5064,-5.0116,-9.9658,-4.2934,-9.9658,-5.5735,-3.816,-6.5064,-9.9658,-5.5735,-5.0116,-9.9658,-5.0116,-6.5064,-6.5064,-9.9658,-5.0116,-9.9658,-0.4921,-6.5064,-4.6082,0.9935,0.1903,-9.9658,-9.9658,-5.5735,2.0465,-9.9658,-3.0469,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-6.5064,-5.0116,-9.9658,-4.2934,-9.9658,-5.5735,-9.9658,-3.816,-9.9658,-5.0116,-9.9658,-5.5735,-6.5064,-3.816,-4.2934,-5.5735,-4.2934,-6.5064,-4.2934,-0.8339,-4.6082,-6.5064,-6.5064
LDHAL6B,-4.6082,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-4.6082,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-4.6082,-6.5064,-3.6259,-6.5064,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-5.5735,-5.5735,-9.9658,-9.9658,-5.5735,-9.9658,-6.5064,-5.5735,-9.9658,-3.458,-9.9658,-6.5064,-5.0116,-9.9658,-9.9658,-5.5735,-2.9324,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-6.5064,-6.5064,-6.5064
LDHB,7.6201,7.3432,7.4068,7.0583,8.2778,7.2857,7.885,7.6601,7.7593,7.3118,7.5361,8.0064,6.7552,4.5669,6.813,7.6653,7.5681,7.2292,7.8257,7.7598,6.9579,7.7871,7.2486,7.0612,7.2554,6.4298,8.1819,7.3677,7.5788,7.3909,6.5746,7.4515,7.7785,7.6849,7.7155,7.3577,7.5715,7.347,5.9593,6.4428,7.5053,6.7256,7.2489,7.6977,7.5927,7.5089,6.8376,7.6927,7.756,7.0842,7.5159,7.9361,7.6538,7.6824,7.5087,6.7271,6.7751,7.6562,6.9991,7.7913,7.128,7.1554,7.2414,6.9238,7.797,7.4501,7.439,7.1382,7.4939,7.959,7.0847,6.8407,6.6577,7.5422,7.3262,7.043
LDHC,-0.0425,-9.9658,-5.0116,-9.9658,1.2147,1.3567,-5.0116,-4.6082,-9.9658,-9.9658,-6.5064,-9.9658,-4.2934,-9.9658,-3.0469,-5.0116,-9.9658,-5.5735,-2.9324,-9.9658,-0.7108,-9.9658,-0.013,-9.9658,-9.9658,-9.9658,-2.5479,-9.9658,-9.9658,-4.6082,-9.9658,0.03,-4.6082,-0.8863,-9.9658,-3.3076,-3.3076,-0.9132,-0.4325,-4.6082,-9.9658,-2.9324,0.7321,-4.6082,-5.0116,-4.6082,-6.5064,-0.8339,-2.3884,-0.5756,-1.9942,-5.5735,-4.2934,-3.1714,-0.4521,-9.9658,-3.0469,-9.9658,-3.1714,-2.2447,-3.816,-4.035,-9.9658,-3.816,-1.9942,-9.9658,-4.035,-3.3076,-4.035,-9.9658,-9.9658,-1.1811,-0.5543,1.0222,-3.458,-2.8262
LEF1,1.816,1.8801,2.5804,0.5859,-0.0425,-0.8084,0.2642,1.2756,2.9224,0.7579,1.642,1.1447,-0.2328,1.2576,-0.9971,3.6254,0.7493,-0.3383,0.5271,1.3679,-0.0725,1.0007,1.2271,0.688,3.0411,-3.3076,2.2603,2.6019,-4.2934,2.3193,-1.3183,-1.7809,0.8883,0.8961,2.5561,2.1925,1.2934,2.5437,0.9191,2.0569,-0.3383,0.8327,-1.0862,2.0535,3.222,-0.4521,1.1577,1.2756,3.0074,0.9191,0.4761,2.376,0.517,0.7999,2.2051,0.03,0.2762,1.2756,2.2082,2.236,-1.8836,1.6374,0.0854,-0.1993,2.5313,1.3956,1.3283,0.2881,0.6332,2.6138,-1.5951,0.8726,1.0293,1.0503,-1.5951,0.9115
LEFTY1,-1.5105,-2.1779,-3.458,-9.9658,-2.114,-4.035,-1.9379,-3.816,-4.2934,-2.1779,0.0718,-2.5479,-0.9132,-1.4305,-2.6349,-0.9971,-4.035,-3.816,-4.035,-4.6082,-2.2447,-2.9324,0.0014,-0.8339,-5.5735,-1.1811,-1.4699,-9.9658,-4.6082,-1.9379,-2.4659,-2.8262,-2.3147,-1.7809,-1.1811,-3.1714,-1.6394,-3.6259,-4.2934,-5.0116,-4.6082,-2.7274,-4.6082,0.03,-0.8863,-2.7274,-2.2447,-2.7274,-2.6349,-2.8262,-2.1779,-0.4921,-2.3147,-9.9658,-2.0529,-2.6349,-1.5522,-3.1714,-2.4659,-2.6349,-3.458,-3.1714,-0.5332,-1.6394,-2.8262,-1.5951,-5.0116,-2.8262,-2.6349,-2.0529,-2.2447,-1.7322,-3.458,-2.9324,-2.6349,-3.1714
LEFTY2,-5.0116,-9.9658,-3.0469,-5.5735,-3.816,-6.5064,-6.5064,-9.9658,-1.0559,-2.2447,-3.458,-5.5735,-6.5064,-4.035,-9.9658,-6.5064,-5.5735,-5.5735,-4.2934,-4.2934,-9.9658,-6.5064,-5.0116,-9.9658,-5.5735,-9.9658,-6.5064,-3.458,-4.2934,-1.0262,-9.9658,-5.5735,-4.2934,-4.035,-4.6082,-3.6259,-1.8314,-2.3884,-6.5064,-4.035,-9.9658,-4.6082,-9.9658,-5.5735,-4.6082,-6.5064,-3.458,-3.1714,-2.114,-6.5064,-6.5064,-6.5064,-3.458,-4.035,-0.9971,-4.6082,-9.9658,-4.035,-6.5064,-1.5105,-5.5735,-6.5064,-4.6082,-5.0116,-0.3201,-3.6259,-1.9379,-6.5064,-5.0116,-2.0529,-9.9658,-5.0116,-2.7274,-3.6259,-3.1714,-6.5064
LEP,-6.5064,-6.5064,-6.5064,-9.9658,-5.0116,-6.5064,-6.5064,-6.5064,-1.6394,-6.5064,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-4.035,-6.5064,-5.0116,-6.5064,-6.5064,-9.9658,-6.5064,-6.5064,-5.0116,-9.9658,-9.9658,-9.9658,-3.1714,-5.5735,-3.6259,-9.9658,-6.5064,-6.5064,-9.9658,-5.5735,-9.9658,-9.9658,-6.5064,-4.6082,-9.9658,-6.5064,-5.5735,-4.6082,-9.9658,-0.1345,-2.3884,-0.6193,-9.9658,-6.5064,-2.8262,-4.2934,-5.0116,-6.5064,-3.6259,-6.5064,-6.5064,-6.5064,-6.5064,-4.6082,-9.9658,-9.9658,-9.9658,-6.5064,-5.0116,-6.5064,-6.5064,-5.5735,-9.9658,-9.9658,-9.9658,-4.6082,-3.3076,-6.5064
LEPR,1.4228,0.8082,0.3685,1.595,3.2781,2.1766,2.05,0.8647,0.6332,0.6332,-0.1345,-1.6394,-0.7346,-1.0262,1.1184,0.679,2.7205,0.605,1.3454,1.736,-0.1031,1.2209,1.8363,-0.5973,0.9419,2.9205,0.1257,2.0111,-2.7274,1.177,3.2856,1.2209,2.3592,2.2019,0.547,0.4016,-0.0725,0.03,1.1447,0.3573,1.7185,0.6969,1.2636,1.884,1.4859,1.2023,1.3846,0.9115,0.5069,0.6145,1.2576,0.4233,-0.1665,1.8643,0.7233,1.3225,1.0573,0.547,0.3115,4.5028,1.3623,-0.0877,2.4332,0.044,-0.1828,1.1512,0.2881,0.6145,1.0573,0.5271,0.044,1.6604,4.773,0.3231,0.537,0.5069
LFNG,6.0756,1.8564,2.3394,1.8201,4.5657,2.8361,2.7847,1.766,3.0654,0.7579,3.9571,2.9167,0.9568,5.6014,2.4883,3.7752,3.2944,1.1897,2.362,1.2023,3.6838,2.3077,2.5561,2.0946,4.7866,4.4067,2.8219,0.2029,-1.7809,1.6374,-1.4699,1.8762,1.177,1.3167,2.8994,2.5413,0.346,4.6882,2.8096,1.9377,0.0158,1.1833,1.4808,2.3649,2.7972,1.7954,2.4252,3.906,6.7646,1.7273,2.9432,2.9581,1.2394,0.9493,3.4424,2.4412,2.4035,1.0847,0.547,3.7171,0.2642,1.2455,1.0573,6.0995,3.5274,5.8953,2.9544,1.2455,2.2299,2.8117,3.7794,3.2959,3.0145,2.328,2.8936,2.2931
LGR4,0.8568,1.8683,0.2277,-0.2159,1.8564,1.1316,1.3846,0.1124,1.105,-0.1828,-0.0877,-0.6643,0.1257,4.3349,1.4859,0.8327,1.5902,0.24,1.5064,1.0079,1.5415,0.7233,0.5666,-0.1828,0.6517,-0.5543,-0.5973,-0.0574,1.2516,1.1447,1.0433,0.4865,0.0014,1.0503,-0.1504,2.59,-0.1031,0.9568,0.2522,0.7999,0.4657,0.3346,-1.0262,0.0718,0.2998,1.8282,0.434,0.9716,0.5568,0.9419,-0.013,0.3796,0.7146,0.2522,-0.2328,0.7321,1.3167,2.5112,0.8568,1.6649,1.4859,1.3735,1.8484,-0.8084,1.0293,0.6969,2.3193,1.4174,1.3109,1.105,0.517,0.7233,0.5763,1.5266,-0.3566,1.3791
LGR5,-5.5735,3.0002,-3.0469,0.3346,-2.6349,-1.8314,-6.5064,0.0014,0.9038,4.3772,-3.0469,1.4962,1.3283,2.4144,-1.3548,-3.0469,1.2455,-0.1828,-0.1345,0.058,-6.5064,-2.0529,0.1388,0.5568,1.1897,-6.5064,0.099,-5.0116,1.46,2.4035,1.7575,1.595,-1.5951,-0.8339,-0.8863,2.5634,3.6961,-2.6349,-2.6349,0.6969,-1.3921,1.1382,1.2455,-4.2934,-5.5735,1.4335,2.9747,0.688,0.7748,3.011,1.0847,-0.4131,-0.2845,3.838,-3.458,0.4552,0.1257,-1.5951,3.4102,-3.816,1.4911,2.982,-2.4659,0.9642,0.6517,1.8564,1.3901,1.8918,0.7579,3.2205,1.6558,3.8621,-1.1172,0.6145,-1.3548,0.2277
LGR6,2.5188,-2.6349,-6.5064,-4.2934,-3.6259,-4.035,-2.5479,-2.8262,-5.5735,-2.2447,-0.8339,-4.035,-3.816,-3.0469,-3.6259,-6.5064,-2.7274,-4.2934,-5.0116,-5.5735,-6.5064,-2.2447,-2.3147,-2.114,-4.2934,-3.816,-4.035,-6.5064,-6.5064,-2.8262,-6.5064,-3.6259,-6.5064,-3.6259,-2.3884,-3.816,-5.0116,-3.816,-0.3201,-2.3147,-5.0116,-1.7809,-5.0116,-6.5064,-5.5735,-4.2934,-2.1779,-1.4699,-1.685,-2.1779,-3.6259,-4.2934,-1.9942,-5.0116,0.517,-2.8262,-3.3076,-4.6082,-3.3076,-3.0469,-3.816,-3.1714,-3.816,-3.816,-1.8314,-3.0469,-4.035,-3.1714,-2.8262,-2.5479,-5.5735,-3.1714,-1.7322,-2.114,-1.8836,-2.9324
LHB,-9.9658,-4.035,-2.5479,-9.9658,-9.9658,-9.9658,-9.9658,-3.3076,-9.9658,-9.9658,-2.8262,-4.035,-9.9658,-1.7322,-4.035,-2.6349,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-3.1714,-2.1779,-2.2447,-9.9658,-9.9658,-3.0469,-3.3076,-4.6082,-9.9658,-9.9658,-3.0469,-9.9658,-2.4659,-9.9658,-4.035,-9.9658,-4.2934,-4.2934,-4.035,0.4865,-3.458,-9.9658,-4.035,-9.9658,-4.035,-1.3183,-2.5479,-3.0469,-9.9658,-4.2934,-2.3884,-2.1779,-1.5522,0.547,-9.9658,-3.816,-9.9658,-3.1714,-9.9658,-2.3884,-4.035,-1.1488,-9.9658,-2.114,-1.3183,-9.9658,-3.0469,-9.9658,-9.9658,-9.9658,-4.2934,-2.4659,-9.9658,-9.9658
LHCGR,-0.1504,1.0222,-5.5735,-9.9658,1.8524,1.3623,-3.1714,0.1124,-9.9658,-9.9658,-3.816,-6.5064,-0.8339,-4.2934,2.2482,-5.5735,-0.6193,0.2277,1.2756,-2.8262,0.6969,-3.458,-5.0116,0.058,0.9038,-6.5064,-4.6082,-9.9658,-6.5064,-2.3884,1.0642,-1.1811,-6.5064,2.8955,-2.3884,-1.0262,-6.5064,-3.3076,-9.9658,0.7058,1.6964,1.5563,-3.1714,-6.5064,-5.0116,-1.1488,-1.6394,-3.0469,-6.5064,0.9568,-5.0116,-3.3076,-0.5332,-9.9658,-4.035,0.0158,2.0742,-9.9658,1.7954,-1.1488,1.2455,-0.7588,-1.0862,-1.4699,-4.035,-5.5735,-9.9658,-1.0559,-0.5125,-5.5735,-1.0262,-2.9324,-0.0277,-0.8339,-2.7274,-2.2447
LIF,-0.5332,-1.1811,0.8805,-4.2934,-5.0116,-4.6082,-2.6349,2.6278,2.4571,-2.9324,-2.4659,0.2522,-3.3076,-2.7274,-1.6394,-0.2498,-1.7322,1.787,-2.6349,0.044,-2.5479,-3.816,-1.6394,1.4281,5.0764,-6.5064,0.2154,-4.2934,-9.9658,-1.5522,-9.9658,-0.1504,-4.6082,-4.2934,-2.3884,-2.3147,-5.0116,-2.0529,2.3251,-2.5479,-2.0529,2.5388,2.3479,-3.0469,-2.3884,0.6239,-6.5064,5.6775,-0.7834,-2.114,-2.7274,0.7493,-1.5105,-2.2447,-4.6082,-2.9324,-1.8836,-2.5479,3.2018,-0.8599,-2.8262,-0.4521,-4.035,-3.1714,-3.816,-1.8314,-0.4521,-4.035,-2.7274,-2.6349,-5.0116,-3.6259,0.3685,-1.2481,-4.035,-4.035
LIFR,3.0842,2.4171,1.4652,1.1117,3.3017,1.9638,3.1556,2.05,2.3479,2.59,1.2992,0.7407,1.1641,2.7379,2.5707,1.2209,2.5338,2.2051,2.2813,1.9749,1.7141,2.0395,2.8877,1.2271,1.6466,-0.1187,1.2934,2.1411,2.3451,2.128,2.0076,1.9638,2.4279,2.6533,1.674,2.2543,1.7617,0.7321,2.05,1.736,2.6185,1.8957,1.3901,1.6604,1.0779,2.108,1.7744,1.5316,1.2085,1.412,1.7575,1.7617,1.7702,1.5415,2.0254,1.5514,2.96,3.7919,1.4494,1.7403,3.0127,2.0254,2.5036,1.8564,0.4447,2.3251,2.2573,2.0604,2.4857,3.2174,2.7508,4.5299,2.2082,2.7615,1.5013,1.7446
