gene_name,TCGA-A4-7288-01,TCGA-A4-7583-01,TCGA-A4-7584-01,TCGA-A4-7585-01,TCGA-A4-7734-01,TCGA-A4-7915-01,TCGA-A4-7997-01,TCGA-A4-8098-01,TCGA-A4-8311-01,TCGA-A4-8517-01,TCGA-A4-8630-01,TCGA-A4-A57E-01,TCGA-AL-3472-01,TCGA-AL-3473-01,TCGA-AL-7173-01,TCGA-B1-5398-01,TCGA-B1-7332-01,TCGA-B1-A47M-01,TCGA-B1-A47N-01,TCGA-B1-A654-01,TCGA-B1-A657-01,TCGA-B3-8121-01,TCGA-B9-5155-01,TCGA-B9-5156-01,TCGA-B9-7268-01,TCGA-B9-A44B-01,TCGA-B9-A5W7-01,TCGA-B9-A5W8-01,TCGA-B9-A5W9-01,TCGA-B9-A69E-01,TCGA-BQ-5875-01,TCGA-BQ-5877-01,TCGA-BQ-5878-01,TCGA-BQ-5879-01,TCGA-BQ-5880-01,TCGA-BQ-5881-01,TCGA-BQ-5882-01,TCGA-BQ-5883-01,TCGA-BQ-5885-01,TCGA-BQ-5887-01,TCGA-BQ-5888-01,TCGA-BQ-5889-01,TCGA-BQ-5890-01,TCGA-BQ-5891-01,TCGA-BQ-5892-01,TCGA-BQ-5893-01,TCGA-BQ-5894-01,TCGA-BQ-7044-01,TCGA-BQ-7046-01,TCGA-BQ-7048-01,TCGA-BQ-7050-01,TCGA-BQ-7051-01,TCGA-BQ-7053-01,TCGA-BQ-7055-01,TCGA-BQ-7058-01,TCGA-BQ-7059-01,TCGA-BQ-7060-01,TCGA-BQ-7061-01,TCGA-BQ-7062-01,TCGA-DW-5560-01,TCGA-DW-5561-01,TCGA-DW-7834-01,TCGA-DW-7837-01,TCGA-DW-7838-01,TCGA-DW-7839-01,TCGA-DW-7840-01,TCGA-DW-7841-01,TCGA-DW-7842-01,TCGA-DW-7963-01,TCGA-DZ-6131-01,TCGA-DZ-6132-01,TCGA-DZ-6133-01,TCGA-DZ-6134-01,TCGA-DZ-6135-01,TCGA-EV-5901-01,TCGA-EV-5902-01,TCGA-EV-5903-01,TCGA-F9-A4JJ-01,TCGA-G7-6789-01,TCGA-G7-6790-01,TCGA-G7-6792-01,TCGA-G7-6793-01,TCGA-G7-6795-01,TCGA-G7-6796-01,TCGA-G7-6797-01,TCGA-G7-7501-01,TCGA-G7-7502-01,TCGA-G7-A4TM-01,TCGA-GL-6846-01,TCGA-GL-7773-01,TCGA-GL-7966-01,TCGA-GL-8500-01,TCGA-GL-A4EM-01,TCGA-GL-A59R-01,TCGA-HE-7128-01,TCGA-HE-7129-01,TCGA-HE-A5NF-01,TCGA-HE-A5NH-01,TCGA-HE-A5NI-01,TCGA-HE-A5NJ-01,TCGA-HE-A5NL-01,TCGA-IA-A40U-01,TCGA-IA-A40X-01,TCGA-IA-A40Y-01,TCGA-IZ-8195-01,TCGA-IZ-8196-01,TCGA-IZ-A6M8-01,TCGA-J7-6720-01,TCGA-J7-8537-01,TCGA-KV-A6GD-01,TCGA-KV-A6GE-01,TCGA-MH-A55Z-01,TCGA-MH-A560-01,TCGA-MH-A562-01,TCGA-P4-A5E6-01,TCGA-P4-A5E7-01,TCGA-P4-A5E8-01,TCGA-P4-A5EA-01,TCGA-P4-A5EB-01,TCGA-P4-A5ED-01,TCGA-PJ-A5Z8-01,TCGA-PJ-A5Z9-01,TCGA-Q2-A5QZ-01
CACNB3,2.7784,3.6113,4.2001,1.5563,4.696,3.3379,4.3234,4.4608,4.773,3.4358,4.2892,1.0711,5.5598,2.1988,5.4053,1.1833,3.9965,5.4152,6.0442,6.2194,4.2381,3.4583,4.3944,3.6861,4.4549,3.2973,3.9663,3.2143,4.3841,2.167,2.7551,3.6748,3.4622,3.8167,2.7444,2.694,2.2082,2.2113,4.8846,2.2663,5.0352,4.0816,1.6374,3.6532,2.4649,3.8441,4.5534,3.8269,3.0358,1.8643,2.5462,3.3952,1.6281,2.6533,0.9935,3.2587,2.9013,2.9674,3.6382,5.9524,4.8405,4.1652,3.7688,1.9149,4.1285,5.1744,4.2736,4.5374,2.7161,0.7748,3.9166,4.6994,3.0056,3.6405,4.3709,3.7888,4.0705,4.8724,3.9337,2.7784,3.1733,4.5117,5.4175,4.8223,4.287,3.4661,3.8561,5.138,4.7955,4.3399,3.3134,3.9801,2.3564,4.6531,3.1162,4.4745,2.8877,4.0892,4.4667,5.6795,3.6474,5.4686,2.945,5.6691,2.876,4.504,3.8044,3.7443,2.3164,3.0859,4.6485,5.7426,4.0269,6.3546,4.1482,3.6928,3.3076,5.1367,3.5362,4.3944,4.0816,4.2825,4.2691
CACNB4,-4.6082,-0.8084,-4.2934,-2.5479,-1.8314,-4.035,-1.2481,-2.114,-3.458,-4.035,-2.7274,-2.3884,-2.7274,-2.9324,-1.3548,-6.5064,-5.0116,-4.2934,-2.1779,-3.6259,-2.3884,-1.8314,-4.6082,-4.2934,-4.2934,-4.2934,-3.6259,-3.0469,-1.2481,-2.7274,1.7097,-1.7322,-3.0469,-5.5735,-3.3076,-4.6082,-4.035,1.9638,-1.9942,-1.3921,-2.2447,-2.114,-3.816,-2.8262,-3.1714,-0.6873,-0.2845,-5.0116,-4.035,-2.8262,-3.0469,-4.2934,-1.8836,-0.2845,-6.5064,-3.3076,-3.1714,-2.8262,-3.3076,-1.9942,-0.8599,-3.1714,-3.1714,-3.1714,-3.816,-3.3076,-1.9942,-2.7274,-6.5064,1.412,-1.8836,-2.9324,-2.8262,-1.9379,-3.3076,-3.816,-2.9324,0.6425,-2.1779,-3.458,-2.3147,-0.0425,-1.9379,-2.8262,-2.0529,-4.2934,-2.7274,-3.3076,-3.6259,-2.114,-2.1779,-0.7588,-3.458,-2.5479,-1.3183,-1.6394,-1.2481,-2.7274,-2.1779,-0.5125,-3.1714,0.3115,-4.6082,-1.2142,-2.5479,-2.6349,-3.6259,-4.2934,-3.458,-3.6259,-2.4659,-3.458,-1.9379,-1.9942,-3.458,-1.3183,-2.5479,-3.458,-4.2934,-3.1714,1.1316,-2.3147,-5.0116
CACNG1,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-4.6082,-9.9658,-4.035,-5.0116,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-2.0529,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.1714
CACNG2,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-6.5064,-5.5735,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-1.3183,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-0.7834,-9.9658,-9.9658,-9.9658,-9.9658
CACNG3,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-3.458,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.1714,-6.5064,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-5.0116,-9.9658,-5.0116,-6.5064,-9.9658,-9.9658
CACNG4,-5.5735,-4.6082,-6.5064,-6.5064,-2.6349,-9.9658,-6.5064,-5.0116,-5.5735,-6.5064,-9.9658,-4.035,-2.4659,-9.9658,-4.2934,-6.5064,-9.9658,-4.6082,-4.6082,-3.3076,-9.9658,-4.6082,-4.2934,-6.5064,-9.9658,-4.6082,-9.9658,-5.5735,-2.3884,-6.5064,-5.5735,-5.0116,-1.2828,-6.5064,-6.5064,-9.9658,-3.816,-9.9658,-1.5105,-4.6082,-2.9324,-1.685,-3.816,-2.6349,-6.5064,-3.6259,-5.0116,-4.035,-5.5735,-3.6259,-6.5064,-6.5064,-5.5735,-6.5064,-2.5479,-9.9658,-9.9658,-2.4659,-6.5064,-0.6873,-4.035,-4.6082,-4.6082,-9.9658,2.7508,-6.5064,-9.9658,-5.0116,-9.9658,-5.0116,-9.9658,-4.2934,-2.6349,-5.5735,-3.1714,-0.1993,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-4.6082,-9.9658,-2.5479,-4.2934,-2.1779,-4.6082,-2.0529,-5.5735,-3.3076,-5.5735,-6.5064,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-2.9324,-6.5064,-6.5064,-9.9658,-1.9942,-4.2934,-6.5064,-6.5064,-9.9658,-6.5064,-5.0116,-6.5064,-6.5064,-4.035,-3.458,-6.5064,-3.0469,-9.9658,-9.9658,-5.5735,-2.8262,-4.2934,-9.9658,-4.035
CACNG5,-1.5951,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-2.9324,-5.5735,-5.5735,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-4.6082,-9.9658,-6.5064,-3.458,-4.035,-2.7274,-9.9658,-9.9658,-5.5735,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-1.8836,-1.3548,-3.1714,-9.9658,-9.9658,-5.5735,-4.2934,-9.9658,-9.9658,-1.9942,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-2.4659,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658,-2.1779,-4.6082,-6.5064,-9.9658,0.03,-9.9658,-9.9658,-9.9658,-2.9324,-9.9658,-9.9658,-9.9658,-9.9658,-2.8262,-5.0116,-9.9658,-9.9658,-4.035,-5.0116,-9.9658,-5.5735,-9.9658,-9.9658,-5.0116,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658
CACNG6,-5.0116,-5.0116,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-0.9406,-3.458,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-2.8262,-3.3076,-5.0116,-9.9658,-4.035,-3.6259,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-1.5951,-6.5064,-5.0116,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-5.0116,-6.5064,-4.6082,-9.9658,-2.2447,-6.5064,-9.9658,-6.5064,-3.816,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-3.0469,-6.5064,-9.9658,-9.9658,-3.0469,-4.6082,-3.3076,-9.9658,-4.6082,-9.9658,-6.5064,-6.5064,-3.6259,-9.9658,-4.2934,-9.9658,-9.9658,-1.5522,-9.9658,-5.5735,-9.9658,-9.9658,-2.114,-4.2934,-9.9658,-2.3147,-9.9658,-9.9658,-6.5064,-4.6082,-9.9658,0.434,-9.9658,-1.7322,-2.8262,-5.0116,-3.458,2.2268,-9.9658,-6.5064,-9.9658,-9.9658,-5.5735,-9.9658,-5.0116,-9.9658,2.8219,-9.9658,-9.9658,-9.9658,2.1798,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-6.5064,-9.9658,-6.5064,-5.0116,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-3.3076,-9.9658,-9.9658
CACNG7,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-3.458,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-6.5064,-4.6082,-6.5064,-9.9658,-5.5735,-6.5064,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-2.9324,-1.9379,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-5.0116,-5.5735,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-5.0116,-6.5064,-9.9658,-9.9658,-6.5064,-5.5735,-9.9658,-5.5735,-6.5064,-4.6082,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-3.458,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
CACNG8,-5.0116,-5.5735,-9.9658,-9.9658,-6.5064,-2.9324,-9.9658,-5.0116,-5.0116,-9.9658,-6.5064,-6.5064,-6.5064,-9.9658,-6.5064,-6.5064,-5.5735,-6.5064,-6.5064,-6.5064,-6.5064,-3.6259,-6.5064,-9.9658,-6.5064,-6.5064,-5.5735,-9.9658,-4.2934,-5.0116,-9.9658,-6.5064,-6.5064,-3.3076,-6.5064,-6.5064,-6.5064,-9.9658,-6.5064,-3.3076,-4.2934,-6.5064,-6.5064,-5.5735,-5.0116,-6.5064,-1.2142,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-6.5064,-6.5064,-5.0116,-5.0116,-4.6082,-5.5735,-9.9658,-4.2934,-5.0116,-6.5064,-6.5064,-9.9658,-6.5064,-5.0116,-6.5064,-5.5735,-9.9658,-6.5064,-9.9658,-9.9658,-2.3147,-5.5735,-5.0116,-3.3076,-9.9658,-5.5735,-3.6259,-6.5064,-6.5064,-4.2934,-5.5735,-5.5735,-4.2934,-5.0116,-5.5735,1.2394,-9.9658,-9.9658,-5.5735,-5.5735,-5.0116,-9.9658,-5.5735,-9.9658,-2.2447,-6.5064,-5.5735,-6.5064,-3.458,-5.5735,-9.9658,-6.5064,-5.5735,-4.6082,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-5.5735,-4.6082,-5.0116,-9.9658,-4.6082,-6.5064,-6.5064,-4.2934
CACYBP,5.4239,4.7945,5.3158,5.6747,5.1031,5.9175,5.8846,5.789,4.6265,5.0365,5.0326,5.4568,4.1458,5.7361,4.9041,4.6006,5.2032,4.6242,3.3047,3.837,5.2142,5.1123,5.5844,5.4443,5.1918,3.2796,5.0837,4.6679,5.562,4.9878,5.3678,5.6194,5.3115,5.6565,5.4101,3.6382,5.4516,5.1514,4.9814,5.3548,4.3513,4.6277,6.1938,6.6394,5.3844,6.6724,5.6023,5.4323,5.0313,5.064,4.7804,5.7586,5.0773,4.918,4.3611,4.8987,5.3144,4.9486,5.037,3.4116,3.9346,4.6531,5.3927,5.0063,5.166,4.2855,4.5669,5.2525,4.2266,5.0955,5.2476,4.9538,5.0104,5.3417,5.0892,5.3796,5.3377,6.5244,4.7388,5.3277,5.1792,5.8836,2.6208,4.3944,4.1302,5.9108,5.1252,4.7005,5.0653,4.7945,5.9709,5.2754,4.7027,5.0184,5.104,5.382,5.1603,5.23,3.6555,4.4615,4.6053,5.0036,5.1469,6.4632,4.864,5.0343,4.7181,5.3045,6.3018,4.5796,4.3751,4.3639,5.1006,3.9012,4.1844,5.3002,5.5592,4.8136,5.4286,2.3164,4.6888,5.1264,4.7507
CALM1,7.521,6.6251,7.3083,7.456,7.7163,7.3162,7.5629,5.8575,6.9902,6.9204,7.4852,7.2593,6.7123,6.7577,6.4017,6.8411,7.3496,7.5356,6.6774,7.1264,7.7798,6.9446,7.6536,7.582,7.7347,6.6705,7.6799,6.477,7.7554,6.7545,6.8039,7.1862,8.455,7.5838,6.51,6.4443,7.5991,6.8464,6.794,7.6989,5.9213,7.1864,7.0591,6.3171,8.0057,7.2124,7.6342,7.4675,6.7856,7.0287,6.7458,8.8748,6.4825,6.5529,6.8157,7.3289,6.9664,6.9907,7.437,6.2713,7.0307,7.6049,8.0154,7.9353,7.8445,6.6496,7.5419,7.24,6.8823,6.9157,6.5732,8.009,7.3687,7.5339,7.4201,7.2493,7.2933,5.9253,6.1156,7.408,7.7543,6.4492,6.0244,6.5814,7.8316,7.2483,7.2967,7.0993,6.9098,7.3631,7.4179,6.7858,6.3894,7.1558,7.21,7.4868,6.9073,7.4724,6.5756,6.5061,7.4797,6.35,7.0508,6.7573,5.9862,7.2197,6.8656,7.6885,8.1743,7.1967,7.6379,7.2951,6.7602,7.1295,7.521,7.1229,7.3345,7.1933,8.6247,6.1565,6.3778,7.6491,6.5475
CALM2,8.2108,8.5555,8.6852,8.0196,8.9884,8.4974,8.8617,8.2448,7.8151,8.1754,8.2361,6.7598,8.7112,9.3583,8.6058,7.9849,9.1878,8.2932,8.2253,8.5396,8.2863,8.1611,8.8237,8.2361,8.4872,7.9742,8.6399,8.7029,8.4521,8.1261,7.8359,8.1791,7.9793,8.404,7.5623,7.1106,7.9098,8.3897,7.619,7.984,8.1516,8.4171,7.6765,7.9493,8.0368,8.6831,8.7111,8.2082,8.1073,8.3264,7.697,7.8754,7.703,8.6373,6.8125,8.1099,7.9083,7.5558,8.3516,7.9554,8.6995,9.0253,8.8675,8.8886,9.3758,8.42,8.5258,8.897,7.8526,7.627,8.3213,8.4739,7.9974,8.4897,8.4151,8.488,8.4008,8.4921,7.8043,8.3804,8.0235,8.1311,7.9734,8.1256,8.5887,8.5997,8.4644,8.5934,7.8325,8.8071,8.7357,8.8472,7.4665,8.7196,8.2061,8.5936,8.2728,8.658,8.1197,8.3117,7.9633,8.8189,7.7456,8.9647,7.7875,8.5785,8.4785,8.8116,8.5703,8.7555,8.7328,8.3728,8.3015,8.3956,8.1266,8.7294,8.2969,8.7124,8.2593,8.3265,8.5619,9.1161,8.1828
CALM3,7.3793,7.3231,6.4413,7.326,6.7655,7.6851,7.394,6.7381,6.0687,6.5498,6.9059,7.054,5.8944,7.9485,6.6607,7.6208,7.1608,6.7418,5.3965,6.9697,7.1256,7.0925,6.858,7.2956,6.9563,6.8966,6.9575,7.2204,6.6626,7.3232,7.3218,7.4463,7.2704,7.739,7.1248,6.7772,7.5926,6.7658,5.9768,6.6679,6.0286,6.9788,7.5144,7.406,7.8583,6.7268,7.5859,7.2462,7.4274,6.4842,7.5655,7.1402,7.1887,7.7147,6.0182,7.6662,6.7704,7.6248,7.4723,5.5964,6.218,6.7569,6.7232,7.0397,7.1687,6.4688,6.5534,6.6044,6.3005,7.613,7.4059,7.2008,7.2474,7.3807,7.1757,7.1676,6.734,6.5154,6.5471,7.2001,7.5234,7.2016,6.0734,6.9342,6.9383,8.3516,6.7799,6.5247,6.8494,7.1641,7.0637,7.3754,7.0968,6.6676,8.0565,6.7745,7.5215,6.7323,5.8377,6.1349,6.7759,6.6612,7.7837,6.4521,6.3707,6.5016,7.3698,6.6196,8.4243,7.266,6.1857,6.1693,7.1192,6.4637,7.4153,6.5149,7.1355,6.6257,7.8174,6.0363,6.9363,6.9598,7.9741
CALML3,-6.5064,-4.2934,-2.5479,-5.5735,-5.5735,-9.9658,-3.458,-3.0469,-3.816,-3.6259,-6.5064,-6.5064,-4.2934,-4.6082,-2.6349,-9.9658,-4.6082,-4.6082,-4.035,-6.5064,-5.5735,-9.9658,-2.1779,-3.816,-6.5064,-6.5064,-6.5064,-4.2934,-9.9658,-6.5064,-9.9658,-9.9658,-5.0116,-5.0116,-5.5735,-6.5064,-9.9658,-4.6082,-4.6082,-9.9658,-4.2934,-4.6082,-6.5064,-4.035,-3.816,-4.6082,-5.0116,-6.5064,-5.0116,-5.5735,-6.5064,-6.5064,-9.9658,-0.8599,-9.9658,-4.6082,-5.5735,-9.9658,-6.5064,-1.4699,-5.0116,-6.5064,-4.035,-9.9658,-1.2481,-4.6082,-3.816,-5.5735,-5.0116,-6.5064,-5.0116,-3.816,-5.5735,-5.0116,-9.9658,-5.5735,-3.816,-1.9942,-9.9658,-9.9658,-5.0116,-9.9658,-3.6259,-1.1172,-1.9942,-6.5064,-5.5735,-5.5735,-3.1714,-9.9658,-6.5064,-3.6259,-2.8262,-4.6082,-5.5735,-4.2934,-6.5064,-4.6082,-2.2447,-5.0116,-4.6082,-2.2447,-3.3076,-6.5064,-6.5064,-6.5064,-6.5064,-5.5735,-9.9658,-5.5735,-3.458,-2.7274,-5.5735,-2.9324,-4.6082,-4.035,-9.9658,-9.9658,-2.3147,-6.5064,-9.9658,-3.816,-6.5064
CALML4,5.4903,3.5486,4.3618,4.4357,3.449,1.884,4.5503,4.026,4.182,3.5249,4.7613,4.5117,4.1368,5.7337,4.3814,2.3394,5.0063,5.3327,5.5543,5.2087,5.0361,3.4674,5.1863,4.3378,4.6124,4.7404,5.0579,3.8401,3.1939,3.5387,3.027,3.866,3.7464,1.2147,4.7055,4.3191,3.1892,1.6964,5.6329,0.9568,2.183,3.7635,6.0717,4.4823,5.3406,1.9226,1.8484,4.8934,4.2958,1.8078,3.3206,4.8079,3.4264,0.2642,4.9336,3.7971,3.637,4.3965,4.4013,4.2327,4.696,5.0833,4.9486,4.4033,3.7182,4.4061,4.5928,4.7104,4.6265,3.5994,3.2481,4.9327,3.9223,4.2064,2.4753,4.4156,4.0082,1.4808,2.3366,4.6387,3.9645,2.108,4.3986,3.9709,4.4203,5.1115,5.101,4.7291,5.2087,1.334,0.8805,5.1465,2.3451,4.435,3.4958,4.1211,3.1311,4.5009,4.6742,4.5466,4.2563,4.327,4.2472,4.3263,3.2692,4.2563,4.3263,5.1627,4.0383,4.3406,5.5317,5.8276,4.1482,5.3951,5.0743,2.7292,3.0757,2.7636,4.943,4.5148,2.8096,5.7798,5.3466
CALML5,-2.8262,-4.2934,-9.9658,-9.9658,-0.5543,-9.9658,-9.9658,-5.0116,-4.6082,-9.9658,-9.9658,-9.9658,-5.5735,-5.5735,-9.9658,-5.5735,-9.9658,-2.2447,-2.8262,-9.9658,-9.9658,-9.9658,-3.0469,-9.9658,-9.9658,-3.0469,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-4.035,-9.9658,-5.5735,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,1.6234,-5.5735,-9.9658,-9.9658,-5.5735,-5.5735,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-1.7322,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,0.547,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
