gene_name,TCGA-BA-4074-01,TCGA-BA-4078-01,TCGA-BA-5149-01,TCGA-BA-5151-01,TCGA-BA-5152-01,TCGA-BA-5153-01,TCGA-BA-5555-01,TCGA-BA-5556-01,TCGA-BA-5559-01,TCGA-BA-6869-01,TCGA-BA-6870-01,TCGA-BA-6871-01,TCGA-BA-6872-01,TCGA-BA-6873-01,TCGA-BB-4217-01,TCGA-CN-4723-01,TCGA-CN-4725-01,TCGA-CN-4726-01,TCGA-CN-4728-01,TCGA-CN-4729-01,TCGA-CN-4730-01,TCGA-CN-4731-01,TCGA-CN-4733-01,TCGA-CN-4736-01,TCGA-CN-4737-01,TCGA-CN-4738-01,TCGA-CN-4740-01,TCGA-CN-4741-01,TCGA-CN-4742-01,TCGA-CN-5355-01,TCGA-CN-5356-01,TCGA-CN-5358-01,TCGA-CN-5360-01,TCGA-CN-5363-01,TCGA-CN-5364-01,TCGA-CN-5365-01,TCGA-CN-5366-01,TCGA-CN-5367-01,TCGA-CN-5369-01,TCGA-CN-5370-01,TCGA-CN-5373-01,TCGA-CN-5374-01,TCGA-CN-6010-01,TCGA-CN-6011-01,TCGA-CN-6013-01,TCGA-CN-6016-01,TCGA-CN-6017-01,TCGA-CN-6018-01,TCGA-CN-6019-01,TCGA-CN-6020-01,TCGA-CN-6021-01,TCGA-CN-6022-01,TCGA-CN-6023-01,TCGA-CN-6024-01,TCGA-CN-6988-01,TCGA-CN-6989-01,TCGA-CN-6992-01,TCGA-CN-6994-01,TCGA-CN-6995-01,TCGA-CN-6997-01,TCGA-CN-6998-01,TCGA-CQ-5323-01,TCGA-CQ-5324-01,TCGA-CQ-5325-01,TCGA-CQ-5329-01,TCGA-CQ-5330-01,TCGA-CQ-5331-01,TCGA-CQ-5332-01,TCGA-CQ-5334-01,TCGA-CQ-6218-01,TCGA-CQ-6220-01,TCGA-CQ-6224-01,TCGA-CQ-6225-01,TCGA-CQ-6227-01,TCGA-CQ-6228-01,TCGA-CQ-6229-01,TCGA-CQ-7065-01,TCGA-CQ-7068-01,TCGA-CV-5430-01,TCGA-CV-5432-01,TCGA-CV-5434-01,TCGA-CV-5436-01,TCGA-CV-5439-01,TCGA-CV-5440-01,TCGA-CV-5441-01,TCGA-CV-5442-01,TCGA-CV-5443-01,TCGA-CV-5444-01,TCGA-CV-5966-01,TCGA-CV-5970-01,TCGA-CV-5973-01,TCGA-CV-5976-01,TCGA-CV-5977-01,TCGA-CV-5978-01,TCGA-CV-5979-01,TCGA-CV-6003-01,TCGA-CV-6436-01,TCGA-CV-6441-01,TCGA-CV-6933-01,TCGA-CV-6934-01,TCGA-CV-6935-01,TCGA-CV-6936-01,TCGA-CV-6937-01,TCGA-CV-6938-01,TCGA-CV-6939-01,TCGA-CV-6940-01,TCGA-CV-6941-01,TCGA-CV-6942-01,TCGA-CV-6943-01,TCGA-CV-6945-01,TCGA-CV-6948-01,TCGA-CV-6950-01,TCGA-CV-6951-01,TCGA-CV-6952-01,TCGA-CV-6953-01,TCGA-CV-6954-01,TCGA-CV-6955-01,TCGA-CV-6956-01,TCGA-CV-6959-01,TCGA-CV-6960-01,TCGA-CV-6961-01,TCGA-CV-6962-01,TCGA-CV-7089-01,TCGA-CV-7090-01,TCGA-CV-7091-01,TCGA-CV-7095-01,TCGA-CV-7097-01,TCGA-CV-7099-01,TCGA-CV-7100-01,TCGA-CV-7101-01,TCGA-CV-7102-01,TCGA-CV-7103-01,TCGA-CV-7104-01,TCGA-CV-7177-01,TCGA-CV-7178-01,TCGA-CV-7180-01,TCGA-CV-7183-01,TCGA-CV-7235-01,TCGA-CV-7236-01,TCGA-CV-7238-01,TCGA-CV-7242-01,TCGA-CV-7243-01,TCGA-CV-7245-01,TCGA-CV-7247-01,TCGA-CV-7248-01,TCGA-CV-7250-01,TCGA-CV-7252-01,TCGA-CV-7253-01,TCGA-CV-7254-01,TCGA-CV-7255-01,TCGA-CV-7261-01,TCGA-CV-7263-01,TCGA-CV-7406-01,TCGA-CV-7407-01,TCGA-CV-7410-01,TCGA-CV-7411-01,TCGA-CV-7413-01,TCGA-CV-7414-01,TCGA-CV-7415-01,TCGA-CV-7416-01,TCGA-CV-7418-01,TCGA-CV-7421-01,TCGA-CV-7422-01,TCGA-CV-7423-01,TCGA-CV-7424-01,TCGA-CV-7427-01,TCGA-CV-7429-01,TCGA-CV-7430-01,TCGA-CV-7432-01,TCGA-CV-7433-01,TCGA-CV-7434-01,TCGA-CV-7435-01,TCGA-CV-7437-01,TCGA-CV-7438-01,TCGA-CV-7440-01,TCGA-CX-7085-01,TCGA-CX-7086-01,TCGA-CX-7219-01,TCGA-D6-6515-01,TCGA-D6-6516-01,TCGA-D6-6517-01,TCGA-D6-6823-01,TCGA-D6-6824-01,TCGA-D6-6825-01,TCGA-D6-6826-01,TCGA-DQ-7591-01,TCGA-IQ-7630-01,TCGA-IQ-7632-01
MAP3K6,2.9469,4.2877,5.0575,4.4713,3.9327,5.6094,4.5161,4.7088,4.9122,5.0579,5.0313,4.3986,4.8827,3.7421,4.2661,4.2936,4.0091,4.1036,4.1409,4.8615,3.3407,3.7529,3.7825,3.8218,5.3169,4.9612,4.0488,5.4067,4.66,4.1828,3.7667,4.499,4.2258,4.0471,4.166,4.8679,3.9421,4.9837,4.6537,3.7367,4.174,6.6511,4.3024,5.114,5.7706,4.4523,3.728,2.9432,3.3869,4.7236,3.1028,4.6416,2.6828,3.8481,4.3999,3.6254,3.7815,4.3681,3.8973,3.3521,4.6259,4.8345,4.8263,4.1458,3.9719,4.1764,4.1417,3.9819,4.986,4.447,4.3009,3.0842,4.8802,4.3917,2.6783,4.6439,5.7777,5.0036,4.1628,5.09,4.149,5.1635,4.5766,3.6509,4.504,6.6361,5.8632,5.1069,4.3541,4.1628,7.4784,4.6387,4.306,4.1907,4.7263,4.5922,6.6843,4.9486,4.0348,4.1119,3.074,4.6634,4.9658,4.443,5.4033,4.784,4.7033,4.8515,3.8915,4.9723,4.2404,4.3046,4.5826,3.8915,4.9672,4.5349,4.6159,4.3534,4.2312,5.138,4.8827,0.9343,5.153,4.7066,4.9928,3.8954,3.8002,5.3035,4.664,4.2495,5.3238,4.3896,3.6994,4.4443,4.6651,5.3848,3.8915,4.5608,4.5305,5.2582,5.1244,4.4496,2.824,5.1437,4.2533,5.1974,4.3126,4.5922,3.837,5.5653,1.5902,5.9948,4.4732,4.0918,4.5778,3.9965,4.8905,4.523,5.0943,4.3198,2.8361,3.7529,4.0935,4.538,4.7576,4.3958,2.77,2.5061,4.9007,4.2001,4.518,4.8973,4.2134,4.722,2.9984,3.8033,4.8881,4.9031,3.8002,3.6486,4.7334,4.579,3.833,3.6691,4.5583,5.7458,4.2404,4.4894
MAP3K7,3.1955,3.6669,3.5899,3.4609,2.826,3.7688,2.4198,2.7721,3.3264,2.6693,2.5804,3.4933,2.7161,3.483,3.4868,2.8602,3.1987,2.8137,2.8542,2.9262,3.3883,2.8641,2.9507,2.5112,3.3563,3.1876,2.6325,3.2158,3.3148,2.5876,3.1749,2.8936,3.831,2.8442,3.0961,2.5137,3.034,3.2343,3.1572,3.5633,2.651,3.6066,2.6647,3.1939,3.0092,2.7117,2.6783,3.3883,3.1604,2.9469,3.3966,4.0313,3.2282,3.2692,2.9013,3.2466,3.8054,2.5036,2.971,3.7635,3.2481,3.3814,3.1045,2.6783,2.7847,3.2511,3.1523,3.3828,3.5262,2.4675,3.5249,3.2557,3.1162,3.449,3.2988,3.3856,2.8819,3.0654,3.2617,3.3163,3.1011,3.0995,3.2466,2.8622,2.5238,3.5851,3.6838,3.0323,3.5187,3.2282,3.2018,3.3535,3.1475,3.5486,3.309,3.0706,2.036,2.2019,3.4752,3.0619,3.0287,3.1939,2.9205,3.2096,3.9031,3.5086,2.945,3.011,2.7742,2.872,3.4984,3.0181,3.2973,3.0252,2.3106,2.7826,2.3508,3.3745,3.4556,3.4997,3.4517,3.3773,2.8838,3.1261,3.2752,2.6395,3.5657,2.7095,3.4765,2.6805,3.0808,3.2647,3.1426,3.0654,3.0323,2.8916,2.3019,2.409,3.3321,3.5249,3.2236,3.0376,3.2481,3.0163,3.2647,3.0927,3.2359,2.3592,2.9243,3.8511,3.4251,3.2034,3.2526,3.1261,3.4116,2.5561,2.9875,3.3293,2.6873,2.9948,3.3549,3.1129,3.0287,3.2034,3.2405,3.0074,4.3793,3.5766,3.2677,2.7805,3.5682,3.0411,2.7314,3.3549,3.1908,2.9544,3.1797,3.728,3.1195,2.4597,3.3911,3.3703,3.242,3.3421,3.3563,3.1195,3.3393,3.29
MAP3K8,2.609,2.1247,2.2633,2.9338,2.8381,2.7951,2.7095,2.5036,2.5011,5.1696,2.0878,1.9675,1.7912,1.0363,2.296,2.4008,2.496,2.0912,2.7889,2.8661,1.5366,2.6371,2.6255,2.3816,1.9712,3.4304,3.2034,4.4945,3.3883,2.5238,2.0946,3.2662,2.7487,2.5011,3.0515,1.4808,0.6332,2.004,3.4075,3.3506,2.5112,3.1045,1.6875,2.183,3.6054,1.7097,3.3379,2.4623,3.6113,3.0893,4.4693,1.7185,1.8363,2.8916,4.0515,1.8444,2.8522,2.2019,2.0742,2.0878,2.4359,3.834,2.0604,2.3871,1.9188,2.2299,2.6138,3.5994,2.4117,2.6464,2.8402,0.8805,3.0145,2.4883,3.449,2.5313,1.5854,2.7465,3.1637,1.7786,2.5036,1.7489,3.1556,2.362,3.7453,4.2033,2.4675,1.7617,1.8282,2.6325,2.5112,1.3623,1.3679,2.3308,0.9268,1.949,2.1606,2.9032,2.7336,2.9032,1.4174,1.4652,2.1509,1.7489,4.2389,1.8404,2.6487,2.0254,2.0535,1.0711,1.6875,0.6969,2.8199,2.7465,3.0585,2.7205,2.9911,1.9931,2.2543,1.9302,2.1411,1.6512,3.29,1.2815,2.4518,2.1894,2.7615,3.8044,1.2516,2.8301,1.2636,1.7489,2.7594,2.3106,2.299,2.2051,2.2693,3.2158,2.296,2.3953,3.3689,0.5859,2.7357,1.125,1.8524,3.4075,0.8805,2.3898,3.1924,2.1862,3.074,2.167,4.2833,3.4061,2.676,2.5634,1.9111,0.8568,2.2206,2.1247,3.1475,3.2143,4.6588,1.7912,2.8301,3.9356,1.1897,3.868,1.2147,2.8661,1.7954,2.7615,1.2394,2.0638,1.9034,3.944,3.6195,3.3787,2.4465,2.7763,0.9268,1.884,2.7615,2.7742,2.7657,2.4883,2.2082,2.5363
MAP4K1,-1.0862,2.5112,0.044,1.2209,1.8683,2.8994,0.6969,2.9674,4.0445,1.177,2.0535,1.8801,0.2881,0.5271,4.533,2.1606,-1.8314,-2.0529,1.7995,0.8883,-0.4325,-0.0425,3.1637,2.0878,0.1124,1.6785,1.6374,1.4859,0.2881,1.0573,1.1447,3.1781,3.0533,0.8164,0.537,1.642,0.6608,0.3346,2.3649,1.614,1.4441,3.9515,1.8119,0.3346,2.7742,0.9493,3.5161,1.6234,2.0604,0.5666,1.7316,0.9419,3.1228,1.9749,0.8568,1.692,2.791,0.517,2.2391,0.4865,-0.4131,1.6695,-0.013,2.7847,0.7579,2.2113,2.036,0.7748,2.3564,0.2277,0.5568,0.7999,1.8683,1.5806,0.2998,1.3283,-2.4659,2.7763,2.3366,0.8327,2.945,1.4335,0.7999,-0.0574,3.0654,0.24,3.74,2.043,1.6964,0.1388,0.8164,-0.3201,-0.7346,1.9786,-0.5125,0.1257,2.8542,0.1519,0.6517,2.1444,0.099,1.4962,2.7117,1.7912,2.4439,0.3796,0.9268,3.1179,3.1062,0.7146,2.7805,0.1388,-0.5125,0.7321,1.3051,0.4125,1.3846,-4.035,0.6969,-2.3147,0.1257,1.4388,0.9268,1.0007,0.6517,0.3907,1.0573,1.2934,1.5709,2.0111,-0.1665,0.3685,0.547,-0.0877,1.8484,0.4967,-2.114,1.2875,0.346,2.8916,2.8936,-1.2481,0.058,-0.3752,3.0145,0.1388,-0.013,-0.2671,3.1245,-2.1779,0.679,1.6875,1.7489,1.6512,4.706,-0.4131,2.2268,0.5271,1.8524,-0.3752,2.4701,1.5266,1.105,-1.9942,2.1925,1.8282,0.5069,-0.8599,-2.3884,2.5413,-0.0277,0.5568,-0.1828,1.0222,-0.0877,2.6302,0.7493,1.3679,2.6624,1.1447,1.1316,1.3283,1.8683,2.2872,0.8883,3.3828,0.4761,0.058
MAP4K2,2.3106,4.1931,2.0673,2.3926,2.4439,3.2841,4.1724,2.727,2.7868,3.9728,4.1962,2.8661,5.2529,2.8502,4.4647,3.5022,3.2915,3.8085,3.1212,3.4102,3.6983,4.2404,3.074,3.773,3.7464,3.1971,3.1572,3.1749,4.1111,3.6578,3.0995,2.7931,2.7721,3.7094,3.5803,2.8542,3.0145,3.1491,2.409,3.0944,3.5287,3.6266,3.3814,4.3104,3.4075,3.4237,2.6715,2.561,3.4048,3.8925,3.0498,2.9544,4.0127,3.2267,3.0808,3.2297,3.7291,3.1278,2.1147,4.1061,1.8323,3.4143,1.9264,2.7139,3.5086,3.0092,2.3564,3.7752,3.2189,2.9618,2.9052,3.3003,4.3931,4.0225,3.5523,3.3435,3.837,3.0217,3.1924,3.4817,3.47,3.755,2.6895,4.0943,4.6809,2.3394,3.8935,3.3293,2.9948,3.7867,5.7905,4.235,2.3451,3.6578,4.3082,4.0357,3.027,3.4464,4.7361,3.1749,3.8798,5.2289,3.4143,2.2452,2.6371,3.991,3.7561,3.1507,2.7161,3.9746,3.9496,3.9617,4.4404,2.2663,2.5163,3.5815,2.7292,4.9156,3.8218,4.5448,2.9637,4.1907,2.2901,3.66,3.5073,3.928,2.3843,2.4571,3.5572,3.2049,3.3966,3.9728,2.9875,2.7763,3.9242,3.5473,2.7117,3.3577,3.2065,3.345,3.5262,3.652,3.9194,2.651,3.6589,3.8491,3.208,2.8178,3.4997,3.483,2.8219,3.0376,3.4075,2.4332,4.2609,2.4571,3.5559,2.6873,3.7614,4.0073,3.2236,3.6393,4.0653,4.0242,4.1425,2.4779,4.8704,1.7185,3.1442,3.1523,2.4518,2.6962,2.7161,3.2796,3.3307,2.7465,4.0401,3.6113,3.034,2.0673,4.359,4.048,2.5363,3.47,3.1278,3.0995,4.576,4.2119
MAP4K3,2.5011,3.4451,2.1541,2.9281,2.376,2.7889,3.1908,2.081,2.4623,2.1766,2.0569,2.3788,1.5854,2.1476,2.6255,2.6464,2.8502,2.2268,2.7139,2.0844,1.9638,2.1957,1.9264,2.4279,2.5707,2.7931,2.1766,2.5511,2.7826,2.6464,2.6395,2.4332,3.3336,2.6348,2.5011,1.7702,2.4171,2.7487,2.2082,2.7117,2.2237,2.9729,3.1377,2.0912,2.3451,2.2206,2.0707,2.4279,2.8117,2.7657,2.9747,2.6895,2.9052,2.6043,4.1788,3.0358,3.5791,3.1426,2.5011,3.6543,2.0076,2.6232,2.6278,2.1114,3.2856,2.77,2.2693,3.8729,2.3788,1.2756,2.2082,2.3048,3.0092,2.7826,3.1523,2.3981,2.4492,2.3871,3.4791,1.9226,2.7847,2.4117,2.1147,3.1876,2.4306,2.561,2.7868,2.4934,1.6045,2.5036,1.3225,2.685,2.2482,3.3521,2.6138,1.787,0.5666,2.5536,2.93,2.6918,2.7487,2.3816,2.7444,2.0742,3.4556,2.7205,3.1195,2.1574,2.05,1.7185,3.4034,3.3119,2.7931,2.1957,2.2051,2.7679,1.5612,2.9839,2.4117,2.7615,2.6067,3.4237,2.1378,2.5338,2.5213,2.1147,2.5363,2.2113,2.9765,2.7805,2.4753,3.0706,2.4386,2.8219,3.1228,2.2175,1.6466,2.874,2.4675,2.409,3.0944,2.3423,2.3423,2.5011,3.4398,3.4804,2.3451,2.909,2.7594,2.1957,3.5706,2.7117,2.9674,2.7336,2.2842,1.4704,2.2901,2.4571,2.0844,2.876,3.4971,3.1162,3.2389,2.5511,3.0498,2.409,3.6463,2.77,1.2934,1.9786,1.334,3.0463,3.3842,2.5188,2.5288,2.2051,2.8361,2.8819,2.578,2.4359,2.2603,2.676,2.9637,2.7292,3.4344,2.8381,2.5828,2.5828
MAP4K4,4.4203,5.3924,6.3183,6.0045,5.026,4.1417,5.6862,5.6874,4.2025,4.9612,5.5451,4.4122,6.0564,5.6332,5.4565,5.7032,6.1058,5.0379,5.1954,5.4893,5.6528,5.3013,4.844,4.8202,5.2754,6.2248,5.4138,5.353,6.3093,6.6785,6.0304,5.6085,5.2005,5.1823,5.5053,5.3082,5.8592,5.0888,5.4976,5.3392,5.1567,3.7105,5.4413,6.2392,4.9232,5.1647,5.322,5.7228,5.7793,5.8354,5.7455,6.0177,5.0374,5.5283,5.488,6.6172,5.5943,5.7252,4.8694,5.3548,6.1647,5.5283,5.88,5.1182,5.4912,5.6071,4.8876,5.5552,6.2825,5.1772,5.7522,5.5355,4.7571,6.0409,4.5217,5.4373,4.8689,5.1895,5.6619,6.2464,5.6857,5.2784,5.0457,5.3064,5.2423,4.3786,3.4156,5.2574,5.3737,5.7679,4.5766,5.7882,5.2323,5.5302,5.3893,5.0917,4.1011,3.6463,5.9867,5.3992,4.8778,4.9524,4.3169,5.0972,4.7236,6.3669,5.8225,5.0233,4.6645,5.2099,4.6826,5.8941,5.7648,5.3632,5.7132,4.2204,4.7285,5.5198,5.9937,5.6465,5.9362,5.2559,5.641,5.5738,4.7225,5.7236,5.6685,4.7887,5.3449,5.0286,6.5086,5.5999,5.1851,5.1416,5.5217,5.093,4.9218,4.8053,5.6159,5.3212,5.067,4.8465,5.5662,5.8245,4.9251,6.5273,5.4283,4.4344,5.1981,5.6874,6.4912,5.7533,5.0032,4.5528,5.1469,5.322,4.7613,4.4277,4.4476,5.504,4.6323,4.6118,5.6479,6.3941,5.3144,5.4948,6.6927,5.6809,5.7222,5.6413,5.8322,5.7814,5.17,5.4976,5.797,5.3712,5.823,6.6883,4.6944,5.3302,5.7983,5.7931,5.1934,6.0453,5.9653,3.8116,5.2821,5.5889
MAPK1,5.2773,5.8084,4.9454,5.8682,4.9801,5.7043,6.4899,5.6918,5.5583,4.3688,3.7898,4.0799,4.1772,6.5893,5.2502,5.6436,5.9284,5.8228,6.011,5.7536,5.846,5.5937,5.5668,5.2514,6.1075,5.6268,5.9739,5.4353,6.142,5.645,6.1208,5.2817,5.8824,5.4611,5.5075,3.8621,5.4182,5.0687,5.0264,4.7512,5.523,4.1002,5.9002,5.5148,4.8665,5.0721,5.0255,5.0255,5.2634,5.5512,5.5931,5.8304,4.9218,5.5958,5.4493,5.3948,5.8017,5.8048,4.1285,5.7038,5.0466,5.489,5.23,5.2161,5.444,5.1567,5.3016,6.4373,5.8873,4.7165,5.4954,5.172,4.4887,5.2612,5.5604,5.2064,3.4958,4.2427,5.6109,5.2817,5.6932,4.8033,5.0981,4.225,4.5596,5.0828,4.4816,4.7022,4.3184,5.7851,3.6335,5.096,4.2412,5.8035,5.131,4.2048,2.5536,3.9561,4.8095,4.9117,5.1974,4.6994,3.9393,4.6445,5.4456,5.3367,5.5732,3.623,5.2196,2.8897,4.7356,5.3169,4.5826,4.7651,4.846,4.4088,4.7751,5.3427,5.6637,5.6574,5.5952,4.9892,4.8758,6.0387,5.1094,5.425,5.5361,4.7318,5.5005,5.3572,5.5151,4.9901,5.5604,5.4989,5.4473,4.4437,4.8842,4.8435,5.5205,4.4887,5.2126,4.347,5.8125,5.2169,5.2847,5.2342,5.405,5.5598,5.3534,5.0299,5.2215,5.4767,5.517,4.9905,4.9631,4.5632,3.4907,4.6759,4.0064,5.7388,5.1639,5.841,5.6326,6.1094,4.2541,5.5522,5.0743,5.8299,4.9787,5.383,5.1186,5.8992,5.3491,4.8812,5.5438,5.4578,6.1777,6.2634,6.1797,5.3392,5.067,5.7101,5.5078,5.7474,5.8965,4.7263,3.9783,4.245
MAPK10,1.2209,2.3019,-2.5479,-0.4921,-1.5951,0.4761,0.9789,-1.1488,0.547,3.1717,2.3508,0.5069,-2.9324,-2.6349,2.0111,1.5415,1.0642,1.2875,1.3109,-0.1187,0.8164,3.3003,-1.2828,-0.7108,0.605,1.674,2.4571,1.3454,-0.2159,1.5514,1.2333,-0.2498,3.1261,-1.2142,3.5923,-1.685,1.0642,0.2642,-0.5125,1.8643,-1.0862,1.8604,2.4144,0.2881,-2.114,-1.685,-0.8339,-0.1031,0.0718,1.1706,0.346,0.7999,3.136,-0.6416,2.7139,1.9601,2.8936,1.949,-0.1665,-1.6394,-4.6082,-0.9971,3.3163,-2.3147,1.6187,-0.2845,-6.5064,1.3791,-2.114,1.6964,-0.2845,-1.1488,3.7105,0.5955,4.01,-0.3383,-0.2159,0.6425,2.1925,2.4492,2.5338,2.6602,-1.8314,2.8779,2.4332,-2.114,1.8484,-0.3201,0.4016,-0.8339,-1.2828,1.3397,-0.2498,0.1903,1.7141,-2.7274,-1.1488,1.2209,2.9243,0.6608,3.7475,-0.8863,1.4228,-1.7322,3.8208,3.1637,0.1388,-0.2498,0.547,1.9302,2.9071,0.3685,4.1531,0.9935,-1.9942,1.2455,2.7679,0.7233,1.1897,3.8896,0.4016,3.4398,1.0847,-2.3884,0.03,2.5413,-0.7588,2.5756,2.5437,2.2175,-0.1993,-0.4131,-0.3566,2.7073,2.1313,1.0573,-0.7834,-0.0877,0.2277,-0.6193,3.3047,-2.9324,3.3235,-0.2845,2.1702,1.9675,-0.9132,1.4704,3.4398,2.5462,2.8301,1.7912,0.03,-1.5105,1.3511,0.3115,-1.9379,3.3032,-0.2845,-0.7588,3.6905,2.2019,3.4933,-1.5522,3.3938,-1.2481,2.081,3.5035,3.0774,-0.4521,-3.1714,-0.8863,3.5535,1.0222,-0.5973,-0.4521,2.6232,-0.2328,-0.7834,-1.1811,1.5064,2.1925,2.6067,-3.816,1.4859,3.6172,-1.6394,1.1382
MAPK11,2.5137,3.2267,1.9749,2.2019,2.0076,2.5731,3.2389,2.3732,2.4359,2.0183,2.5061,2.0776,2.8916,1.4388,2.2482,2.2693,1.9895,1.7446,2.6043,2.4359,1.9712,1.8119,2.4701,2.5137,2.0111,1.9675,1.7617,2.3451,3.4384,2.4198,2.4908,2.5213,2.8381,0.9268,1.6785,2.6278,3.309,1.4441,2.5924,1.3283,1.7617,3.8541,2.4934,3.1717,1.5758,2.609,2.676,2.2391,2.5707,1.7229,2.0111,2.0218,1.7702,2.9205,2.4465,2.2019,1.7954,3.3787,1.9034,2.6783,0.688,2.6783,3.1765,2.0946,2.6533,2.3898,2.7029,3.325,2.3871,2.299,1.614,1.736,2.8442,2.7095,1.3956,1.5013,0.3231,3.506,1.4859,2.6715,2.7784,3.2158,1.6604,2.3816,1.5998,1.8762,2.9966,2.4831,2.4412,0.8805,0.9419,2.3564,1.4011,2.5137,1.642,2.7183,2.7551,3.1797,2.3981,2.233,3.0723,1.2576,3.2662,1.9895,2.1734,3.002,3.1458,3.1844,1.8201,2.236,0.4657,3.2557,2.9966,2.0254,3.2018,0.5763,0.8726,2.2603,2.0395,1.3791,2.5804,0.7233,2.7636,2.4359,1.595,2.5876,1.9377,2.233,3.2034,1.9111,2.6556,2.6208,1.1382,2.7007,2.6533,1.7912,1.9786,2.6208,2.8916,3.483,1.9264,2.2543,1.4911,2.7615,3.5237,2.5658,2.5852,1.3956,2.6255,1.8484,0.605,1.8524,2.3193,3.1797,2.8974,1.4652,2.0946,2.1345,2.1862,2.1114,2.5363,2.0254,1.614,2.5756,3.2662,2.0604,1.2147,0.4761,1.7575,1.8801,1.6187,2.5413,1.7185,2.8502,2.9432,2.2723,1.1184,2.753,2.1702,1.6327,2.876,3.716,2.7336,1.3225,3.3883,1.2085,1.7995,1.8363
MAPK12,4.7394,3.6703,1.5758,1.46,0.9115,2.2175,4.5091,1.2085,3.5387,2.7742,2.1925,2.6114,3.421,2.7051,3.1876,4.0696,2.2144,1.5013,2.8522,1.8683,2.8321,3.6417,2.9692,3.5959,2.1606,0.7493,3.1112,0.9642,3.4894,2.8701,3.1813,2.3106,3.0978,2.3366,2.7951,2.7051,3.6113,2.6302,0.9716,1.9188,1.6281,2.7487,4.4189,3.6748,0.8726,3.7204,4.9241,2.5707,2.9784,0.7146,2.3871,3.1797,3.6219,3.9534,2.4934,2.9765,2.4332,3.5706,2.3843,4.8002,1.0433,1.7575,3.1844,3.1781,3.1717,3.7259,1.9895,4.8375,2.5852,2.081,0.2277,2.3788,3.5994,3.9552,3.7667,2.3164,0.2522,2.4252,1.816,3.4958,3.794,3.6172,1.5661,4.551,3.4739,-2.3147,3.0234,3.4156,4.7071,1.0293,0.6145,3.4331,3.6054,4.0952,3.0723,4.4556,2.1114,3.5959,2.6185,2.9984,3.3364,2.7551,3.1112,1.2815,0.9343,4.1244,3.8269,3.1145,1.5165,2.9525,0.099,3.6532,3.3856,1.7702,1.7141,1.8683,-0.7346,3.7127,3.0145,3.9393,3.3605,1.6875,2.8462,3.4543,1.4174,2.7594,2.9394,1.8242,4.0304,1.7009,2.561,3.0893,2.9784,3.4116,3.2049,1.0711,0.7146,2.8137,2.4332,3.9041,3.4907,2.0776,1.5902,2.8799,4.5355,1.5854,1.8564,2.1541,4.1788,1.7786,1.2815,1.8722,3.2313,3.453,2.6043,0.1519,1.6604,1.9527,2.7636,2.6984,3.7127,2.8681,1.8996,2.1147,4.0816,1.0915,3.9127,1.7097,2.1509,2.7551,1.9264,3.2405,4.5723,3.5803,3.1844,2.3451,2.9338,2.8641,1.4228,0.9115,2.609,4.01,2.6232,2.3048,2.4225,0.7233,1.4281,1.5806
MAPK13,5.498,5.9393,3.9185,5.5744,4.0627,5.0764,6.9104,5.4983,4.5136,5.9301,5.436,5.4539,5.0233,3.4251,5.467,3.8944,5.193,6.6462,4.4686,5.8812,6.2557,5.95,3.9983,4.4047,5.2196,4.5958,5.3961,6.3171,5.3049,5.72,7.0639,4.858,6.1048,2.2813,5.1615,6.079,5.881,4.6177,5.4226,4.5199,5.8334,5.7877,5.3534,4.8709,5.605,3.0688,3.2677,3.9636,5.565,5.7463,6.7332,5.2323,5.0635,4.7038,5.9383,5.2873,6.4583,5.1942,6.4007,4.4088,5.8607,6.3183,5.8138,5.2612,4.7356,2.9032,6.9478,5.298,6.0409,5.5934,6.6391,2.0289,6.1204,4.8605,5.778,6.4351,5.4426,4.2427,6.3436,6.0043,4.7725,3.5572,5.7616,4.6854,6.3386,6.1106,4.3709,2.651,3.8269,5.7342,5.6209,4.8319,2.9747,4.865,3.7794,5.3331,4.844,4.2056,5.9589,4.2274,5.2227,6.1377,5.1502,5.0816,5.22,5.4568,5.7581,2.4908,4.8248,5.1268,4.4887,4.0357,5.0157,5.2188,6.0783,6.8643,6.5174,6.2139,4.8125,4.6634,4.5589,5.7626,5.4845,3.3925,5.7388,4.889,4.0884,4.5466,6.2101,5.1073,3.8054,5.3111,4.0225,6.0477,4.546,5.9345,6.6626,4.441,4.677,4.4951,5.5629,5.2902,5.5979,3.6759,5.3937,6.1717,5.5862,5.76,4.4874,4.4196,5.5687,5.542,6.2032,5.2064,5.3565,6.1845,5.5142,6.1316,5.1289,4.9575,5.168,4.8319,5.6846,4.9117,5.392,5.7905,1.9931,4.986,5.7981,5.1177,3.2205,5.3572,5.3555,3.9031,5.5635,5.0545,6.2424,3.7539,4.9635,5.8994,3.869,4.6759,4.9584,5.1647,3.9792,3.9194,4.3463,5.9757
