gene_name,TCGA-BA-4074-01,TCGA-BA-4078-01,TCGA-BA-5149-01,TCGA-BA-5151-01,TCGA-BA-5152-01,TCGA-BA-5153-01,TCGA-BA-5555-01,TCGA-BA-5556-01,TCGA-BA-5559-01,TCGA-BA-6869-01,TCGA-BA-6870-01,TCGA-BA-6871-01,TCGA-BA-6872-01,TCGA-BA-6873-01,TCGA-BB-4217-01,TCGA-CN-4723-01,TCGA-CN-4725-01,TCGA-CN-4726-01,TCGA-CN-4728-01,TCGA-CN-4729-01,TCGA-CN-4730-01,TCGA-CN-4731-01,TCGA-CN-4733-01,TCGA-CN-4736-01,TCGA-CN-4737-01,TCGA-CN-4738-01,TCGA-CN-4740-01,TCGA-CN-4741-01,TCGA-CN-4742-01,TCGA-CN-5355-01,TCGA-CN-5356-01,TCGA-CN-5358-01,TCGA-CN-5360-01,TCGA-CN-5363-01,TCGA-CN-5364-01,TCGA-CN-5365-01,TCGA-CN-5366-01,TCGA-CN-5367-01,TCGA-CN-5369-01,TCGA-CN-5370-01,TCGA-CN-5373-01,TCGA-CN-5374-01,TCGA-CN-6010-01,TCGA-CN-6011-01,TCGA-CN-6013-01,TCGA-CN-6016-01,TCGA-CN-6017-01,TCGA-CN-6018-01,TCGA-CN-6019-01,TCGA-CN-6020-01,TCGA-CN-6021-01,TCGA-CN-6022-01,TCGA-CN-6023-01,TCGA-CN-6024-01,TCGA-CN-6988-01,TCGA-CN-6989-01,TCGA-CN-6992-01,TCGA-CN-6994-01,TCGA-CN-6995-01,TCGA-CN-6997-01,TCGA-CN-6998-01,TCGA-CQ-5323-01,TCGA-CQ-5324-01,TCGA-CQ-5325-01,TCGA-CQ-5329-01,TCGA-CQ-5330-01,TCGA-CQ-5331-01,TCGA-CQ-5332-01,TCGA-CQ-5334-01,TCGA-CQ-6218-01,TCGA-CQ-6220-01,TCGA-CQ-6224-01,TCGA-CQ-6225-01,TCGA-CQ-6227-01,TCGA-CQ-6228-01,TCGA-CQ-6229-01,TCGA-CQ-7065-01,TCGA-CQ-7068-01,TCGA-CV-5430-01,TCGA-CV-5432-01,TCGA-CV-5434-01,TCGA-CV-5436-01,TCGA-CV-5439-01,TCGA-CV-5440-01,TCGA-CV-5441-01,TCGA-CV-5442-01,TCGA-CV-5443-01,TCGA-CV-5444-01,TCGA-CV-5966-01,TCGA-CV-5970-01,TCGA-CV-5973-01,TCGA-CV-5976-01,TCGA-CV-5977-01,TCGA-CV-5978-01,TCGA-CV-5979-01,TCGA-CV-6003-01,TCGA-CV-6436-01,TCGA-CV-6441-01,TCGA-CV-6933-01,TCGA-CV-6934-01,TCGA-CV-6935-01,TCGA-CV-6936-01,TCGA-CV-6937-01,TCGA-CV-6938-01,TCGA-CV-6939-01,TCGA-CV-6940-01,TCGA-CV-6941-01,TCGA-CV-6942-01,TCGA-CV-6943-01,TCGA-CV-6945-01,TCGA-CV-6948-01,TCGA-CV-6950-01,TCGA-CV-6951-01,TCGA-CV-6952-01,TCGA-CV-6953-01,TCGA-CV-6954-01,TCGA-CV-6955-01,TCGA-CV-6956-01,TCGA-CV-6959-01,TCGA-CV-6960-01,TCGA-CV-6961-01,TCGA-CV-6962-01,TCGA-CV-7089-01,TCGA-CV-7090-01,TCGA-CV-7091-01,TCGA-CV-7095-01,TCGA-CV-7097-01,TCGA-CV-7099-01,TCGA-CV-7100-01,TCGA-CV-7101-01,TCGA-CV-7102-01,TCGA-CV-7103-01,TCGA-CV-7104-01,TCGA-CV-7177-01,TCGA-CV-7178-01,TCGA-CV-7180-01,TCGA-CV-7183-01,TCGA-CV-7235-01,TCGA-CV-7236-01,TCGA-CV-7238-01,TCGA-CV-7242-01,TCGA-CV-7243-01,TCGA-CV-7245-01,TCGA-CV-7247-01,TCGA-CV-7248-01,TCGA-CV-7250-01,TCGA-CV-7252-01,TCGA-CV-7253-01,TCGA-CV-7254-01,TCGA-CV-7255-01,TCGA-CV-7261-01,TCGA-CV-7263-01,TCGA-CV-7406-01,TCGA-CV-7407-01,TCGA-CV-7410-01,TCGA-CV-7411-01,TCGA-CV-7413-01,TCGA-CV-7414-01,TCGA-CV-7415-01,TCGA-CV-7416-01,TCGA-CV-7418-01,TCGA-CV-7421-01,TCGA-CV-7422-01,TCGA-CV-7423-01,TCGA-CV-7424-01,TCGA-CV-7427-01,TCGA-CV-7429-01,TCGA-CV-7430-01,TCGA-CV-7432-01,TCGA-CV-7433-01,TCGA-CV-7434-01,TCGA-CV-7435-01,TCGA-CV-7437-01,TCGA-CV-7438-01,TCGA-CV-7440-01,TCGA-CX-7085-01,TCGA-CX-7086-01,TCGA-CX-7219-01,TCGA-D6-6515-01,TCGA-D6-6516-01,TCGA-D6-6517-01,TCGA-D6-6823-01,TCGA-D6-6824-01,TCGA-D6-6825-01,TCGA-D6-6826-01,TCGA-DQ-7591-01,TCGA-IQ-7630-01,TCGA-IQ-7632-01
MAPK14,4.5626,4.8228,4.2111,5.0117,3.6725,4.2884,5.298,4.5002,3.9829,3.8769,3.8778,3.834,3.603,4.0549,4.1875,4.2381,4.7565,5.48,4.0541,4.6497,4.5286,4.2196,4.1644,4.2825,4.6399,4.0427,4.8253,4.6306,4.8238,5.0081,5.4152,4.4437,4.4771,4.2721,4.6821,3.5608,4.3162,4.1732,4.5644,4.3249,4.6793,4.1628,3.7507,4.5717,4.1523,3.1377,3.6101,4.1788,4.1318,4.4726,4.4823,4.5491,4.5589,4.1086,4.3548,4.079,4.5091,3.9819,4.1441,3.7625,4.47,4.0216,4.2033,4.3924,4.9491,3.958,5.1962,3.9929,4.7587,4.0935,4.5583,3.864,3.8954,4.1343,4.6023,4.6611,4.1732,3.7971,4.6804,3.7378,3.5572,3.0428,4.0713,4.0419,4.5392,4.691,3.2602,3.9938,4.2312,4.5299,2.9319,4.0918,3.6382,4.1844,3.7971,3.8808,2.9224,3.0533,4.1425,4.3009,4.3378,4.2204,3.6589,4.17,4.2965,4.0636,4.1441,3.3689,3.864,3.7678,3.9022,3.6894,3.9051,4.1069,4.4509,5.2676,4.481,3.9308,4.4797,3.4061,3.991,3.3134,3.8601,4.0055,3.9801,4.0799,4.4719,3.8886,4.4855,3.6894,3.9327,3.3221,3.9002,4.2951,4.4842,4.0977,4.2781,3.7486,4.1252,3.834,3.8147,3.9774,3.8531,4.2434,3.6148,3.9403,4.1506,3.7699,3.6983,4.4861,4.0064,4.4556,4.3263,4.2001,4.5844,4.1867,4.131,3.8866,3.8973,4.2033,3.4156,4.4739,4.4162,4.7474,3.2511,4.7571,4.2548,3.4251,3.991,3.9534,3.8085,4.0216,3.8886,4.1252,4.6713,4.061,4.7846,4.4108,4.2929,4.3972,3.9431,4.2929,4.3779,4.9704,4.3169,3.0056,4.2266,4.0331
MAPK15,0.044,-0.5125,0.9568,-0.2328,-0.1665,0.4447,-0.394,-2.0529,1.0079,-1.2481,0.6239,3.6184,-2.1779,-0.4325,0.044,3.3177,0.9568,-0.1993,0.5859,1.3397,-0.5543,-0.9132,-2.7274,0.8488,1.934,2.4117,-0.5756,1.2333,-2.5479,0.9935,1.3283,-0.4719,1.1897,-4.035,-1.9942,0.3573,0.6239,0.4447,-1.5105,0.2029,-0.9132,1.1833,0.5666,0.434,3.4881,-2.1779,-1.3183,-4.035,-1.1488,0.6425,-0.8863,0.605,1.5115,1.5854,1.4911,-0.9406,1.7744,1.2455,1.5064,2.1925,-0.8084,-0.7108,-1.0862,-1.2481,1.0363,1.5465,-2.3147,0.8726,-1.1488,-0.7108,-5.5735,-2.9324,0.6239,-1.8836,1.0983,-1.5105,-1.9942,2.7336,0.1903,2.0878,0.1519,-1.3921,-1.0559,1.8484,2.296,0.9568,0.9642,0.5568,-0.9971,-3.3076,-0.2671,2.167,0.4967,0.2642,1.2815,-0.1031,-0.8084,0.6969,-1.5951,0.4233,0.6699,2.0569,5.5047,0.1124,0.8647,-0.3022,0.7916,0.2522,-2.5479,2.0878,3.7028,-0.4131,0.7748,-1.5522,-0.3201,-0.0725,-2.4659,-0.7108,-1.1488,-0.5756,-0.3022,-0.9132,-0.4131,0.058,0.5271,-1.7322,-3.1714,0.4447,-0.1993,-1.2481,-1.7322,-2.2447,-1.0862,-1.3548,0.2029,-1.0862,-1.4305,1.1897,-0.9132,2.8076,2.6302,-2.8262,-2.8262,-0.6873,2.0395,0.0854,-2.3147,-1.9379,-0.5332,0.03,-0.394,0.2277,-2.114,-0.3566,-0.4325,-2.7274,-0.9406,-1.2828,1.125,-0.0425,1.2992,2.3193,-3.6259,0.3115,0.2029,-1.1488,-0.6873,-1.0862,0.0854,-0.8084,-1.1488,-0.3383,-0.6416,-1.1811,0.9268,-1.4305,1.6466,2.2693,-2.8262,-2.1779,-2.7274,1.7744,-0.3566,-0.9686,1.2636,-0.5125,1.1447,-1.5522
MAPK3,4.3484,4.837,5.5274,5.9677,5.5671,5.6725,5.8814,5.7358,5.392,5.1752,5.2877,4.8131,5.2052,5.1486,5.5555,5.5094,5.7404,6.5949,5.3924,5.6233,6.0605,5.1567,5.1052,5.6279,5.5145,5.5985,5.7423,5.7597,6.1896,5.4226,5.3751,5.677,5.5853,5.2001,5.3075,5.6375,5.2087,5.2048,5.7759,5.6026,5.9274,5.5744,5.2262,4.748,6.1528,5.4957,5.1859,5.1859,5.6893,5.4506,5.7882,6.1559,4.7474,5.2021,5.3241,5.0601,5.1962,5.9444,5.9019,5.3147,5.912,5.7581,5.8622,5.4673,5.8861,4.7682,6.3277,5.5355,6.1353,5.4912,6.3196,4.5192,5.4057,5.8105,5.3327,5.5871,5.6525,5.1704,5.6634,5.2865,5.2142,4.5293,6.255,5.1202,5.4186,5.5429,5.2642,5.2972,4.6035,5.6511,5.6792,5.2146,4.95,5.337,5.856,5.9479,5.4767,5.8659,5.7442,5.336,4.9842,5.594,5.8387,4.748,5.5024,5.3227,5.7096,5.2464,5.4466,5.6662,5.0913,5.1006,5.3772,5.2747,6.4285,5.5398,6.4425,5.1244,5.3227,5.7334,5.6904,5.3234,6.2793,5.1277,5.517,6.1025,5.4986,5.4423,5.6665,5.2836,4.6674,5.7898,5.765,5.7101,5.1252,5.6806,6.3628,4.9514,5.3331,5.3147,5.5056,5.7905,5.2184,4.6236,5.3862,5.3799,5.1895,5.5741,5.3238,5.9435,5.2529,5.7156,5.7277,4.9045,5.2958,6.1266,5.7824,5.5976,5.3593,5.022,4.691,5.6631,4.8778,6.3667,5.2146,5.8128,5.686,5.4745,5.195,5.6209,4.637,5.1202,5.2134,4.5644,4.9341,5.7477,5.9484,5.3248,5.2788,6.2304,5.5407,5.3349,5.8438,5.6966,5.2277,4.3737,5.1684,5.9043
MAPK4,-9.9658,-6.5064,-6.5064,-6.5064,-5.5735,-5.0116,-5.5735,-5.5735,-1.685,-4.6082,-9.9658,0.4761,-9.9658,-5.5735,-4.6082,-4.2934,-3.6259,-9.9658,-2.3147,-4.035,-5.5735,-5.5735,-5.5735,-2.9324,-3.458,-3.3076,-2.7274,-1.9379,-5.0116,-4.6082,-6.5064,-4.2934,-2.114,-5.0116,-5.5735,-3.458,-4.2934,-2.7274,-5.5735,-3.6259,-5.0116,-5.0116,-2.4659,-6.5064,-6.5064,-0.9971,-1.8836,-3.816,-2.2447,-6.5064,-6.5064,-2.4659,-6.5064,-3.3076,-6.5064,-2.9324,-2.3884,-4.035,-5.5735,-4.6082,-5.0116,-5.0116,-9.9658,-4.2934,-3.816,-3.458,-6.5064,-6.5064,-9.9658,-4.6082,-9.9658,-2.8262,-6.5064,-0.8339,-4.2934,-4.2934,-4.6082,-9.9658,0.0014,-4.6082,-5.5735,-5.5735,-6.5064,-4.6082,-5.5735,-9.9658,-2.3147,-1.2828,-5.5735,-4.2934,-9.9658,-5.5735,-6.5064,-1.5951,-3.816,-9.9658,-9.9658,-3.6259,-6.5064,-1.4305,-2.6349,3.0808,-0.7834,-9.9658,-2.8262,-4.6082,-5.5735,-3.6259,-5.5735,-4.6082,-4.6082,-4.6082,-4.2934,-5.5735,-9.9658,-5.5735,-9.9658,-6.5064,-4.2934,-3.816,-1.1811,-3.816,-9.9658,-4.6082,-4.6082,-5.0116,-2.7274,-5.0116,-6.5064,-4.2934,-3.6259,-3.0469,-1.8836,-3.6259,-3.0469,-9.9658,-9.9658,-5.0116,-4.035,-2.5479,-4.035,-4.035,-6.5064,-3.3076,-4.6082,-6.5064,-6.5064,-6.5064,-3.816,-3.458,-3.6259,-2.9324,-2.7274,-3.1714,-6.5064,-6.5064,-6.5064,-3.458,-5.5735,-5.5735,-2.5479,-2.114,-4.2934,-5.5735,-3.1714,-6.5064,-5.5735,-4.6082,-9.9658,-6.5064,-5.5735,-4.6082,-4.035,-3.0469,-6.5064,-4.2934,-6.5064,-4.6082,-4.6082,-5.5735,-5.0116,-5.5735,-2.3884,-4.2934,-4.2934,1.8683,-4.6082,-9.9658
MAPK6,5.5781,4.0935,5.2134,5.845,4.6479,3.4451,3.9242,5.2627,3.5863,3.8591,4.836,4.3206,5.0588,5.4286,5.1318,4.9901,5.7309,6.0743,3.6657,5.9108,4.951,4.7104,3.6428,5.0532,5.6642,5.3067,5.4973,5.2107,5.5002,5.1441,5.7156,4.773,4.7154,3.9524,5.0998,5.2111,4.9741,4.9435,4.8704,4.7965,5.6124,3.9673,5.382,5.8164,4.8934,3.4945,3.6635,4.9308,3.928,5.7584,4.435,4.7464,4.2381,4.9218,4.957,4.3576,4.6708,5.3868,4.986,4.4476,4.8744,4.9792,5.0854,4.784,5.3484,4.2009,5.5723,4.7919,5.1052,5.3082,5.3155,4.0952,4.936,4.437,5.6896,5.1425,5.0858,4.1604,4.391,4.811,4.3541,5.4165,5.2869,3.5047,4.7613,5.0171,3.6725,4.3695,3.055,4.9426,3.8461,4.6983,4.5053,4.8832,4.9213,4.6793,3.136,3.9506,4.5916,4.5868,4.7269,5.1161,3.5362,4.3562,4.9482,4.9723,5.0335,4.2914,4.3855,4.8167,2.9802,4.3972,5.1052,5.1429,5.4909,5.0339,4.8172,5.302,5.3768,3.981,4.0471,4.6838,4.5723,5.5358,5.2664,4.9746,5.5059,5.2223,4.6364,5.3381,5.4887,4.0584,4.2072,4.9626,5.0335,4.7651,5.3562,5.3038,4.9175,4.8934,4.0419,4.784,5.4667,4.6798,4.3234,5.6639,5.3555,5.5889,3.7836,4.9924,5.3586,4.3695,4.4938,4.402,4.796,5.0304,5.5472,5.6568,5.1547,6.0798,4.9644,4.3548,5.9155,6.0,4.6662,6.0492,4.8202,5.4774,4.0189,4.7887,5.3245,5.2114,4.4074,3.5923,5.5059,4.9194,5.7466,4.4108,4.8105,5.9191,3.9589,4.6206,4.6259,6.0564,4.7491,3.4945,5.1977,5.9823
MAPK7,1.4174,3.4778,2.7073,2.909,2.0638,3.5863,3.5559,3.2158,3.2526,3.5596,3.1079,2.5876,4.4006,3.2466,2.9338,3.4971,2.4492,2.1988,3.2811,3.1685,1.1512,3.2158,2.7826,3.0428,3.5098,3.2541,2.4727,3.4237,2.8819,3.4034,3.2127,3.1145,4.1128,3.186,1.9931,3.4116,3.4907,2.6019,2.8819,3.3745,3.5851,3.3076,3.0199,4.3786,3.3235,3.5098,2.8321,3.4648,3.3192,2.8542,3.3773,3.5362,3.5461,3.2781,3.1475,3.287,3.2236,3.4556,2.9488,3.7291,3.6148,3.793,3.1011,2.4492,3.6219,3.1294,3.2526,3.421,2.9929,3.1294,3.0181,3.1145,2.6805,3.0446,2.7073,4.1178,2.8422,3.3364,3.3759,3.9691,3.8054,3.9515,3.1162,3.551,3.3148,3.5621,3.5887,2.9243,3.1179,3.0056,3.2018,3.2841,3.0199,2.7847,3.603,3.2781,3.1045,2.1925,3.8551,3.4881,3.3661,3.1179,3.2988,2.8819,3.4384,3.7857,4.0064,3.222,3.3647,3.4034,1.7786,3.4569,3.7171,3.417,2.8219,2.9893,3.8876,3.4277,3.2205,3.1261,2.7227,3.3605,3.5374,3.222,2.7784,4.2297,2.8482,3.0654,3.7432,3.4726,2.5338,3.3979,3.4971,2.9893,3.0393,2.5731,3.5947,3.4609,3.2677,3.1162,3.4881,3.2929,3.1749,3.1062,3.1813,3.4398,2.9802,4.0645,2.5756,3.652,3.3633,2.6895,2.2421,3.1829,3.5249,3.7313,3.0446,4.2465,2.8199,3.4277,2.7029,2.9071,3.5047,2.4753,2.9186,3.208,2.8622,3.2796,3.055,3.1717,3.2359,2.3423,3.0515,3.6382,2.945,3.3003,2.4934,2.4805,3.1829,3.0533,3.5971,2.183,2.9432,3.0585,2.7594,2.3106,3.644,2.9032
MAPK8,4.2624,4.1318,4.3256,4.6662,3.5742,5.3144,3.7061,3.5742,4.6101,4.2009,2.167,4.1343,2.971,4.3639,3.9204,4.4784,3.9965,3.2662,3.9883,4.4196,3.8847,4.1515,4.1994,3.9137,3.928,4.225,4.0696,4.2795,4.4542,4.0295,3.9654,3.8391,3.6289,4.3148,4.1318,2.8482,3.4945,3.9365,3.5779,4.2289,3.6691,3.652,3.8095,3.8749,4.1061,3.3993,3.3163,4.018,3.3177,4.0127,3.4224,4.3456,4.1449,3.6242,4.3674,3.836,4.2825,3.5199,3.6589,3.7961,3.1344,3.9137,4.0401,3.6066,4.5693,4.0977,3.2251,4.2488,3.9496,3.2496,3.3856,4.2541,2.2723,4.3534,4.5002,3.7356,3.3703,3.2481,4.6787,2.5924,3.3773,3.6928,3.7529,2.6873,3.5411,3.6219,4.4542,4.1417,4.347,4.0295,0.4552,3.9755,3.5791,3.9719,3.8441,3.6207,0.8805,3.6289,3.1458,3.7324,3.4726,3.3591,3.9728,3.8551,5.0794,2.8321,3.6939,3.4129,3.4116,3.0393,3.668,3.7582,3.0654,3.5971,3.4635,2.9413,2.9674,3.4451,4.4203,3.5111,4.0884,3.4778,3.6405,3.6195,3.9147,3.0774,3.1393,3.6759,4.2624,2.9052,4.2419,3.8095,3.9709,3.3506,3.4894,2.9857,2.5388,4.0892,4.2795,3.3745,3.8621,2.6185,3.7539,3.7389,2.9948,4.0696,4.4417,3.8581,3.2766,3.97,3.7688,3.4237,3.6916,4.3992,3.741,2.9052,3.3925,3.7971,3.3017,4.0118,3.8198,3.4569,4.1294,3.7888,2.7636,3.3925,4.3335,3.9561,3.3759,3.616,3.6861,4.6514,3.0038,3.6771,4.6702,3.9166,3.6872,4.17,3.8095,2.5338,4.3477,3.6939,4.1539,4.6065,4.1931,5.1867,3.7982,3.2435
MAPK8IP1,0.4967,4.1392,0.4447,-0.3201,0.2881,-0.0425,1.2147,0.24,1.2992,2.2113,-0.3022,0.03,0.547,0.03,-0.3752,1.9931,-1.2828,-1.0559,1.3109,1.0151,0.7146,0.1776,1.9968,0.5069,0.0718,2.0638,0.0718,2.0076,0.4233,0.547,0.7321,0.9343,1.7744,-0.4719,0.537,-0.9971,-0.4325,-0.9686,-0.7588,0.688,-0.6193,0.9493,1.3791,1.2085,-1.7809,1.3679,0.8082,1.5465,2.0289,-0.1828,1.2085,2.6208,1.0779,1.8524,0.2642,1.2756,-0.013,2.1213,-0.2845,1.5612,-2.6349,0.5955,0.6332,-0.394,0.8082,1.3623,-0.9686,1.8119,-1.3548,-0.4521,-0.2498,0.7146,0.5859,0.8488,-0.0277,-1.685,-0.0725,0.7832,1.1833,1.3397,1.736,-0.5973,-1.9379,0.1257,0.1903,-0.6873,-0.7108,1.3397,1.8242,-1.2142,-1.3548,-0.1504,-0.4521,0.8408,-1.8314,0.5859,-1.5105,-0.6643,-0.6416,1.5709,2.2753,-0.5332,2.8641,-1.8836,1.9859,-0.2671,1.8363,0.1519,0.0854,-0.2845,-0.2845,1.7141,-0.1665,-0.7834,-1.2142,0.517,-1.3183,-0.1665,0.8726,2.3592,1.4065,3.0791,0.8568,-0.3566,-0.8084,-0.9686,0.7058,-0.8339,1.9712,0.7493,-0.4921,2.4934,-0.4325,1.9188,-0.4921,-2.114,-0.6416,1.9527,1.2875,0.346,2.6138,-0.4921,0.2277,0.4865,1.7273,1.4228,-0.0277,-2.0529,1.4494,0.4657,0.9642,0.7832,1.4011,1.105,-0.5125,-1.5522,0.03,1.2147,0.1903,-0.3752,2.081,1.5563,0.4761,2.6556,0.8082,-1.3183,2.6918,0.058,-0.0877,0.7916,-1.2142,1.9226,-0.4521,0.3573,2.4753,0.6239,-0.8599,1.125,0.5271,-0.5125,-0.5125,1.3051,2.5238,-1.3548,0.4016,-0.8339,-0.8863,-0.013
MAPK8IP2,-0.6193,3.7138,0.3231,-0.7834,-3.3076,1.4859,2.5511,-1.0262,1.5563,-0.6416,1.1447,-2.5479,1.6281,-0.1031,-0.5332,0.7493,-0.2328,1.0711,-0.013,1.5661,0.4016,-0.5973,1.1641,-0.0725,-2.114,-0.1187,0.3231,2.9929,2.2513,-1.1488,0.24,-0.3022,2.4831,-1.5105,0.099,0.537,-0.7346,-1.5951,-0.6193,0.6332,-0.9971,-0.5332,-0.0725,-1.3548,0.537,-1.5105,-0.8599,-1.4699,2.0535,0.3115,2.409,-1.5522,1.6785,1.1447,1.8683,0.7407,2.1411,1.9931,-0.6193,2.5876,-1.3548,2.1013,-0.0725,-1.7322,-1.6394,-1.5951,0.3907,0.9268,-3.816,-0.1031,-1.1811,-0.6193,2.0604,-0.7346,0.7233,0.2522,-0.3201,-0.4131,1.9527,1.2696,0.4233,0.5666,1.8036,1.0433,-0.8339,-0.0574,-2.3147,0.4233,-3.3076,0.2277,-0.3383,-1.4699,0.2642,3.0893,-1.4699,3.7971,-1.8314,0.0718,-0.3566,-2.5479,2.9507,2.7029,0.5955,-1.4699,1.1897,0.7579,2.8916,-0.6416,-0.1665,0.24,-2.6349,3.7635,3.0515,0.1648,0.4865,0.7916,0.1648,-1.9942,-1.3548,-2.4659,0.7579,1.5612,1.6234,-0.4325,-0.0277,0.5763,2.791,0.1519,1.7141,2.183,-0.0277,2.9319,-0.4719,2.2931,1.3167,-0.3022,1.0433,2.9224,1.2333,-0.1504,1.3454,-2.3147,0.2154,0.0718,3.0961,2.2543,0.7832,1.1512,1.1184,-1.2142,0.346,1.9226,2.6533,1.7009,1.6558,-1.9942,-0.1993,0.1124,-0.0425,1.4547,2.3193,-0.2845,0.6425,0.6517,0.9268,0.5859,-1.0559,-0.0877,-0.8599,-1.1811,0.3796,3.4543,1.7954,-0.6643,-1.7322,0.7233,-0.3201,1.2209,-1.0262,1.8444,-1.6394,0.4657,0.4657,0.1257,0.4016,-1.1811,-0.5756,1.4335
MAPK8IP3,1.2394,3.7421,2.328,1.9226,2.8301,3.9561,2.0844,3.9856,3.9589,2.5948,2.9148,3.5935,2.4198,3.5899,3.6289,4.6708,1.9895,1.8363,3.2359,2.2723,2.6783,1.6875,1.5266,2.7784,4.0251,3.7083,2.3953,3.5982,2.8055,3.4464,2.128,3.0978,4.691,1.2576,2.5487,2.7889,2.6579,2.8402,3.1588,2.3019,2.8799,4.2312,3.5287,3.8054,5.0653,4.0756,2.6441,2.3981,2.4359,3.3148,2.0979,3.6543,2.7636,2.7972,3.773,3.2174,3.9356,3.6089,3.0774,4.7115,3.3675,2.7444,2.0979,1.7744,1.8604,3.0199,3.154,2.3871,1.7403,2.2573,2.299,2.4225,3.0654,1.5514,3.2662,3.603,3.4102,3.3952,3.8551,2.0776,3.3148,1.8036,2.2113,3.2541,3.0163,3.027,3.9847,2.5487,1.5366,2.4439,3.5299,3.1045,2.59,2.7357,4.423,2.9729,1.177,1.7532,3.4622,3.0376,2.4198,2.5188,4.4673,0.9115,3.9194,3.0723,3.2096,2.7847,2.6255,3.7699,3.869,2.6371,2.7487,2.5462,3.0181,3.2374,1.7053,3.6254,3.623,3.1813,3.6347,2.3704,2.1313,1.8282,3.741,3.0927,2.8641,2.874,2.8055,1.674,2.4492,3.2112,2.362,2.1213,3.0637,3.2496,1.1833,1.5514,2.2543,4.2472,3.6301,2.7972,3.3661,2.5238,3.1426,2.7314,2.2421,1.6281,1.0433,4.6236,3.2632,3.2929,3.162,2.4805,2.9875,1.5216,3.0074,3.0978,3.4156,2.1862,2.9262,2.694,2.1476,2.1894,2.93,2.4035,1.9749,2.2813,0.7916,3.3364,2.1047,2.1247,1.3846,3.2692,3.1892,3.3563,2.4571,2.3366,1.8604,1.7141,3.4237,4.3562,2.1574,3.1377,4.3392,3.8054,3.3379,2.3164
MAPK9,3.652,3.3619,4.0756,3.6782,4.0233,4.1458,3.7017,3.3521,3.6905,3.2313,2.9857,3.4102,2.8199,3.716,3.3869,4.1756,2.8502,3.9599,3.4997,3.6928,2.3732,2.8799,3.6816,3.8964,3.1409,3.9118,3.945,4.1111,3.4583,3.5187,3.4713,3.483,3.3911,4.6725,3.3047,3.3535,3.0637,3.74,3.7593,4.1644,3.0602,3.1327,3.5803,4.0357,3.9108,3.1045,3.2034,4.034,3.0234,3.6006,2.9469,3.3192,4.4297,3.1129,2.8321,3.7182,3.3689,3.0428,3.7656,3.9108,2.9984,3.7773,3.4318,3.4197,3.1212,3.2065,3.0002,3.5124,3.5923,3.1162,3.1011,3.4752,3.0428,3.2617,3.6883,2.3649,2.2268,3.3061,4.3569,1.9188,3.2632,3.6939,4.2495,2.9375,2.6805,3.1228,3.9213,3.7752,3.7971,3.6405,1.5316,3.0428,3.0038,3.9524,2.4623,3.055,1.5064,3.29,3.0234,3.6207,3.9365,4.7971,3.2766,3.2587,4.1376,2.1894,3.4129,3.3897,2.9729,4.225,4.1368,2.6185,2.1411,3.1458,2.7161,2.8681,2.9013,3.0774,3.2541,2.5213,4.5528,3.9356,3.1556,3.2174,3.154,3.1491,3.7248,3.2929,3.8866,2.8681,3.8581,2.8661,3.6589,3.1294,3.944,2.7183,2.9839,4.149,3.7571,3.2435,2.8838,2.3308,2.8034,3.7741,3.2752,3.1294,3.871,3.7389,3.6101,3.4569,3.6939,3.2496,3.3177,3.8126,3.7039,2.6278,3.5706,2.6043,3.5387,3.3017,4.1772,2.8219,3.1765,4.079,3.2034,3.4635,3.6816,3.865,3.1045,3.8581,3.4907,3.1876,3.7709,3.034,3.8896,3.287,3.0199,3.6669,3.4997,3.6266,3.5174,2.6019,3.6816,3.6849,3.6054,3.7646,3.7291,3.3869
