gene_name,TCGA-BF-A1PU-01,TCGA-BF-A1PX-01,TCGA-BF-A1PZ-01,TCGA-BF-A3DJ-01,TCGA-BF-A3DL-01,TCGA-BF-A3DM-01,TCGA-BF-A3DN-01,TCGA-BF-A5EO-01,TCGA-BF-A5EP-01,TCGA-BF-A5EQ-01,TCGA-BF-A5ER-01,TCGA-BF-A5ES-01,TCGA-D9-A3Z4-01,TCGA-D9-A4Z3-01,TCGA-D9-A4Z5-01,TCGA-EB-A1NK-01,TCGA-EB-A24C-01,TCGA-EB-A24D-01,TCGA-EB-A299-01,TCGA-EB-A3HV-01,TCGA-EB-A3XB-01,TCGA-EB-A3XC-01,TCGA-EB-A3XD-01,TCGA-EB-A3XE-01,TCGA-EB-A3XF-01,TCGA-EB-A3Y6-01,TCGA-EB-A3Y7-01,TCGA-EB-A41A-01,TCGA-EB-A41B-01,TCGA-EB-A42Y-01,TCGA-EB-A42Z-01,TCGA-EB-A430-01,TCGA-EB-A431-01,TCGA-EB-A44N-01,TCGA-EB-A44O-01,TCGA-EB-A44P-01,TCGA-EB-A4IQ-01,TCGA-EB-A4IS-01,TCGA-EB-A4OY-01,TCGA-EB-A4OZ-01,TCGA-EB-A4XL-01,TCGA-EB-A550-01,TCGA-EB-A551-01,TCGA-EB-A553-01,TCGA-EB-A5FP-01,TCGA-ER-A194-01,TCGA-ER-A196-01,TCGA-ER-A19K-01,TCGA-ER-A19T-01,TCGA-ER-A2NB-01,TCGA-ER-A2NF-01,TCGA-ER-A42H-01,TCGA-FR-A3R1-01,TCGA-FS-A1ZN-01,TCGA-GF-A2C7-01,TCGA-GN-A263-01,TCGA-GN-A26C-01,TCGA-HR-A5NC-01,TCGA-IH-A3EA-01
EDN1,-1.0862,0.1388,-1.6394,0.3796,-1.5105,-0.5543,0.1903,-1.2142,-2.8262,-0.394,-2.4659,-2.9324,-1.5951,-4.035,-0.6873,-1.0559,0.1124,-1.5105,0.434,-1.2828,-1.2481,-0.0425,1.4911,-0.8339,-0.5125,0.346,-1.685,-1.4305,-2.3147,-0.7834,-1.3921,-2.5479,-2.5479,1.1512,-1.8314,-0.5543,0.7321,-0.9132,-3.1714,0.1903,0.4761,0.8246,-0.4921,-1.1811,-1.3183,-0.1187,0.4865,-0.5973,-1.8836,-0.5543,-1.7809,-0.1187,-1.8314,0.4233,-0.4921,-0.3022,-2.2447,1.4228,-1.9942
EDN2,-3.1714,0.434,-3.458,-1.7809,-9.9658,-4.2934,-2.6349,-9.9658,-9.9658,-4.2934,-3.458,-9.9658,-5.5735,-5.0116,-9.9658,-1.8314,-1.3921,-3.1714,0.346,-0.7588,-9.9658,-1.5522,0.0718,-1.685,-4.6082,-9.9658,-1.6394,-4.2934,-3.816,-5.5735,-9.9658,-2.5479,-9.9658,0.5763,-9.9658,-9.9658,-1.6394,-9.9658,-9.9658,1.5806,-0.8599,-0.3022,-5.0116,-9.9658,-2.9324,-9.9658,1.412,-1.685,-3.0469,2.4035,-2.0529,-9.9658,-5.0116,-1.2828,-1.9942,-5.5735,-5.5735,-0.9971,-3.816
EDN3,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-4.6082,3.8778,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,0.4552,-3.6259,-4.2934,-9.9658,-6.5064,-9.9658,5.658,1.6964,-9.9658,-9.9658,-2.4659,-2.8262,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-0.4719,-5.0116,-9.9658,-9.9658,-3.3076,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-4.2934,-5.5735,-4.035,-9.9658,-9.9658,-9.9658,-3.458,-9.9658,-6.5064,-6.5064,-4.035,-0.3201,-5.5735,-9.9658,-9.9658,-1.2481,-9.9658,-9.9658,-5.0116,-9.9658
EDNRA,-0.5125,0.8568,-1.9942,0.3115,-0.9406,0.6699,1.5316,-0.7588,-1.0559,0.6517,-1.0862,-1.1172,-0.1504,-1.0262,0.03,-0.6643,0.058,-0.5756,0.5666,-0.394,-0.0725,-0.2671,0.8647,-0.2845,0.517,-0.3383,-2.7274,-1.4305,-3.6259,3.5136,0.1124,-2.7274,-0.5125,1.0503,0.1388,-1.2142,-0.1504,0.099,-2.7274,-1.2481,-0.5543,0.434,0.1519,-0.8599,-0.1031,-1.3548,0.7579,-0.394,0.9268,-1.3921,1.8879,2.0535,-1.8836,0.1124,0.8488,0.24,1.125,-0.013,-1.8314
EDNRB,7.7394,5.7046,6.9338,7.9228,5.812,5.745,8.5027,6.3293,6.7007,7.7328,7.2558,6.691,8.0733,8.8074,8.6688,6.4684,8.7253,9.7923,4.8798,6.1248,7.3756,5.7331,8.071,7.2667,8.9478,6.8914,4.4719,8.1189,8.7322,5.0286,5.9286,5.2698,5.8768,6.7374,4.3807,7.1521,7.0006,9.1896,6.5842,3.6983,7.09,7.442,7.4102,3.3773,5.7753,8.6968,6.1227,6.064,4.0046,4.2056,8.2308,7.3579,7.1197,7.209,8.5281,6.1202,3.9801,8.6217,6.6649
EEF2,10.4931,9.2338,9.6871,8.134,10.6127,9.5769,9.4449,9.1273,9.1013,9.5635,10.8682,9.6077,8.8562,12.3619,9.7253,9.6596,10.6185,10.0746,9.7377,10.8041,8.5627,9.4663,10.0346,10.4497,9.0113,8.6131,9.9952,9.0646,10.6818,9.9154,8.2213,9.9828,9.6999,9.4242,8.8504,9.9988,9.7282,9.3921,11.1746,10.5125,10.0483,9.4856,9.5169,10.6582,8.146,10.3988,10.349,10.0764,10.9681,9.7234,10.6844,10.176,9.2328,10.2075,9.9797,9.9528,9.5375,9.2875,10.4899
EEF2K,2.4008,2.8301,2.7029,2.7889,2.694,2.876,2.8014,2.4144,2.128,2.6067,2.8916,2.6441,3.5212,3.2572,3.5596,2.8897,3.1278,2.6067,2.4279,2.7292,2.3164,2.5188,3.0671,2.3077,2.651,2.409,1.5415,2.6579,2.7379,2.0183,2.8602,1.2875,2.7993,2.8562,3.3435,2.9052,2.7763,2.685,1.9073,1.6234,3.3177,2.3677,2.8582,1.0222,2.7594,1.7316,2.167,2.0254,3.29,1.196,2.7951,2.9507,2.3926,2.7465,2.8622,2.7826,2.6556,3.0791,2.1114
EFCAB7,-0.3201,-0.3752,0.688,2.0946,-0.8599,1.0503,1.614,-0.7108,0.3907,0.8488,-1.3183,-0.8599,2.3337,1.2394,1.0503,0.2881,1.4065,2.0395,1.3397,-1.4305,2.0673,1.4065,-1.0862,-0.9132,1.683,1.6558,-0.3566,2.5388,1.4065,1.2756,1.4494,1.7912,2.043,1.683,2.0707,2.6138,0.044,1.8242,-0.9406,-2.3147,1.4011,1.5465,1.2147,-0.3201,1.9527,-1.685,-0.0277,1.5465,1.7053,-2.8262,1.2875,1.949,2.0218,1.8762,0.9343,2.8381,2.9637,1.2209,-0.8863
EFNA1,4.3702,4.943,5.5142,4.9575,4.1539,4.8709,3.4622,3.9099,3.3563,5.5711,3.871,3.6816,6.0758,1.6374,5.8992,4.2936,5.1752,5.2987,5.4453,4.6195,4.8758,3.9002,4.8535,5.0387,4.4297,5.3858,3.3938,6.1018,5.6696,4.3082,3.0056,5.8385,4.3618,4.9203,3.4569,3.9232,4.5976,3.6928,4.8734,5.1347,4.5479,5.3263,5.0867,3.3535,4.0688,3.9636,5.8286,3.6417,5.8125,4.673,4.7181,5.9923,2.4597,3.5815,4.0782,3.9213,2.2206,3.7804,4.996
EFNA2,-2.8262,-2.5479,-9.9658,-5.5735,-2.114,-5.5735,-3.816,-2.3147,-1.1172,0.2998,-0.4131,-1.4699,-4.2934,-9.9658,-2.7274,-9.9658,-1.9942,-2.3147,-4.2934,-0.4131,-4.6082,-9.9658,-3.458,-0.6416,-2.3884,-9.9658,-9.9658,-4.2934,-4.6082,-1.0862,-9.9658,-9.9658,-3.6259,-0.9406,-9.9658,-9.9658,0.0158,-5.5735,-0.2845,-2.9324,-9.9658,-4.2934,-3.3076,-3.6259,-3.3076,-9.9658,-9.9658,-4.6082,2.7007,-1.4305,-5.5735,0.9419,-2.9324,-9.9658,0.4865,-9.9658,-5.5735,-3.816,-1.9379
EFNA3,1.2636,3.4804,1.9527,1.2875,-0.1031,3.1011,0.3346,1.7702,2.6828,2.9167,3.3336,1.2085,1.5165,-0.8863,2.5634,2.6019,0.9789,-0.394,4.4739,3.9041,0.6145,2.3592,5.3692,3.4264,1.105,1.7532,2.5388,0.8883,3.2267,1.4174,0.5955,0.8488,0.3115,3.8788,0.5666,1.4808,3.8886,0.5763,2.6783,4.178,3.0893,4.6708,1.5266,1.2576,1.3679,-1.0262,4.8187,2.118,3.0127,5.2765,0.4016,3.2359,-0.6193,1.5115,2.8034,-0.6643,1.6875,2.5137,2.9338
EFNA4,2.7931,2.8641,2.8219,2.5996,2.3816,2.59,2.6067,3.1344,2.2482,3.2297,3.4958,1.9264,3.492,0.3573,2.4198,2.6805,1.7954,2.59,3.8269,3.3773,2.376,3.2466,3.8759,3.5923,3.0654,3.3675,3.7867,2.6371,2.9375,2.5213,2.9186,3.8269,2.5188,3.4102,2.3106,2.3164,2.9893,2.9984,4.0313,3.652,3.0706,3.6883,2.2113,2.2391,2.7868,2.3451,3.4358,1.9712,3.97,3.6347,2.1378,3.906,1.766,2.9356,3.1765,0.3231,2.7615,3.2389,3.5237
EFNA5,2.8076,1.3454,-2.7274,3.1507,1.9859,1.8918,3.7356,0.8961,0.7407,-0.0425,0.3907,1.0915,-0.7346,-0.0425,1.6187,-0.7346,2.2113,1.4228,2.4857,2.3337,0.6517,-0.8339,2.0218,1.9377,0.5859,1.8484,-2.3884,-0.9971,-1.2481,2.9224,1.9859,1.0573,1.9034,2.2019,-0.3022,2.2693,2.5288,0.3115,-1.8314,1.7575,2.982,2.496,3.868,1.125,1.5216,0.1519,2.4117,-0.2671,-3.1714,3.0706,-1.0559,-4.035,1.1184,2.7594,2.4597,-2.0529,0.9642,1.5563,-1.9942
EGF,-6.5064,0.8164,-1.3548,0.4233,-0.8084,-1.6394,-1.1172,-1.9942,-2.4659,-9.9658,-4.6082,-5.5735,0.3115,-2.0529,-5.5735,-6.5064,0.7321,-3.0469,0.5859,-9.9658,1.6604,0.5955,-2.7274,-3.6259,-1.9379,0.2029,-9.9658,-2.2447,-1.8314,-3.816,-1.0862,-0.6416,1.6327,-0.1665,0.7832,-0.6416,-1.7322,-1.7322,0.2762,0.1776,-0.8863,-4.035,-6.5064,-1.3183,2.004,-9.9658,-4.6082,-4.6082,-0.4131,-3.0469,-2.9324,-3.3076,-4.2934,-3.458,-1.1172,-2.1779,-3.3076,-1.2828,-2.8262
EGFR,-1.8836,2.7161,-2.5479,-0.1187,-4.035,-0.0877,-0.5756,-0.4921,-3.816,-0.9971,-3.458,-1.5105,-0.5973,-3.816,-2.0529,0.4447,0.03,-1.4699,2.9618,2.167,-2.5479,0.9493,3.3966,0.8568,1.1897,-1.0862,-3.1714,-2.0529,0.2154,2.6441,-2.3884,-2.8262,-3.3076,2.9747,-1.1488,-1.8314,2.7444,-0.2498,-1.0559,1.5064,1.9302,3.5187,-3.0469,-2.8262,-1.0262,-4.2934,3.6737,0.4447,0.03,0.8726,-0.5756,0.2998,-3.0469,0.6239,1.3846,-1.2481,0.7146,0.6239,-4.035
EGLN1,4.2639,3.7443,5.391,4.0969,3.8279,6.3361,5.1974,3.2766,3.6793,3.9213,4.3349,3.668,4.8595,3.6277,4.0875,3.4264,4.773,3.8847,3.2127,3.0791,4.7851,4.2419,3.5187,3.162,3.9783,5.36,3.4331,3.5337,1.9073,3.9403,3.2359,3.7982,4.5161,3.6635,5.3227,4.9069,3.9487,3.9478,1.8484,2.5707,3.3591,3.3979,4.2781,2.3788,5.4081,1.0915,4.3569,4.741,4.1804,1.9601,3.9374,4.0357,4.8924,5.3306,4.3421,4.131,3.3911,3.3407,3.1129
EGLN2,5.9315,6.2608,6.3111,5.4219,6.3016,6.1449,6.0661,7.2218,5.7071,5.879,6.0219,6.1485,5.6918,5.6422,5.347,5.2683,5.235,5.0162,6.1611,5.7326,5.8866,5.6361,5.1555,6.373,6.0577,5.6323,7.244,5.8802,5.803,5.6144,5.931,6.0193,4.9782,5.2943,5.9577,6.3084,5.9301,6.0002,4.7104,6.7336,5.4909,5.6747,4.7512,6.4736,5.864,6.9183,5.4132,5.7458,4.8895,5.7244,4.8355,5.6056,5.532,5.8929,5.197,5.5509,5.439,5.4383,6.434
EGLN3,1.5366,3.0774,1.2455,3.5161,3.1195,4.3972,1.1577,1.8036,2.3508,4.0251,3.3393,2.4035,1.3225,-1.2142,3.4881,2.5585,3.1409,3.958,5.3126,3.5009,4.2586,3.8611,4.7991,3.2374,3.3192,3.5875,4.4595,3.5547,3.2677,2.9839,2.2144,2.6624,4.6474,4.8192,4.3869,2.3135,4.5192,2.0569,3.6405,3.2481,4.7415,5.061,1.5465,3.2662,3.4687,3.8095,5.6868,5.0867,3.9421,2.2633,4.1828,5.2246,3.0481,2.1988,3.866,0.6145,2.9488,3.506,3.5694
EGR1,4.1169,4.0824,4.6136,4.0357,3.8521,3.4291,8.2106,5.0828,5.2661,5.4624,6.0616,3.3535,5.1326,2.5561,5.511,3.0145,4.5405,3.4765,4.8788,6.4211,3.4061,3.3577,3.4504,3.1377,4.7231,4.1002,4.6445,5.3133,3.7603,6.3183,4.9787,4.1867,3.1028,4.9644,3.2766,5.404,6.1138,4.9787,2.6647,4.1531,5.2215,5.4196,4.9355,1.787,3.4791,4.3931,6.3351,3.4868,3.2511,7.3447,2.6984,4.2661,7.759,4.9213,5.7353,2.2872,5.0335,5.403,5.3583
EGR2,1.1117,1.2023,-0.394,0.6699,-1.0862,-0.1504,2.5972,-0.2328,2.2872,2.05,-1.0559,-0.5543,1.6604,-0.3566,1.7744,-0.2845,0.2522,0.4447,2.128,1.9302,-0.3383,0.5271,2.7889,0.7916,0.605,3.2251,-0.4521,-0.2671,1.6374,1.2576,1.4756,0.2029,-0.1345,2.2452,0.7146,1.2147,2.3251,2.2931,-1.6394,1.2023,1.9149,3.6612,2.753,-1.0559,0.9935,-0.8339,1.9786,1.949,-0.2845,1.0007,1.8957,1.614,3.8147,-0.5332,1.412,0.2642,2.6348,2.0395,0.547
EGR3,2.6067,-0.3201,3.402,2.9262,2.8381,0.099,3.2929,2.2573,4.2548,1.6374,1.3167,-0.1665,0.5271,1.6604,1.0151,0.8082,2.753,-0.2328,2.7379,3.3364,4.1915,3.1311,1.8484,0.4761,1.8879,1.4174,1.1641,0.0718,-1.9379,-1.0862,3.2707,2.7183,3.8729,2.971,2.7931,2.4198,3.091,3.1572,-2.3147,1.0151,2.0673,2.8199,1.9527,-1.685,3.5009,-3.458,2.8178,2.0183,-1.6394,2.2144,-1.0559,-0.5332,3.4291,1.8201,2.7805,1.0363,1.3901,2.5036,2.1988
EHHADH,1.2875,2.4571,1.2271,2.7292,-0.4325,2.2813,2.3677,1.2333,1.2209,2.0111,1.0222,0.8327,2.1013,0.8961,2.9929,2.4386,2.2452,1.1184,1.3225,0.8488,2.0878,2.4035,0.24,1.7954,2.9032,2.7742,0.3346,2.1247,1.9527,0.9038,2.4117,1.9601,2.3077,2.0111,2.7721,1.8242,1.1447,2.6441,-0.1031,-0.5543,2.0289,1.5415,1.2085,0.8726,1.8484,-0.3201,3.3017,2.7073,1.1512,-0.6643,2.8661,1.8484,2.0604,2.5137,2.4008,1.8201,-0.0725,2.3423,-0.1828
EI24,5.6882,6.0416,6.2013,6.7626,5.846,6.3584,6.0164,6.0633,5.6433,5.7074,6.3192,5.8961,5.5668,5.9533,5.778,6.4226,6.0016,6.0226,6.4385,5.3664,5.2836,5.7021,6.4697,6.1942,6.4867,4.6165,5.1388,6.2521,5.3169,6.9035,5.064,5.1048,4.8934,5.6387,5.812,6.2202,6.3823,5.4973,5.1215,4.656,5.4809,6.1617,5.31,3.6578,6.3246,5.126,6.288,5.9189,5.6716,5.6608,5.2788,6.6607,5.3223,6.1115,5.8751,6.3928,5.2961,6.85,5.8987
EIF4B,5.9362,6.4204,6.3,6.3349,6.6638,7.212,7.3912,5.1048,5.8721,6.4366,6.8781,6.6433,6.6426,8.8805,7.6895,6.2273,7.9392,7.932,6.3841,7.0811,6.4234,6.8686,6.7137,6.0557,7.1024,5.6764,5.7241,6.2519,7.9783,7.1355,5.5528,7.2265,7.6678,6.7731,7.2139,6.8245,6.381,6.2852,5.6468,5.2196,7.1711,6.8753,6.5572,4.7388,6.218,5.5778,7.5608,7.6385,8.6356,4.7814,8.5242,7.7056,6.6166,7.6534,7.7197,6.3625,5.8814,6.2313,6.7036
EIF4E,2.9525,4.4861,4.441,5.2961,3.3407,5.3284,5.1355,3.3032,5.0751,4.562,3.2374,3.9801,4.8753,4.6916,3.6566,4.14,4.7898,4.9654,4.3053,2.4883,5.3162,5.1883,4.2556,3.3047,5.4909,5.206,1.8801,4.1053,4.0454,5.2514,4.9887,3.4997,4.9298,5.1056,5.8523,4.6781,4.3335,4.47,0.6239,1.6558,4.2906,5.0934,4.6781,2.0604,5.1859,1.4494,4.6916,5.0431,3.9204,2.496,4.225,4.9814,5.2304,5.2111,5.2377,3.8621,4.8773,5.488,3.2158
EIF4E1B,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.816,-9.9658
EIF4E2,5.2052,5.4964,5.5868,5.3737,4.9416,6.0014,5.3056,5.0734,5.1839,5.1823,4.1002,5.1559,5.6851,3.8228,4.4054,5.0713,4.6571,4.7274,5.4644,5.2377,5.3234,5.2032,5.3367,5.4192,6.0148,5.1712,5.5546,5.2518,5.3899,5.84,5.331,5.0558,4.2126,5.5135,5.7759,5.9165,5.634,5.0077,4.4536,5.9021,5.1966,5.5002,5.1148,5.464,4.842,5.1875,5.306,5.0475,5.2862,5.3162,4.8238,5.36,5.0858,5.5469,5.2593,5.7211,5.5404,4.9542,5.4064
EIF4EBP1,6.4714,7.4557,6.6057,5.1966,7.1226,6.8334,5.5398,8.0624,7.5422,6.6124,8.7701,7.1873,5.5432,7.2045,5.3806,6.4851,4.573,6.4473,6.0898,6.6082,6.7125,7.2349,6.0596,6.6671,6.965,6.1318,8.4487,5.8352,5.4598,6.3172,5.6346,6.9151,7.1797,6.2134,7.9875,5.0955,6.7444,5.3576,7.3597,7.2519,6.1398,5.7885,5.3968,7.9835,6.791,7.5313,6.8199,6.6545,5.2365,7.1106,6.3886,7.1497,5.3399,5.8827,6.9257,6.1938,6.5278,6.5653,7.5613
ELAVL1,5.4383,4.9002,5.5395,5.1127,5.3999,5.5342,5.2593,5.0972,5.1551,5.0501,5.3202,5.1314,5.1575,5.4861,5.1322,4.858,5.197,4.9552,4.7825,5.2404,4.9322,5.4751,4.9002,4.9982,5.3488,5.0909,5.3212,5.1922,5.3434,5.4135,5.1899,4.9284,5.0631,5.281,5.8738,5.6311,5.5586,5.0679,5.1437,4.7893,4.7088,4.594,4.7783,4.3082,4.996,4.7882,5.2806,4.864,5.2791,4.2676,5.109,5.5223,5.2713,5.4111,5.0926,4.8575,5.1772,5.2099,5.5081
ELF5,-6.5064,-3.3076,-6.5064,-4.6082,-9.9658,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-4.2934,-9.9658,1.0293,0.1776,-9.9658,-2.1779,1.0293,0.5568,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,1.6466,-9.9658,-9.9658,-0.6643,-3.1714,-9.9658,-0.4921,0.2029,1.4494,-5.5735,-3.0469,-9.9658,-9.9658,-2.7274,-1.5522,-9.9658,-1.8836,-2.8262,-9.9658,-9.9658,-1.2142,-4.035,-5.0116,-9.9658,-1.685,-4.035
ELK1,4.3285,4.5148,4.6725,4.2892,5.4715,4.182,3.9938,5.5034,4.3716,4.5136,4.6006,4.1128,4.2189,3.7961,4.7672,4.4357,3.7182,4.0773,3.7105,4.6006,4.1962,4.63,4.1294,3.8075,3.9561,4.4027,4.4836,4.673,4.8207,4.656,4.6136,4.6023,5.72,4.0207,5.1123,4.6793,4.6376,4.0488,4.2196,3.4933,4.232,3.4183,4.404,3.8451,5.0148,3.5982,4.2825,3.944,4.7367,3.2632,3.7773,4.2563,4.7725,3.9346,4.5638,3.492,3.9242,3.7389,4.5571
ELK4,1.9638,1.692,2.9281,2.9319,0.434,2.9413,3.1228,1.0779,2.1047,2.6114,0.3115,1.3397,3.3897,2.676,2.2663,1.1833,2.4883,3.0234,2.1114,1.0503,2.9413,1.8996,1.736,1.2756,2.5137,2.8442,1.2209,3.2677,2.4144,2.6873,1.7446,1.5165,2.971,3.3745,2.7401,2.8994,2.4063,3.1212,1.1577,0.6425,2.3704,2.4623,2.9128,0.688,2.5852,0.2277,2.4623,1.8957,3.9337,-0.0277,2.4252,2.5707,2.5413,3.38,2.8076,2.05,2.5707,2.4225,1.3901
ELMO1,1.9638,3.5274,1.6045,2.0776,1.4441,2.8076,1.7828,1.6045,0.5568,2.5536,1.0711,1.4652,1.9638,0.537,1.0007,1.7316,0.8883,1.4065,2.6019,2.2931,1.7702,1.7316,3.5669,2.6395,1.4859,2.2573,1.5316,0.7579,0.3796,1.1117,2.6232,1.0079,0.8647,2.5087,0.2642,0.9115,1.1117,3.5547,1.0293,2.6208,1.8282,2.1345,3.3535,1.8957,-0.2159,3.0056,1.177,1.2516,3.3675,1.2455,2.5263,6.2709,1.5415,0.9038,1.2085,2.1313,3.8521,1.5563,1.3283
ELOB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELOC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENAH,4.1449,4.2289,5.4433,5.1371,2.5263,5.9663,6.9792,2.0325,4.197,3.8886,2.59,3.4371,5.1086,4.322,3.8451,3.7248,5.8238,4.8213,4.8709,3.6883,4.6888,4.4337,4.2017,2.6418,5.813,4.0994,2.236,4.1368,2.5924,3.8054,3.2481,4.8007,5.0666,4.6866,4.1425,6.0858,4.7442,4.466,-1.0559,1.5514,4.652,5.2803,4.996,1.177,5.6562,1.3225,5.7046,4.1178,6.6486,2.8701,3.9365,4.3965,5.6659,7.3799,4.1458,2.7205,3.0287,6.2472,2.0111
ENO1,9.1358,10.3963,10.6064,9.8817,10.4868,11.218,9.4357,11.44,10.6402,9.436,10.3464,9.6497,9.8927,8.3751,10.1243,10.1504,8.3704,8.9006,10.1381,9.9937,10.1682,10.9114,10.009,8.7827,9.6961,9.061,10.1572,8.306,9.3813,10.3721,10.3577,10.0458,10.6722,9.9218,10.3639,10.5272,10.6312,9.3923,9.8808,10.2506,9.6817,9.8169,8.7158,8.5711,10.3521,10.9545,10.1834,9.8729,10.073,10.3774,9.4342,9.2811,9.4113,9.8495,8.4525,8.283,9.98,8.1361,11.1153
ENO2,7.2559,5.931,7.2354,6.4449,6.9901,6.2306,5.0764,7.34,7.0773,4.838,6.3937,6.7843,5.3381,5.0683,5.2877,5.8844,5.2642,2.3508,4.9814,4.9256,7.0766,5.8263,4.2699,5.8977,3.8239,3.1507,6.9874,5.9395,5.8438,6.5056,4.4142,6.4854,7.5467,4.6583,6.0332,5.5205,5.8783,5.0409,3.5224,6.0983,5.2653,3.2885,1.2992,5.85,7.5219,3.3163,5.3086,7.6314,4.9237,4.245,0.6608,4.3674,5.7154,5.3937,3.9478,6.5387,5.7921,2.3251,6.1377
ENO3,1.683,2.8974,4.5784,2.1638,1.3167,1.8801,1.4704,3.027,3.2766,2.328,2.0776,3.8044,2.7029,1.3051,1.5806,0.5859,1.7954,2.1509,2.7357,0.4552,4.0001,2.3106,1.5064,2.0147,1.3956,3.2526,1.5998,2.2268,3.6184,2.1247,1.3846,2.4279,4.47,1.6327,3.3549,3.8954,1.4547,2.6043,1.5998,5.4317,2.6348,1.7702,3.9232,2.8661,3.0876,2.296,0.9191,3.0585,1.4859,1.2023,4.0488,3.5212,2.3926,1.9264,1.595,2.043,2.7183,1.8323,2.7444
ENO4,-2.7274,-3.458,-1.5951,-1.5951,-2.5479,-0.5543,-3.816,-6.5064,-2.3884,-5.5735,-3.6259,-2.9324,-2.6349,-9.9658,-9.9658,-1.1488,-1.8836,-6.5064,-1.0262,-3.0469,-2.5479,-3.458,-3.458,-1.9942,-2.5479,-2.7274,-0.9971,-0.0725,-4.2934,-6.5064,-5.5735,-0.9971,-1.6394,-2.1779,-9.9658,-2.2447,-3.458,-1.6394,-4.2934,-4.2934,-2.2447,-3.6259,-6.5064,-0.7588,-2.2447,-2.9324,-2.3147,-1.4699,-3.1714,-9.9658,-0.8599,-9.9658,-3.3076,-1.8314,-1.4305,-0.9971,-1.8836,-2.7274,-9.9658
EP300,4.7181,2.826,3.551,2.4306,2.727,3.5262,3.5959,3.3407,4.0713,4.3869,2.9544,2.3077,3.6509,3.2282,5.1811,2.7993,3.8541,3.8269,2.5011,3.3421,3.4933,2.9507,3.3464,2.4857,3.1179,4.3292,2.5338,2.1345,3.1294,3.5086,3.2049,3.074,3.8954,3.1011,3.4933,3.793,3.6646,3.3464,1.9377,1.6558,3.5547,3.1062,4.0506,0.9038,3.9356,2.0111,3.2282,2.9984,4.2088,1.1316,3.5682,2.676,3.4464,3.7561,3.1781,1.6785,2.9692,3.1876,2.8076
EPHA2,3.3731,4.4128,1.3167,4.1994,0.9268,1.766,5.5135,7.2135,4.9468,4.3611,3.1781,0.1648,3.7248,4.9732,3.8531,5.5417,1.683,1.4704,4.7571,4.5693,1.4547,2.296,4.562,3.7127,3.5086,1.6785,0.6699,-1.1488,2.694,3.9308,3.6497,4.936,3.136,4.2847,2.081,3.5124,5.2292,0.1776,0.099,4.7887,3.793,5.2604,1.7185,-0.8599,2.4225,2.0111,4.1318,2.496,2.3394,5.9074,3.0092,2.6348,-2.114,3.449,3.5559,-1.9379,4.0037,3.5523,4.7291
