gene_name,TCGA-BC-A10R-01,TCGA-BC-A10T-01,TCGA-BC-A10U-01,TCGA-BC-A10W-01,TCGA-BC-A10X-01,TCGA-BC-A10Y-01,TCGA-BC-A10Z-01,TCGA-BC-A216-01,TCGA-BC-A217-01,TCGA-BC-A3KF-01,TCGA-BC-A5W4-01,TCGA-BC-A69H-01,TCGA-BD-A2L6-01,TCGA-BD-A3EP-01,TCGA-BW-A5NO-01,TCGA-BW-A5NP-01,TCGA-BW-A5NQ-01,TCGA-CC-5258-01,TCGA-CC-5260-01,TCGA-CC-5262-01,TCGA-CC-5263-01,TCGA-CC-5264-01,TCGA-CC-A123-01,TCGA-CC-A1HT-01,TCGA-CC-A3M9-01,TCGA-CC-A3MA-01,TCGA-CC-A3MB-01,TCGA-CC-A3MC-01,TCGA-CC-A5UC-01,TCGA-CC-A5UD-01,TCGA-CC-A5UE-01,TCGA-CC-A7IF-01,TCGA-CC-A7IG-01,TCGA-CC-A7IH-01,TCGA-CC-A7II-01,TCGA-CC-A7IJ-01,TCGA-CC-A7IK-01,TCGA-CC-A7IL-01,TCGA-DD-A114-01,TCGA-DD-A115-01,TCGA-DD-A116-01,TCGA-DD-A118-01,TCGA-DD-A119-01,TCGA-DD-A11A-01,TCGA-DD-A11B-01,TCGA-DD-A11C-01,TCGA-DD-A11D-01,TCGA-DD-A1EB-01,TCGA-DD-A1EC-01,TCGA-DD-A1ED-01,TCGA-DD-A1EE-01,TCGA-DD-A1EF-01,TCGA-DD-A1EH-01,TCGA-DD-A1EJ-01,TCGA-DD-A1EL-01,TCGA-DD-A39V-01,TCGA-DD-A39W-01,TCGA-DD-A39X-01,TCGA-DD-A39Z-01,TCGA-DD-A3A2-01,TCGA-DD-A3A3-01,TCGA-DD-A3A4-01,TCGA-DD-A3A5-01,TCGA-DD-A3A7-01,TCGA-DD-A3A8-01,TCGA-DD-A3A9-01,TCGA-DD-A4NA-01,TCGA-DD-A4NB-01,TCGA-DD-A4ND-01,TCGA-DD-A4NE-01,TCGA-DD-A4NF-01,TCGA-DD-A4NG-01,TCGA-DD-A4NH-01,TCGA-DD-A4NI-01,TCGA-DD-A4NJ-01,TCGA-DD-A4NK-01,TCGA-DD-A4NN-01,TCGA-DD-A4NO-01,TCGA-DD-A4NP-01,TCGA-DD-A4NQ-01,TCGA-DD-A4NS-01,TCGA-DD-A73B-01,TCGA-DD-A73C-01,TCGA-DD-A73D-01,TCGA-DD-A73E-01,TCGA-DD-A73F-01,TCGA-DD-A73G-01,TCGA-ED-A459-01,TCGA-ED-A4XI-01,TCGA-ED-A5KG-01,TCGA-ED-A627-01,TCGA-ED-A66X-01,TCGA-ED-A66Y-01,TCGA-ED-A7PX-01,TCGA-ED-A7PY-01,TCGA-ED-A7PZ-01,TCGA-ED-A7XO-01,TCGA-ED-A7XP-01,TCGA-ED-A82E-01,TCGA-EP-A12J-01,TCGA-EP-A26S-01,TCGA-EP-A2KA-01,TCGA-EP-A2KB-01,TCGA-EP-A2KC-01,TCGA-EP-A3JL-01,TCGA-EP-A3RK-01,TCGA-ES-A2HS-01,TCGA-ES-A2HT-01,TCGA-FV-A23B-01,TCGA-FV-A2QQ-01,TCGA-FV-A2QR-01,TCGA-FV-A3R2-01,TCGA-FV-A3R3-01,TCGA-FV-A496-01,TCGA-FV-A4ZP-01,TCGA-FV-A4ZQ-01,TCGA-G3-A25S-01,TCGA-G3-A25U-01,TCGA-G3-A25V-01,TCGA-G3-A25Y-01,TCGA-G3-A25Z-01,TCGA-G3-A3CH-01,TCGA-G3-A3CI-01,TCGA-G3-A3CK-01,TCGA-G3-A5SJ-01,TCGA-G3-A5SK-01,TCGA-G3-A5SL-01,TCGA-G3-A5SM-01,TCGA-G3-A7M5-01,TCGA-G3-A7M6-01,TCGA-G3-A7M7-01,TCGA-G3-A7M8-01,TCGA-G3-A7M9-01,TCGA-HP-A5MZ-01,TCGA-HP-A5N0-01,TCGA-K7-A5RF-01,TCGA-K7-A5RG-01,TCGA-KR-A7K7-01,TCGA-LG-A6GG-01,TCGA-MR-A520-01,TCGA-NI-A4U2-01,TCGA-O8-A75V-01,TCGA-PD-A5DF-01,TCGA-RC-A6M6-01,TCGA-RG-A7D4-01,TCGA-UB-A7MB-01,TCGA-UB-A7MC-01,TCGA-UB-A7MD-01,TCGA-UB-A7MF-01
CCNG2,2.2175,0.9935,2.651,2.0604,1.6187,1.1577,0.0718,1.949,1.3567,1.3567,-0.6416,-0.4921,-0.4921,1.7575,0.6425,1.8643,2.1047,4.1498,4.6265,1.8801,3.2466,2.8178,-1.3183,2.9984,2.0707,3.9242,1.3167,-0.0425,1.1117,1.46,2.6067,0.2029,0.2881,-0.0877,0.7832,3.5337,0.8082,1.7575,3.3787,1.2636,-0.9686,1.7053,0.4016,1.7446,1.7954,2.4492,1.3901,0.8568,2.7487,1.7954,1.4335,3.0498,3.9365,1.4911,1.2085,0.1648,2.1247,-0.2498,0.6608,0.6969,-0.2671,1.8078,-1.1488,-0.1828,-0.5332,0.3573,4.443,2.4985,2.1411,1.9749,1.8879,2.3251,1.6234,1.46,1.8564,1.2085,1.8762,2.0604,0.7058,1.0642,2.2206,0.4552,2.3508,0.5666,0.537,1.5216,-2.0529,0.5568,2.0111,4.251,2.4252,2.5036,3.1179,3.4424,0.4967,-0.6193,0.517,2.1114,3.7804,1.3567,1.7617,1.412,1.8078,2.3843,0.3231,1.5806,-0.8084,-1.6394,3.3464,0.7146,1.125,2.8701,2.9243,1.8801,-1.9942,2.9109,-0.1504,0.0158,0.6239,1.2992,-0.2671,1.5366,1.9264,2.2268,1.7617,0.5271,1.2992,1.5013,-1.0862,2.9984,-0.013,0.5763,2.7763,1.7446,1.7995,1.4065,3.0163,-0.1031,1.766,2.4008,0.8961,0.434,1.412,2.1114,1.6604,1.4756,1.9111,1.7009,1.0983
CCR1,-0.1504,0.0718,-0.1665,0.7664,1.1184,0.0014,-1.3548,-0.6416,0.3796,-0.2845,-2.5479,-0.3201,-1.1172,1.0079,0.7058,-1.2481,1.7446,1.2271,1.6281,1.1706,1.8524,-0.0277,-1.1172,3.4384,3.6827,-0.0425,-0.3383,-0.2671,0.4552,-0.5125,-0.2159,-0.9971,-0.8339,-0.7346,0.1776,2.6693,-0.0877,-2.0529,2.8838,0.3115,0.2029,0.3573,-1.5105,-1.4305,-0.8863,0.3115,-1.2481,-0.8863,2.7636,1.4228,0.6517,0.24,-0.7588,1.334,1.7229,0.1388,-0.4921,-0.7108,-4.2934,-0.5332,-1.2142,-2.1779,-2.3147,-2.5479,-2.3884,-1.0862,1.125,1.0151,1.6604,-0.9971,-0.1828,0.1388,1.1382,1.4281,1.0007,-0.5125,-1.3548,-0.8863,-0.9406,1.1641,1.7912,-0.6873,1.0222,-2.114,-2.114,1.6281,-1.3183,0.8883,1.4547,3.1653,1.6649,2.1925,-2.5479,0.7579,-2.0529,-1.2481,0.5069,1.0847,0.1388,-0.3566,0.03,0.3115,-0.394,0.0718,0.9789,3.0619,-2.5479,-1.3548,0.5763,0.4552,0.2762,-0.1665,1.0779,-2.4659,-0.0574,1.9452,-0.1828,-0.3752,1.0847,0.8408,-0.6193,0.3685,0.099,0.6332,0.4016,0.7233,-1.0559,0.9191,-1.2481,-0.0725,-1.4699,1.0847,0.1648,1.1641,0.1124,2.4279,2.328,-0.6193,-1.5522,-1.2142,-1.3183,0.3796,1.595,-1.6394,1.2875,-1.9379,-0.6193,1.1897,1.1316
CCR10,-1.5105,-2.8262,-2.4659,-2.114,-2.6349,-0.7346,1.5266,-1.9379,-1.9379,-2.8262,-9.9658,-1.7322,-3.1714,-1.9379,-4.6082,-3.458,-1.9942,-1.5951,-1.5105,-0.7834,-2.2447,-0.6873,-3.458,-0.013,-1.9379,-0.5332,-2.9324,-3.1714,-2.3147,-2.6349,-3.1714,1.5013,-0.4325,-3.0469,-0.5125,-2.8262,-1.3548,-3.458,-0.9686,-1.5951,-0.8339,-2.0529,-2.4659,-2.4659,-9.9658,-1.1811,-1.685,-1.3921,-2.114,-2.7274,-4.035,-2.1779,-2.3884,-2.6349,-2.8262,-3.3076,-4.2934,-3.3076,-4.6082,-5.5735,2.6138,-2.5479,-2.114,-1.7809,-3.1714,-1.8314,-2.5479,-3.6259,-0.8599,-2.8262,-2.5479,-0.9971,-1.6394,-3.0469,-0.0574,-3.6259,-2.6349,-6.5064,-3.6259,-0.5756,-0.5973,-3.1714,-2.6349,-2.9324,-1.9942,2.3308,-1.5522,-1.1811,-3.1714,-0.0574,-2.4659,-2.0529,-1.9379,-2.8262,-3.816,-0.7588,-1.2828,-3.816,-1.8314,-3.816,-4.6082,-4.035,-3.1714,-4.035,-3.6259,-2.5479,-1.685,-3.816,-3.6259,-3.3076,-2.2447,-2.2447,-1.8836,1.9073,-2.0529,-2.114,-2.8262,-5.0116,-3.3076,-1.9379,-4.035,-2.3884,-2.9324,-4.2934,-2.2447,-9.9658,-4.2934,-0.8339,-1.4305,0.9493,-2.7274,-3.3076,1.7097,-1.8836,-2.6349,-2.2447,-1.9379,-2.0529,-3.3076,-4.2934,-5.0116,-4.6082,-2.5479,1.3846,-1.8314,-1.5105,-4.2934,-1.685,-1.4305
CCR2,-2.3884,0.2522,-2.9324,-1.7809,-1.0862,-1.5522,-4.6082,-1.8836,0.9115,-1.6394,-0.4131,-1.5522,-1.5105,0.24,1.2815,-2.3884,0.9038,-0.8863,0.0854,-0.9406,-1.0262,-1.7809,-1.8314,0.8961,1.9601,-1.4699,-1.9942,-2.5479,-0.8339,-2.4659,-1.685,-2.5479,-2.6349,-2.5479,-3.816,0.605,-2.9324,-5.5735,1.595,-0.8599,-1.1488,-3.0469,-3.1714,-3.3076,-0.3201,-0.5973,-2.3147,-2.9324,-0.3022,-0.7346,-3.1714,-0.2671,-1.0262,-3.458,-1.685,-3.1714,-2.1779,-0.6193,-3.0469,-2.2447,-2.114,-5.0116,-2.8262,-3.6259,-6.5064,-0.3566,-1.4699,0.6969,0.0854,-3.1714,-2.6349,-1.1488,-0.7834,-0.6643,-0.1665,-2.3884,-1.8314,-0.5756,-3.6259,-2.9324,1.0151,-4.035,-1.9942,-5.5735,-4.2934,0.4761,-4.6082,-1.7322,0.7493,3.3979,0.5666,0.1124,-2.3147,-0.8599,-2.8262,-6.5064,-1.9942,-0.3566,-1.3183,-0.394,-2.3147,-0.1345,-2.8262,-1.2481,0.03,1.2696,-3.6259,-1.4699,-0.0725,-0.3752,-3.458,-0.5973,0.1257,-4.035,-5.0116,2.3649,-2.9324,-3.3076,0.2998,-0.7834,-1.0262,-0.7346,-0.8339,-3.1714,0.1519,0.1903,-3.0469,-0.6193,-2.9324,0.5568,-1.5105,-3.1714,-1.9942,0.6239,-0.6193,-0.1828,2.7742,-1.2828,-2.9324,-2.3147,-4.035,-0.5973,-1.4305,-2.6349,1.5998,-1.685,-5.0116,-1.5951,-1.3548
CCR3,-6.5064,-5.5735,-1.8836,-5.0116,-6.5064,-9.9658,-9.9658,-4.035,-5.5735,-6.5064,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-3.458,-1.2828,-3.816,-4.2934,-1.8314,-2.8262,-4.035,-9.9658,-0.8339,-3.816,-2.9324,-5.0116,-2.8262,-5.5735,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-4.2934,0.9343,-9.9658,-4.035,-9.9658,-0.3383,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-3.1714,-5.0116,-5.0116,-5.0116,2.9432,-1.8836,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-5.5735,-6.5064,-9.9658,-9.9658,-0.5756,-4.2934,-2.2447,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-9.9658,-2.9324,-3.1714,-9.9658,-9.9658,-9.9658,-5.5735,-5.5735,-9.9658,-3.6259,-5.5735,-1.8836,-5.0116,-6.5064,-9.9658,-5.0116,-9.9658,-9.9658,-5.0116,-3.458,-3.6259,-5.5735,-9.9658,-5.5735,-6.5064,-4.2934,-5.5735,0.1124,-9.9658,-9.9658,-5.5735,-3.816,-5.5735,-5.0116,-5.5735,-9.9658,-9.9658,-3.1714,-4.035,-3.816,-9.9658,-6.5064,-4.6082,-9.9658,-4.035,-2.5479,-2.114,-5.0116,-5.0116,-5.0116,-5.5735,-3.3076,-6.5064,-9.9658,-2.6349,-4.035,-9.9658,-6.5064,-1.9379,-3.6259,-9.9658,-9.9658,-6.5064,-4.2934,-6.5064,-5.0116,-0.6643,-9.9658,-6.5064,-0.6193,-9.9658
CCR4,-4.6082,-3.816,-5.5735,-2.8262,-1.5105,-3.458,-9.9658,-4.6082,-2.8262,-4.035,-9.9658,-4.6082,-4.2934,-0.1665,-4.035,-6.5064,-1.3183,-1.1488,-1.6394,-3.6259,-2.6349,-1.1172,-9.9658,-2.6349,-1.9942,-4.6082,-4.035,-5.5735,-2.7274,-4.6082,-2.3884,-6.5064,-5.5735,-4.6082,-5.5735,-1.5522,-9.9658,-9.9658,0.434,-4.2934,-9.9658,-4.2934,-6.5064,0.3115,-4.2934,-4.2934,-5.5735,-4.2934,-1.2481,-2.8262,-4.2934,-0.4719,-3.0469,-4.6082,-5.0116,-6.5064,-3.3076,-4.6082,-9.9658,-4.2934,-9.9658,-6.5064,-9.9658,-6.5064,-6.5064,-3.816,-1.8314,-2.3147,-1.685,-6.5064,-9.9658,-3.6259,-2.114,-2.7274,-1.1811,-4.035,-4.6082,-4.6082,-6.5064,-4.6082,-0.9132,-6.5064,-5.0116,-6.5064,-9.9658,-1.5951,-9.9658,-6.5064,-2.1779,2.3677,-0.1665,-1.685,-3.0469,-3.458,-6.5064,-9.9658,-3.1714,-3.0469,-3.3076,-5.0116,-6.5064,-2.2447,-6.5064,-4.6082,-2.9324,-1.6394,-9.9658,-5.5735,-1.5951,-3.816,-5.5735,-3.816,-2.5479,-2.114,-4.2934,-2.114,-6.5064,-6.5064,-1.5951,-0.6643,-4.2934,-3.3076,-2.2447,-2.9324,-1.1811,-3.1714,-3.816,-3.0469,-4.6082,-2.5479,-5.0116,-6.5064,-2.9324,-1.6394,-3.6259,-1.4305,-0.1993,-3.6259,-4.035,-4.6082,-3.816,-2.7274,-2.114,-3.458,-2.7274,-5.5735,-4.6082,-1.9379,-2.9324
CCR5,-2.6349,-1.3183,-2.6349,-0.013,-0.9132,-1.1172,-5.5735,0.3346,-0.0877,-1.5105,-3.816,-0.9971,-0.6416,1.0079,-0.6193,-2.114,1.6649,0.1124,1.5216,0.5271,0.044,-0.3752,-2.0529,2.8542,3.7182,-0.6193,-1.2828,-1.1811,-1.3921,-1.5105,-0.6873,-2.6349,-1.5105,-2.4659,-1.5522,3.1294,-2.4659,-3.6259,2.2206,-1.1172,-1.4305,-1.2828,-3.3076,-3.816,-1.3548,-0.9132,-3.1714,-1.7322,2.9338,-0.2671,-2.2447,0.517,-1.2481,-0.4719,-1.1488,0.2029,-2.3884,-0.6416,-2.3884,-2.4659,-3.1714,-5.5735,-1.4699,-2.9324,-4.2934,-0.6416,0.2642,0.4447,0.7664,-3.6259,-3.0469,-0.9686,-0.8339,-0.3566,-0.0725,-2.1779,-2.114,-1.1172,-3.6259,-1.4699,1.3051,-3.6259,-1.1811,-4.035,-4.2934,1.683,-3.1714,-1.4699,1.0293,3.8866,1.0503,0.8647,-2.8262,-0.3022,-2.1779,-3.3076,-0.8339,0.1903,-1.0862,-1.5105,-1.2481,0.688,-1.8836,-1.5105,0.1776,1.1641,-3.3076,-1.6394,0.1257,0.1388,-1.3548,-0.6416,-0.0725,-4.035,-0.2845,1.7403,-1.8314,-3.3076,0.3346,-0.013,-1.8314,-0.6873,-0.7346,-0.0277,0.9115,-0.9971,-2.6349,0.058,-2.2447,0.2029,-2.114,-1.9942,-0.2498,0.5666,-1.2142,0.6332,2.6693,-0.7834,-2.3884,-1.8836,-2.2447,0.0158,0.2029,-1.7322,1.3283,-2.9324,-2.3884,-0.5332,0.7146
CCR6,-1.6394,-4.2934,-2.6349,1.766,-0.7834,-6.5064,-2.3147,0.4016,-2.9324,-3.6259,-3.1714,0.7321,0.4125,0.8883,-0.2159,0.5271,0.044,3.7149,-1.8836,-1.7322,0.3796,1.1447,-0.2498,-1.7322,-4.035,-2.3147,1.4808,-2.6349,2.8301,-0.4921,-0.9132,-4.2934,-2.9324,-4.6082,-4.035,-3.458,-9.9658,-9.9658,0.2277,-3.458,-5.5735,-1.2481,-3.3076,-9.9658,-2.7274,-2.8262,-3.458,-4.035,-0.2159,-0.7346,-4.6082,2.828,-0.3022,-1.4699,-3.816,-2.9324,-1.9379,0.058,-3.816,-5.5735,-2.6349,0.03,-9.9658,-1.4699,-9.9658,-1.3921,-2.6349,-0.6643,0.3796,-0.7346,-6.5064,-1.7322,1.3735,-2.9324,-1.5105,-9.9658,-0.0425,-2.3884,-5.0116,-0.1187,-0.7834,-0.2498,-2.9324,-9.9658,-9.9658,-0.6873,0.4761,-2.9324,1.0007,3.8147,0.4447,2.3251,0.3346,-3.6259,-0.3566,-4.6082,-3.458,-1.0262,-2.7274,-3.6259,-4.6082,0.3796,-0.1187,-3.3076,-0.5125,-0.4131,-4.6082,-0.7834,-1.2481,-0.4719,-6.5064,-4.035,1.2875,-4.6082,0.0014,0.7748,-3.6259,-9.9658,-0.6643,-0.6416,-3.0469,-3.458,-2.9324,-3.0469,0.7407,-4.2934,-3.816,-1.6394,-6.5064,-1.3548,-2.8262,-0.7588,1.8201,-0.5332,-4.035,-1.4699,-0.4719,-1.2142,1.2271,-3.6259,-9.9658,-1.9379,-3.3076,-1.7322,-0.6643,-5.5735,-9.9658,-1.6394,1.4228
CCR7,-4.035,-3.0469,-3.458,-2.3147,-1.685,-1.3921,-0.5332,-3.3076,-0.8084,-2.4659,-6.5064,-2.1779,-2.4659,2.7051,-2.3884,-3.458,1.1512,-0.8339,-0.5973,-1.2142,-3.0469,-2.3884,-2.0529,0.346,0.8647,-1.1811,-3.0469,-2.8262,-0.3201,-1.8836,-2.7274,-1.5951,-2.114,-2.114,-3.816,-0.9686,-4.6082,-4.035,2.1345,-1.5522,-1.9942,-2.7274,-4.035,-5.0116,-2.2447,-2.3147,-3.0469,-4.6082,1.3454,-0.4521,-0.9971,1.6187,-1.4305,-4.6082,-2.114,-3.0469,-1.0559,-0.5756,-3.816,-2.3147,-2.4659,-2.9324,-2.8262,-2.7274,-3.0469,-0.1665,-2.6349,-0.5332,0.4552,-3.3076,-1.4699,-1.5105,-1.3921,-0.6873,0.7233,-1.2481,-2.7274,-0.4921,-2.5479,-1.9942,0.2522,-3.6259,-1.5951,-4.6082,-1.7322,-0.2159,-4.6082,-1.7809,-0.7588,5.7795,0.6699,-0.3383,-2.9324,-2.3884,-2.8262,-5.0116,-0.3566,-1.9942,-2.4659,-3.816,-3.0469,0.2154,-2.9324,-1.9379,-0.1828,0.4865,-4.035,-1.2142,-0.1345,-1.0862,-3.1714,-2.8262,-0.5125,-2.1779,-3.0469,-0.8084,-3.3076,-2.3147,1.2023,1.0779,-1.5951,-0.7108,0.4865,-0.1665,0.7748,-1.2142,-1.4305,-0.1665,-2.6349,0.7146,-1.9379,-0.013,-2.3147,0.2522,-1.3548,0.3231,1.5216,-0.1504,-3.6259,-1.1488,-2.9324,-0.0725,-1.5951,-1.9942,0.03,-4.035,-3.1714,-0.8863,-1.1172
CCR8,-6.5064,-4.6082,-9.9658,-1.9379,-6.5064,-2.7274,-9.9658,-3.816,-4.035,-5.0116,-9.9658,-9.9658,-5.5735,-1.2481,-5.0116,-9.9658,-2.0529,-1.5105,-3.458,-2.8262,-2.3884,-2.0529,-9.9658,-1.6394,-2.9324,-5.5735,-3.458,-4.2934,-3.816,-5.5735,-4.6082,-5.5735,-9.9658,-9.9658,-5.5735,-1.7809,-4.035,-9.9658,-0.3752,-5.5735,-5.5735,-6.5064,-9.9658,-9.9658,-4.6082,-3.816,-9.9658,-5.5735,-0.7588,-4.2934,-3.816,-1.8836,-4.035,-4.2934,-4.6082,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-1.7809,-3.3076,-1.9942,-9.9658,-9.9658,-3.3076,-5.5735,-2.7274,-1.5951,-9.9658,-5.5735,-5.0116,-9.9658,-3.3076,-2.8262,-9.9658,-9.9658,-9.9658,-9.9658,-1.4305,-9.9658,-4.6082,-3.816,0.4016,-3.458,-2.7274,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-2.4659,-3.1714,-9.9658,-6.5064,-2.5479,-9.9658,-9.9658,-2.5479,-2.3884,-9.9658,-9.9658,-3.0469,-2.6349,-5.5735,-5.0116,-4.2934,-9.9658,-9.9658,-3.458,-9.9658,-4.035,-2.6349,-2.9324,-3.816,-2.8262,-4.035,-1.7322,-1.9379,-5.5735,-5.5735,-2.2447,-5.5735,-5.5735,-9.9658,-5.5735,-2.7274,-2.5479,-5.5735,-9.9658,0.9268,-5.5735,-9.9658,-9.9658,-9.9658,-6.5064,-3.458,-3.6259,-4.035,-5.5735,-9.9658,-2.9324,-4.6082
CCR9,-5.5735,-9.9658,-5.5735,-5.0116,-5.0116,-9.9658,-9.9658,-5.0116,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-5.5735,-9.9658,-9.9658,-5.5735,-5.5735,-6.5064,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-6.5064,-5.5735,-6.5064,-5.5735,1.3109,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-2.5479,-9.9658,-6.5064,-9.9658,-6.5064,-6.5064,-9.9658,-5.5735,-2.9324,-6.5064,-9.9658,-5.0116,-6.5064,-9.9658,-9.9658,-9.9658,-5.0116,-6.5064,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-1.9942,-9.9658,-9.9658,-9.9658,-5.5735,-6.5064,-9.9658,-9.9658,-6.5064,-6.5064,-5.0116,-5.5735,-9.9658,-6.5064,-9.9658,-9.9658,-4.6082,-9.9658,-3.458,-9.9658,-4.6082,-5.5735,-9.9658,-9.9658,-5.0116,-0.8599,-9.9658,-5.5735,-5.5735,-9.9658,-9.9658,-9.9658,-4.6082,-6.5064,-9.9658,-5.5735,-6.5064,-5.0116,-6.5064,-9.9658,-6.5064,-5.5735,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-4.6082,-5.0116,-9.9658,-5.5735,-9.9658,-9.9658,-5.5735,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-5.0116,-9.9658,-9.9658,-5.5735,-6.5064,-9.9658,-9.9658,-9.9658,-4.6082,-5.5735,-5.0116,-5.5735,-9.9658,-6.5064,-9.9658,-6.5064,-6.5064,-9.9658,-6.5064,-9.9658,-6.5064,-6.5064,-5.5735,-9.9658
CD14,7.0931,7.8437,6.5808,5.4663,8.5745,7.8612,9.6531,6.0354,9.7796,7.7887,6.763,6.6589,8.7244,7.7819,7.6834,5.7753,4.9796,6.3684,5.3049,8.8929,5.7445,4.1962,6.981,7.2047,9.0081,5.0648,7.5651,6.3835,6.4809,5.0211,5.4809,7.0539,6.7006,6.7116,4.4784,7.6802,3.1442,10.0761,6.2038,10.226,7.6966,6.0616,7.6317,6.3887,7.4871,7.7266,9.1877,6.0438,5.6588,8.127,6.8241,4.3548,5.4861,6.467,5.1198,6.6103,6.7491,8.4741,7.5877,6.8626,6.5228,8.0481,9.13,7.5065,8.4849,6.923,5.8253,6.4007,6.6121,7.2867,6.2288,7.8126,6.8556,7.9756,7.6096,8.5057,6.3947,8.2854,7.1043,5.2672,8.1281,6.5264,6.3384,8.2966,5.9296,8.7436,8.1282,6.2361,8.8562,6.0312,8.3953,7.7023,5.1587,4.3442,9.1937,6.2211,8.5547,6.8686,3.6883,7.5117,7.2006,5.3834,6.9898,6.7223,6.7064,7.6067,7.6193,9.2141,7.0332,8.4285,8.1577,8.4322,5.254,8.3517,6.7432,6.4893,7.528,7.0197,8.4508,6.4943,7.6543,7.553,7.8685,7.3304,5.6823,8.7129,7.9995,8.2332,8.6243,6.2741,6.0713,7.379,4.2196,7.3734,9.1331,8.3385,6.7671,5.7046,9.1758,7.202,6.7243,8.6992,8.8917,6.1561,5.104,6.3976,7.0531,7.0445,5.6017
CD19,-3.0469,-4.6082,-5.5735,-2.8262,-2.4659,-4.6082,-9.9658,-3.816,-2.9324,-1.3921,-1.5951,-3.0469,-1.5951,2.236,-1.4699,-4.2934,0.7748,-2.6349,-4.2934,-3.458,-4.035,1.3956,-3.6259,-0.7108,-1.1811,-4.6082,-4.035,-0.1187,-1.2142,-0.5973,-0.1504,-3.458,-4.6082,-3.3076,-0.6873,-2.6349,-2.6349,-9.9658,0.9419,-3.0469,-1.1811,-9.9658,-2.3147,-4.2934,-9.9658,-0.3383,-4.6082,-4.2934,-1.4699,-4.6082,-5.5735,0.9115,-3.816,-4.2934,-3.458,-1.7322,-4.2934,-1.6394,-5.0116,-3.816,-0.7346,-9.9658,-1.685,-2.2447,-4.2934,-3.458,-0.9406,-2.7274,-2.7274,-9.9658,-3.6259,-4.6082,-4.6082,-1.3921,-0.5332,-9.9658,-3.1714,-4.6082,-3.816,-3.458,-1.4699,-1.7322,-5.5735,-6.5064,-9.9658,-3.458,-5.0116,-1.4699,-3.6259,5.0968,-0.3383,-1.8836,-9.9658,-3.6259,-4.035,4.0705,-1.9942,0.9268,-3.3076,-3.6259,-9.9658,-1.3921,-5.0116,-3.1714,-2.3147,0.1519,-9.9658,-2.3884,-3.1714,-1.7322,-5.0116,-9.9658,-3.6259,-9.9658,-9.9658,0.1648,-3.458,-3.458,-2.2447,-1.685,-9.9658,-1.2828,-2.114,-3.0469,-0.394,-4.2934,-5.5735,-1.2481,-9.9658,-0.1345,-4.035,-5.0116,2.4857,-0.9406,-2.4659,-0.3566,2.3788,-1.685,-9.9658,-4.6082,-6.5064,-1.2142,-3.816,-0.9406,1.8643,-5.5735,-2.3884,-3.3076,-2.5479
CD209,-0.4521,0.8883,-0.0425,1.9377,0.1903,-0.6873,-0.0277,-0.5973,1.2815,-0.013,-3.3076,-0.5125,-1.5951,0.6969,0.6332,-1.6394,0.7058,1.6512,-1.3183,-0.1187,1.9452,-1.0862,-0.4719,1.4756,4.0278,-0.4521,-0.5543,-1.4699,-0.6643,-0.2328,-0.9132,-1.3183,-0.9686,-1.4699,-1.4305,2.4857,-2.1779,-3.1714,0.8246,0.517,-1.1811,0.517,-1.685,-1.2142,-0.394,1.1641,-0.3201,-1.5522,-0.0725,0.6608,0.8164,-0.7108,0.0854,0.8164,0.5271,0.5763,-2.4659,-0.3566,-3.0469,-1.685,-2.6349,-1.4699,-1.9379,-2.7274,-1.9942,-0.5756,1.2394,0.4125,0.5271,-1.7809,-0.7108,-1.1488,-1.1172,-2.8262,1.7617,-1.2828,-0.9406,0.058,-0.6873,-0.0574,-0.013,-0.5332,-0.1187,-2.8262,-1.9379,0.0854,0.7321,-0.013,0.7058,2.0638,0.3115,0.0718,-1.8836,-4.035,-1.3548,-3.1714,-1.3548,-0.0877,-3.816,0.2642,-1.1811,0.099,-1.5105,-0.5543,1.5465,3.4116,-1.5522,-0.7108,-0.8339,0.7832,-3.1714,-1.1172,0.6699,-3.1714,0.1388,1.334,1.6281,-2.2447,0.1776,-0.0277,-0.4521,0.7407,0.7916,0.1903,0.058,-0.4719,-1.2481,-0.8599,-0.6193,-0.9686,-1.3183,-0.3566,-2.3884,1.1382,0.0854,-0.0277,0.8805,1.0151,-1.7809,-1.3548,-1.0862,1.5465,-2.0529,-0.7834,-1.0559,-1.6394,-1.2481,0.3115,1.6604
