gene_name,TCGA-BC-A10R-01,TCGA-BC-A10T-01,TCGA-BC-A10U-01,TCGA-BC-A10W-01,TCGA-BC-A10X-01,TCGA-BC-A10Y-01,TCGA-BC-A10Z-01,TCGA-BC-A216-01,TCGA-BC-A217-01,TCGA-BC-A3KF-01,TCGA-BC-A5W4-01,TCGA-BC-A69H-01,TCGA-BD-A2L6-01,TCGA-BD-A3EP-01,TCGA-BW-A5NO-01,TCGA-BW-A5NP-01,TCGA-BW-A5NQ-01,TCGA-CC-5258-01,TCGA-CC-5260-01,TCGA-CC-5262-01,TCGA-CC-5263-01,TCGA-CC-5264-01,TCGA-CC-A123-01,TCGA-CC-A1HT-01,TCGA-CC-A3M9-01,TCGA-CC-A3MA-01,TCGA-CC-A3MB-01,TCGA-CC-A3MC-01,TCGA-CC-A5UC-01,TCGA-CC-A5UD-01,TCGA-CC-A5UE-01,TCGA-CC-A7IF-01,TCGA-CC-A7IG-01,TCGA-CC-A7IH-01,TCGA-CC-A7II-01,TCGA-CC-A7IJ-01,TCGA-CC-A7IK-01,TCGA-CC-A7IL-01,TCGA-DD-A114-01,TCGA-DD-A115-01,TCGA-DD-A116-01,TCGA-DD-A118-01,TCGA-DD-A119-01,TCGA-DD-A11A-01,TCGA-DD-A11B-01,TCGA-DD-A11C-01,TCGA-DD-A11D-01,TCGA-DD-A1EB-01,TCGA-DD-A1EC-01,TCGA-DD-A1ED-01,TCGA-DD-A1EE-01,TCGA-DD-A1EF-01,TCGA-DD-A1EH-01,TCGA-DD-A1EJ-01,TCGA-DD-A1EL-01,TCGA-DD-A39V-01,TCGA-DD-A39W-01,TCGA-DD-A39X-01,TCGA-DD-A39Z-01,TCGA-DD-A3A2-01,TCGA-DD-A3A3-01,TCGA-DD-A3A4-01,TCGA-DD-A3A5-01,TCGA-DD-A3A7-01,TCGA-DD-A3A8-01,TCGA-DD-A3A9-01,TCGA-DD-A4NA-01,TCGA-DD-A4NB-01,TCGA-DD-A4ND-01,TCGA-DD-A4NE-01,TCGA-DD-A4NF-01,TCGA-DD-A4NG-01,TCGA-DD-A4NH-01,TCGA-DD-A4NI-01,TCGA-DD-A4NJ-01,TCGA-DD-A4NK-01,TCGA-DD-A4NN-01,TCGA-DD-A4NO-01,TCGA-DD-A4NP-01,TCGA-DD-A4NQ-01,TCGA-DD-A4NS-01,TCGA-DD-A73B-01,TCGA-DD-A73C-01,TCGA-DD-A73D-01,TCGA-DD-A73E-01,TCGA-DD-A73F-01,TCGA-DD-A73G-01,TCGA-ED-A459-01,TCGA-ED-A4XI-01,TCGA-ED-A5KG-01,TCGA-ED-A627-01,TCGA-ED-A66X-01,TCGA-ED-A66Y-01,TCGA-ED-A7PX-01,TCGA-ED-A7PY-01,TCGA-ED-A7PZ-01,TCGA-ED-A7XO-01,TCGA-ED-A7XP-01,TCGA-ED-A82E-01,TCGA-EP-A12J-01,TCGA-EP-A26S-01,TCGA-EP-A2KA-01,TCGA-EP-A2KB-01,TCGA-EP-A2KC-01,TCGA-EP-A3JL-01,TCGA-EP-A3RK-01,TCGA-ES-A2HS-01,TCGA-ES-A2HT-01,TCGA-FV-A23B-01,TCGA-FV-A2QQ-01,TCGA-FV-A2QR-01,TCGA-FV-A3R2-01,TCGA-FV-A3R3-01,TCGA-FV-A496-01,TCGA-FV-A4ZP-01,TCGA-FV-A4ZQ-01,TCGA-G3-A25S-01,TCGA-G3-A25U-01,TCGA-G3-A25V-01,TCGA-G3-A25Y-01,TCGA-G3-A25Z-01,TCGA-G3-A3CH-01,TCGA-G3-A3CI-01,TCGA-G3-A3CK-01,TCGA-G3-A5SJ-01,TCGA-G3-A5SK-01,TCGA-G3-A5SL-01,TCGA-G3-A5SM-01,TCGA-G3-A7M5-01,TCGA-G3-A7M6-01,TCGA-G3-A7M7-01,TCGA-G3-A7M8-01,TCGA-G3-A7M9-01,TCGA-HP-A5MZ-01,TCGA-HP-A5N0-01,TCGA-K7-A5RF-01,TCGA-K7-A5RG-01,TCGA-KR-A7K7-01,TCGA-LG-A6GG-01,TCGA-MR-A520-01,TCGA-NI-A4U2-01,TCGA-O8-A75V-01,TCGA-PD-A5DF-01,TCGA-RC-A6M6-01,TCGA-RG-A7D4-01,TCGA-UB-A7MB-01,TCGA-UB-A7MC-01,TCGA-UB-A7MD-01,TCGA-UB-A7MF-01
NOD1,0.4552,0.0014,0.537,0.3907,-0.1828,0.7999,-0.4131,0.605,0.9115,0.1388,0.4016,-0.1345,-0.1993,1.2696,0.6699,0.4233,1.2696,-0.2845,1.2992,0.1776,0.7058,0.5271,-0.9971,2.0912,1.0573,1.5216,-0.2328,0.24,-0.0574,0.5763,0.5568,0.0854,-0.3022,-0.5125,0.3115,1.6512,0.1648,-1.2481,1.4335,-0.013,-0.1031,-0.1828,-0.5756,-0.2845,-0.1187,0.5271,0.0718,-0.0725,0.5955,-0.3752,0.2998,0.0158,-0.1504,-0.5973,0.8568,-0.4131,0.1124,-0.3566,-1.4305,-1.4305,-1.5951,-1.685,0.058,0.099,-0.6643,0.044,0.3685,1.4065,1.4808,0.2762,-1.0862,0.1903,0.9789,0.0718,0.9935,0.1903,0.5568,0.4865,-1.0262,0.2154,1.0151,-0.9971,0.1648,-1.5105,0.1648,-0.2328,-1.1172,-0.394,0.1776,2.2901,0.7493,0.9642,-0.3383,1.2756,-0.2498,-0.5756,0.3231,0.3115,0.8246,0.1519,-0.4719,0.346,0.2522,0.547,0.2277,0.5568,-0.9132,-0.3752,0.2029,0.099,-0.0277,0.7146,0.8246,-0.3022,1.3791,0.5859,-0.3752,-0.394,0.4761,1.3679,-0.4131,0.4865,-0.8599,-0.4521,0.346,0.03,-0.5543,0.4552,0.537,2.0218,0.4447,-0.0574,1.4335,0.9642,0.099,0.1388,0.7233,0.1124,-0.8084,-0.9971,-0.4719,-0.3022,1.1641,0.547,0.9935,0.9935,0.1648,1.0573,1.2085
NOD2,-3.6259,-3.1714,0.4447,-1.9942,-1.5522,-3.0469,-2.3147,-1.6394,-0.1993,-1.8836,-2.4659,-3.6259,-2.7274,-0.3022,-1.0262,-0.9686,0.044,-2.0529,-1.5105,-0.7108,-0.394,-2.8262,-5.5735,0.7579,0.5763,-0.9132,-2.6349,-2.6349,-3.816,-2.2447,-1.8314,-3.6259,-1.3548,-4.6082,-3.1714,-0.2671,0.4865,-1.685,-0.1665,-3.458,-2.7274,-4.035,-2.3147,-1.7322,-1.8314,-2.4659,0.0718,-1.2828,-0.6873,-2.9324,-0.8863,-1.3921,-1.9942,-2.1779,-0.4521,-2.8262,-2.6349,-2.3147,-6.5064,-1.3183,-5.5735,-2.114,-3.1714,-2.0529,-4.035,-3.816,-0.8339,-2.8262,-0.0425,-3.3076,-3.3076,-2.114,0.8408,-2.2447,0.0718,-0.9686,-1.3921,-2.7274,-5.0116,-0.5756,-0.9686,-2.3147,-1.9379,-6.5064,-3.6259,-0.4921,-4.2934,-0.9686,-1.3921,1.0222,-0.8863,-1.2481,-4.6082,-1.2142,-4.035,-2.2447,-0.8339,-0.4521,-1.7322,-1.3183,-3.458,-2.4659,-3.1714,-0.9686,-2.0529,-0.9686,-4.2934,-2.8262,-1.685,-2.2447,0.9038,-1.685,-2.5479,-0.3383,-4.2934,0.605,-3.816,-3.816,-1.5105,0.2642,-3.0469,-3.1714,-2.5479,-2.9324,-1.3183,-3.0469,-3.3076,0.1388,-1.3183,-1.3548,-4.035,-1.8314,-0.3022,-0.7346,-1.1172,-1.3548,0.8488,-1.8836,-2.0529,-3.3076,-0.6193,-2.3147,-1.3548,-3.6259,-0.1345,-5.0116,-1.3548,0.5271,-0.0277
NODAL,-6.5064,-5.5735,-4.6082,-5.5735,-9.9658,-5.0116,-5.5735,-9.9658,-4.6082,-3.1714,-9.9658,-4.6082,-9.9658,-9.9658,-4.035,-9.9658,-3.458,-4.6082,-9.9658,-5.0116,-4.2934,-4.2934,-9.9658,-4.2934,-5.5735,-1.5522,-5.5735,-4.2934,-9.9658,-3.3076,-5.5735,-4.6082,-6.5064,-2.0529,-4.035,-9.9658,-2.114,-3.0469,-9.9658,-4.6082,-3.816,-6.5064,-4.2934,-4.6082,-5.0116,-4.2934,-9.9658,-5.5735,-4.6082,-6.5064,-5.5735,-3.458,-4.6082,-5.5735,-5.0116,-9.9658,-3.3076,-9.9658,-5.5735,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-5.5735,-3.1714,-9.9658,-2.6349,-3.816,-5.0116,-4.6082,-4.2934,-5.5735,-5.5735,-5.5735,-4.6082,-4.6082,-3.458,-4.2934,-4.2934,-4.6082,-2.8262,-6.5064,-9.9658,-5.5735,-6.5064,-5.0116,-5.0116,-4.6082,-3.6259,-4.035,-4.035,-5.5735,-5.0116,-3.6259,-4.6082,-3.3076,-5.0116,-9.9658,-3.816,-3.1714,-4.6082,-2.4659,-6.5064,-5.5735,-6.5064,-9.9658,-5.5735,-5.5735,-5.5735,-3.6259,-9.9658,-2.3147,-5.5735,-4.6082,-6.5064,-5.0116,-9.9658,-5.5735,-5.5735,-5.0116,-9.9658,-5.0116,-6.5064,-5.0116,-9.9658,-1.9942,-9.9658,-3.6259,-1.1172,-4.6082,-4.6082,-9.9658,-2.7274,-3.1714,-4.6082,-9.9658,-9.9658,-6.5064,-9.9658,-5.5735,-2.5479,-9.9658,-2.2447,-9.9658,-4.6082
NOG,-3.816,-4.2934,-4.6082,-6.5064,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-6.5064,-4.6082,-5.5735,-9.9658,-5.5735,-3.816,-5.5735,-4.6082,-4.2934,-9.9658,-5.5735,-2.0529,-5.0116,-9.9658,-9.9658,-6.5064,-1.2481,-9.9658,-9.9658,-3.6259,-5.5735,-5.5735,-9.9658,-9.9658,-6.5064,-3.3076,-6.5064,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-5.5735,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.458,-6.5064,-2.6349,-9.9658,-9.9658,-9.9658,-4.035,-5.0116,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-3.1714,-1.1172,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-5.5735,-9.9658,-0.9406,-4.6082,-5.5735,-9.9658,-3.6259,-9.9658,-3.458,-3.6259,-6.5064,-3.3076,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-5.5735,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-6.5064,-9.9658,-5.0116,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-5.0116,-6.5064,-9.9658,-6.5064,-0.0725,-5.5735,-3.458,-5.0116,-4.035,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-2.6349,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658
NOS1,-9.9658,-6.5064,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-5.5735,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-6.5064,-9.9658,-6.5064,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-1.3183,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.6259,-9.9658,-6.5064,-6.5064,0.6332,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-6.5064,-4.6082,-6.5064,-6.5064,-9.9658,-9.9658,-5.5735,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-0.3022,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-6.5064,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-4.6082,-6.5064,-9.9658,-9.9658,-9.9658,0.8726,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-6.5064,-9.9658
NOS2,0.1388,-0.1504,-2.8262,-0.0574,-3.816,-1.6394,-5.5735,-2.3884,-5.0116,-1.6394,-0.9971,-2.2447,-3.0469,-1.7809,-3.816,-4.6082,-3.0469,-1.9379,-2.1779,-2.4659,-3.6259,-2.1779,-5.0116,-2.8262,-1.3548,-0.0877,-2.9324,-1.2828,-2.2447,-1.9379,-3.816,-4.035,-3.6259,-0.8339,-0.6416,-0.8863,-4.6082,-3.3076,0.6699,-1.9379,-3.6259,-0.9971,-2.4659,-1.9379,1.7403,-1.6394,2.0183,0.7664,-4.6082,-1.9379,-0.6193,-3.1714,-2.1779,-4.6082,-3.0469,-4.2934,-4.6082,-3.3076,-4.2934,-2.2447,-3.0469,-4.2934,-2.0529,-3.458,-2.3884,-1.3183,-3.3076,-0.8084,-2.114,-0.7108,-3.1714,-2.4659,-3.0469,-2.7274,-0.4719,-2.4659,-1.7809,-0.4921,0.7407,-3.6259,-0.9686,-2.8262,-0.3566,0.1519,-2.3147,-3.6259,-4.035,-1.8314,-2.0529,-3.816,-3.458,-1.4699,-2.9324,-2.2447,-2.8262,-5.0116,-1.3183,-2.4659,-0.9132,-1.9942,-4.2934,-1.3183,-2.114,-0.8863,-2.4659,-3.0469,-3.1714,-4.2934,-2.3884,-2.7274,-0.8339,-2.3147,-0.3022,0.1776,-9.9658,-9.9658,-6.5064,-2.3884,-1.3921,-1.4305,0.2029,-2.3884,-0.7108,-0.7588,-2.1779,-2.2447,-2.3884,-2.3884,-2.1779,-1.2828,-2.1779,-3.1714,-0.2671,-1.5522,0.8164,-2.114,-3.1714,-3.816,-2.8262,-1.4305,1.6875,-0.4521,-1.0559,-3.1714,-3.458,-3.1714,0.0014,-0.8339,-4.035
NOS3,1.7786,2.685,4.3392,2.0604,1.9264,1.3167,0.3907,-1.685,0.044,1.6964,-1.1488,-0.3383,0.7407,3.0706,0.2522,0.6969,1.5366,1.0642,2.6019,2.9128,0.8647,0.8164,-2.2447,2.0569,3.1011,3.0808,1.6875,2.9984,2.6325,1.7786,1.5758,1.1382,1.412,1.7403,1.0222,1.9638,0.7321,1.0363,3.3717,1.8762,1.3679,1.6327,0.517,0.9789,0.7146,2.3564,0.605,0.8883,1.2516,1.0079,2.5188,1.9601,1.0642,0.2029,1.125,1.1316,0.8805,1.7403,-0.1665,0.0014,2.7336,0.9038,1.6604,-0.6193,0.4016,2.8381,2.5658,2.8542,2.6693,1.3735,0.5955,0.688,0.4657,0.547,1.5115,1.0222,1.9415,1.8201,0.2029,0.4233,3.5424,0.5955,0.9789,0.1388,0.6145,2.3649,0.044,-0.4325,2.3843,1.8078,3.9002,2.3704,0.9493,2.4439,-0.5973,0.517,2.6738,2.8582,1.6649,0.5568,0.8568,0.0854,1.0915,1.8404,2.1988,1.9931,1.0079,1.6374,1.8363,2.167,2.2753,0.9038,2.2842,0.7493,-1.2481,-0.5543,0.6425,0.099,1.9601,2.6278,1.5758,2.2237,1.5465,0.4125,0.7579,0.688,-0.1345,2.7051,0.9568,3.1426,2.004,1.2085,2.8117,2.3164,2.1476,1.7995,1.5758,0.8082,0.4761,0.6425,1.177,2.1988,2.0569,1.9377,0.2029,0.7146,0.5069,2.6828,1.125
NOTCH1,1.5612,1.5806,-0.2498,2.4934,1.1117,1.3901,-0.3566,2.4934,-0.1345,0.6969,0.3231,0.044,0.8805,1.949,0.537,2.4225,0.517,1.7912,2.9338,1.5998,3.6324,2.2452,-0.4131,2.5804,2.0004,3.6961,1.5316,1.5661,0.9038,1.766,0.2762,0.537,1.7702,1.1117,3.3619,1.9712,1.0779,-0.2498,3.2722,1.8879,-0.1665,2.128,0.0158,0.3573,0.3231,1.7995,1.2023,1.0222,1.6281,0.7407,1.2576,2.4779,3.1028,0.5568,-0.1345,0.4657,-0.7108,1.0642,0.4967,0.099,-1.0559,0.1257,0.2154,-1.3183,0.0854,1.9377,3.5436,2.6805,2.004,1.4228,0.8805,0.9268,2.9167,0.4447,1.5266,2.5112,3.2541,0.9493,-0.3022,0.679,2.4985,1.884,1.8957,-0.9971,1.2992,1.3791,1.2023,0.5763,2.0076,2.8402,1.8564,2.4412,3.4635,2.6325,1.6512,0.4447,1.6281,1.4174,2.5061,1.3567,1.0573,0.6239,0.5763,0.6239,1.0151,1.0915,0.099,0.3115,2.3564,0.5568,2.2573,0.9716,2.1574,0.4233,0.7748,0.688,-0.5973,1.3791,1.1184,3.2541,-0.3022,1.177,0.3907,-0.2159,0.9935,-0.1504,-0.4719,1.2992,-0.5756,3.7335,0.2881,1.5165,3.483,2.0604,2.0979,1.1833,2.0979,1.1577,0.6517,0.2762,0.1388,0.9568,1.2696,2.9052,0.8246,2.2421,1.6187,1.692,0.9789
NOTCH2,2.609,2.5011,2.651,4.1668,2.1734,2.2543,1.4652,1.9527,2.0395,3.0859,1.5316,-0.0725,1.8524,2.3337,2.5363,3.3535,-0.3566,2.6602,5.6628,2.0535,3.7646,4.518,0.8327,4.3428,3.0978,4.5736,2.4649,2.0946,1.0007,2.236,2.8096,1.0847,1.5998,2.0604,2.2543,3.6771,2.7993,1.7489,4.7666,3.0038,0.9343,2.6255,0.517,1.9749,3.0234,3.6066,2.0979,1.9149,2.5163,1.4704,2.1862,1.4756,4.8151,2.2113,1.2815,-0.7588,-1.3921,1.6093,0.4447,1.0573,-1.7322,2.3843,1.6558,-0.0725,0.1519,1.0711,5.0206,3.1393,3.838,1.0151,1.3109,1.3735,1.9749,2.081,3.9783,3.5596,2.8602,2.6918,0.8164,2.7205,2.9281,2.4492,2.6161,1.3735,2.118,3.0092,0.7058,3.6172,2.3222,3.1955,3.0393,3.325,2.5561,3.0825,1.674,0.9642,2.6918,2.5363,4.435,2.5213,1.8078,1.3567,1.4011,1.5709,1.2455,1.6649,0.8805,0.24,3.5754,1.6187,2.8522,2.982,3.3435,1.8643,0.2277,2.0395,0.2642,2.7615,2.1798,2.2391,1.7273,2.4701,2.0076,2.0912,2.8916,0.9493,2.0004,2.004,0.8082,4.2196,1.46,1.7446,2.9375,2.2082,2.0912,2.3816,3.7709,0.1388,2.8442,2.6533,1.46,1.5013,2.4386,0.9268,1.5415,3.1717,2.4883,1.5998,2.5852
NOTCH3,3.8857,3.4945,1.2394,3.5982,1.9111,2.05,0.9493,3.0163,-0.9971,1.5612,-1.7809,0.8164,1.7141,4.0295,0.9935,0.8805,1.5013,3.245,5.9047,3.2988,2.1894,2.4008,0.6425,2.2753,3.1797,5.5838,2.0111,2.8701,2.6302,1.9188,-0.1504,1.7273,1.3225,1.8643,2.8482,0.1903,2.4649,-0.1345,4.4081,2.8641,1.4652,4.0926,1.6234,1.7828,0.9642,4.041,2.727,2.1345,2.1606,2.2573,2.5137,2.8819,3.5224,1.4652,1.4962,0.5069,1.0503,1.6875,-0.1345,-0.3201,0.1519,1.4756,1.8604,0.4657,1.1447,3.3979,3.8044,5.2795,4.3328,3.1179,1.9786,1.8036,2.872,1.5998,3.1079,2.1702,2.59,2.4412,-0.4719,1.7446,4.2134,1.8762,3.3883,-1.2828,2.4465,2.4805,1.3109,2.0912,3.0619,3.3745,2.6067,4.3772,2.2237,4.3569,0.8164,1.3956,1.9859,3.5199,5.4172,2.2237,1.2875,0.6517,1.5998,1.7273,2.2663,2.3337,0.9191,0.6425,2.2842,1.6785,3.3966,2.3019,3.83,1.0642,-0.1504,0.3115,-0.2845,0.434,2.6738,3.47,1.4335,2.2019,1.7446,1.7097,1.6093,-1.8836,1.8119,3.091,-0.2845,3.5449,2.2842,2.8076,3.242,3.9232,2.9765,1.5115,2.233,0.2881,1.766,1.3283,1.7446,2.4571,3.1572,1.7744,-0.1031,1.5266,2.3451,2.8936,0.5568
NOTCH4,2.7401,1.9034,0.3346,2.2543,1.5709,2.5852,0.9642,2.0776,1.1382,1.9034,-0.0725,1.9264,2.4623,3.1588,2.1378,2.043,1.2333,1.2516,2.7117,2.8137,1.5013,1.2875,2.3926,2.4439,2.8321,3.0428,1.9895,2.4035,2.9747,2.6441,1.0779,2.651,2.4908,2.4908,2.5561,2.1862,1.6327,1.105,2.0183,1.7053,2.2753,2.6067,2.5188,1.8363,1.4547,2.5585,1.8078,2.2901,1.816,1.8762,1.8363,2.1734,2.233,0.6699,1.5216,2.3479,1.3623,2.4831,2.1574,1.3167,1.4335,1.3397,2.1988,1.9712,2.0604,3.8451,1.7995,3.4384,2.8955,2.0395,1.8036,2.2051,2.1766,1.8722,2.5948,2.5731,2.8955,2.3077,2.3479,1.2815,3.2826,0.8246,2.233,1.2696,1.9034,1.4281,2.7051,1.7097,2.3704,2.9875,2.1925,2.5924,2.0465,2.3649,2.8137,2.2573,2.2299,2.2603,2.7007,1.7744,1.6234,1.6604,1.6045,1.9073,2.3077,2.4035,2.9692,1.9226,2.4492,2.6114,2.5852,1.8078,3.0181,1.3791,2.1766,0.6517,1.7185,1.7828,2.5948,3.4075,2.128,2.4171,2.2633,0.9419,2.0912,1.0847,2.081,2.3164,2.0289,3.8481,2.1411,2.6161,2.2783,3.1588,3.9421,1.5115,1.8722,2.108,1.5266,2.0254,3.3563,2.3164,2.5288,1.6512,1.1447,2.5634,1.8683,2.9692,1.7273
NOTUM,-1.2828,-2.3147,3.5312,-6.5064,4.5021,-0.5543,-1.4305,-0.5332,0.4865,-0.3022,-1.4699,-0.3383,3.3017,3.2065,0.6332,3.6417,8.5449,-1.9942,1.5366,3.3549,-0.6416,-3.3076,-1.2142,-3.6259,-0.9132,2.2144,1.0915,-0.6193,2.2633,9.4273,0.7407,2.9488,-2.6349,6.8229,-3.816,3.7752,7.7507,5.2664,-0.2671,-1.7809,7.5029,-0.9686,2.5585,1.3511,-1.8314,1.1117,2.667,3.1261,-4.2934,5.7233,6.4663,1.9188,4.579,6.5949,7.1064,7.9911,8.0962,-0.2845,3.3787,3.2572,4.3992,1.8683,1.9601,-6.5064,6.8581,1.0151,0.8082,-1.7809,1.5366,2.2513,7.0002,4.1145,-1.3921,2.8422,2.8055,2.2872,2.0707,-1.1811,8.4995,-0.4521,6.9117,-0.8863,2.118,6.7685,9.0576,-0.2498,-1.9942,-3.6259,3.5935,3.6669,4.404,0.4447,-3.458,0.0718,1.2636,9.4611,1.595,5.537,-3.816,8.3643,8.9767,-3.6259,-0.5543,7.4369,-0.9132,6.4101,-0.5332,-1.1172,-4.2934,0.1257,5.1534,-1.3183,-2.8262,1.9302,-1.1811,7.9104,5.3352,4.4758,3.5596,0.7748,1.2696,1.3791,-0.3201,8.5357,-1.3548,-0.0425,5.6812,0.537,1.9377,1.8282,-1.5522,-0.6416,-2.9324,1.4859,2.167,2.7972,0.7233,6.4489,-2.3884,0.2998,2.6918,1.6512,1.196,0.6699,7.5266,2.5263,5.3477,7.1638,0.7321
NOX1,-6.5064,-5.0116,-4.6082,1.2394,-5.0116,-9.9658,-9.9658,0.6425,-3.816,-6.5064,-9.9658,-4.6082,-3.6259,-5.0116,-5.5735,-5.5735,-9.9658,-6.5064,-9.9658,-5.0116,-5.0116,-2.3147,-3.3076,-4.035,-9.9658,-5.0116,-6.5064,-4.6082,-6.5064,0.5955,-9.9658,-5.0116,-3.6259,-2.9324,-3.458,-4.6082,-9.9658,-5.5735,3.652,-9.9658,-4.6082,-5.5735,-9.9658,-3.816,-6.5064,-5.0116,-9.9658,-6.5064,-3.0469,-5.0116,-5.5735,-5.5735,-6.5064,-9.9658,-9.9658,-4.6082,-9.9658,-6.5064,-5.5735,-9.9658,-9.9658,-9.9658,-6.5064,-1.9379,-5.5735,-4.2934,-9.9658,-3.0469,-2.6349,-9.9658,-5.5735,-5.5735,-2.6349,-6.5064,-9.9658,-9.9658,-6.5064,-4.6082,-3.6259,0.5568,-5.0116,-3.816,-6.5064,-9.9658,0.2154,-5.5735,-5.5735,-3.816,-9.9658,-4.6082,-9.9658,-9.9658,-5.0116,-3.6259,-3.6259,-6.5064,-6.5064,-5.5735,-3.3076,-3.6259,-4.035,-6.5064,-9.9658,-5.5735,-5.5735,-5.5735,-4.035,-6.5064,-6.5064,-5.5735,-4.2934,-9.9658,-3.458,-6.5064,-9.9658,-9.9658,-5.0116,-9.9658,-6.5064,-5.5735,-6.5064,-5.5735,-4.6082,-5.0116,-2.7274,-9.9658,-9.9658,-5.5735,-4.2934,-4.2934,-3.458,-1.2481,-3.816,-9.9658,-9.9658,-5.0116,-4.2934,-2.9324,-6.5064,-5.5735,-9.9658,-6.5064,2.3564,-9.9658,-3.3076,-9.9658,-5.0116,-5.5735,-6.5064
NOX4,-0.1187,0.4657,0.4125,0.1519,-2.3147,0.7664,-2.4659,-0.3201,-0.013,-1.8314,-1.9942,0.8883,-0.1993,-0.013,-0.0277,-0.2498,-0.1504,-0.5973,0.2154,1.3511,-0.7588,-0.5543,1.4756,0.9419,2.3222,0.7664,-1.9379,-0.4521,0.4967,-0.4325,-1.2142,-0.9971,0.5271,0.1903,0.0854,1.7229,-0.5125,-2.3884,1.0847,-1.3548,0.537,0.1903,0.6699,-2.7274,-1.1488,-0.9132,-0.3022,-0.6643,3.2944,-1.685,-0.7346,-0.4325,-0.5543,-1.4305,-0.5973,-0.5543,-3.3076,0.058,-0.3752,-2.9324,-0.4131,-2.7274,0.0014,-2.7274,-0.4521,1.2696,0.2029,1.0847,0.7916,-0.7834,0.1519,-0.3383,0.605,-1.4305,0.9191,-1.5522,0.7233,-0.3566,0.1519,2.108,0.1388,-2.4659,-0.7588,-2.4659,-0.5543,-1.4699,0.7999,0.6145,-0.7108,0.1903,-0.1828,0.7146,-1.1172,1.7617,-0.4325,0.5568,-0.7346,-0.2671,1.4441,-1.2481,-0.3383,0.0854,-0.9686,-1.685,-0.7834,0.8327,0.1903,-1.1172,-0.5125,-1.2481,0.2642,-0.4921,0.7058,-1.8314,-0.1031,-1.2481,0.5666,-3.6259,-0.7834,0.2642,0.099,-1.685,-2.6349,-1.1811,0.8726,-1.8836,-1.0262,-0.1665,-1.0559,0.346,-0.1345,2.7763,0.7321,0.3685,-0.0277,-3.458,-1.2481,-0.9406,-1.7322,1.1184,1.4065,-0.6873,1.0503,-0.2498,-2.2447,-1.8314,-0.8339,0.2277,-1.8836
